频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间,是否假源,是否轮回,轮回相似度,检测信息
[BD]中视新闻 *c[geo-blocked],https://stream1.freetv.fun/1a51881fca0ecdb28d204f7468f82a16e9e3c7a10efdbbd25aee2084c69d3dc0.ctv,,中視新聞FHD,台灣,國語,https://epg.pw/media/images/channel/2023/07/11/large/20230711221833273953_43.jpg,新聞,1920x1080,epg-pw.txt,21,403,成功,h264,1920x1080,30.0,有音频,1.655,否,否,0.5156,
[BD]博斯运动2 *c[geo-blocked],https://stream1.freetv.fun/fba1562f2458d9cc081e3e14b265e925918a905b335993eecb00cc01725f2317.ctv,460730,博斯運動2,台灣,國語,https://epg.pw/media/images/channel/2022/03/18/large/20220318232721507395_55.jpg,運動,1280x720,epg-pw.txt,25,403,成功,h264,1280x720,59.94005994005994,有音频,3.272,否,否,0.5990,
[BD]中天新闻 *c[geo-blocked],https://stream1.freetv.fun/b516f41ae8d0e1b935f48b7015cc6f36c8a2a896af9bd344bc3a05898166802f.ctv,370177,中天新聞FHD,台灣,國語,https://epg.pw/media/images/channel/2022/03/05/large/20220305151207450324_69.png,新聞,1280x720,epg-pw.txt,27,403,成功,h264,1280x720,30.0,有音频,1.147,否,否,0.0000,
[BD]大爱2 *c[geo-blocked],https://stream1.freetv.fun/c640acfddcdfee054c1caa693ab5657dd13aaea1f1794d7405297a41bcc36090.ctv,,大愛2,台灣,國語,https://epg.pw/media/images/channel/2015/05/21/large/20150521014333336253_94.png,其它,1280x720,epg-pw.txt,493,403,成功,h264,1280x720,30.0,有音频,3.214,否,否,0.5104,
[HD]中視經典,https://stream1.freetv.fun/51fd10f7243ed229c282c3bddf4d77a1f9c9956b2ffaf7d5915e0078d73141c5.m3u8,,中視經典,台灣,國語,https://epg.pw/media/images/channel/2023/07/11/large/20230711221628321961_26.jpg,綜合,1280x720,epg-pw.txt,18,403,成功,h264,1280x720,30.0,有音频,4.305,否,否,0.5521,
[BD]中視菁采,https://stream1.freetv.fun/24dff6b12b77b636d9e4fcb2ccd46c61113426e0da5aab72900d599e267b11ad.m3u8,,中視菁采臺,台灣,國語,https://epg.pw/media/images/channel/2021/12/28/large/20211228171426835864_33.png,綜合,1920x1080,epg-pw.txt,492,403,成功,h264,1920x1080,30.0,有音频,4.654,否,否,0.5885,
[BD]民視新聞,https://stream1.freetv.fun/c79385614a72377596e59d38846782830caeb39466f5f6af69217c3b483ceb60.m3u8,,民視新聞 HD,台灣,國語,https://epg.pw/media/images/channel/2022/05/06/large/20220506171601310367_14.png,新聞,1920x1080,epg-pw.txt,34,403,成功,h264,1920x1080,30.0,有音频,5.927,否,否,0.5156,
[BD]靖天日本,https://stream1.freetv.fun/cf715b921331f4b6648ca027b949babe62f6a874b55b19c37b0c8478918a6d66.m3u8,,靖天日本,台灣,日語,https://epg.pw/media/images/channel/2023/07/20/large/20230720211326607261_29.png,電影,1920x1080,epg-pw.txt,20,403,成功,h264,1920x1080,30.0,有音频,4.108,否,否,0.5312,
[BD]寰宇新聞台灣,https://stream1.freetv.fun/74eb3684b1843d9e4621f846f82b73a2e460621e5d0f79667d606946d26fcbe5.m3u8,460871,寰宇新聞台灣臺,台灣,國語,https://epg.pw/media/images/channel/2023/07/24/large/20230724134538350977_27.png,新聞,1920x1080,epg-pw.txt,492,403,成功,h264,1920x1080,30.0,有音频,11.372,否,否,0.4740,
[BD]民視第一,https://stream1.freetv.fun/445c1de4f7df3d0e6da22c8ecf160fce23cd244943be645088c080ff41322c65.m3u8,,民視第一臺,台灣,國語,https://epg.pw/media/images/channel/2022/03/23/large/20220323172047199293_67.png,綜合,1920x1080,epg-pw.txt,22,403,成功,h264,1920x1080,30.0,有音频,3.703,否,否,0.4896,
