频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件
[BD]衡水新闻综合,https://t.freetv.fun/live/heng-shui-xin-wen-zong-he.m3u8,,,,,衡水新聞綜合,China,China,https://epg.pw/media/images/channel/2022/10/31/large/20221031233853196280_14.jpg,News,,freetv-fun-all.txt
[VGA]衡阳县电视,https://t.freetv.fun/live/heng-yang-xian-dian-shi.m3u8,,,,,衡陽電視臺,China,China,https://epg.pw/media/img/logo/3_322.jpg,Other,,freetv-fun-all.txt
[BD]西安影视,https://t.freetv.fun/live/xi-an-ying-shi.m3u8,,,,,西安影影片道,China,China,https://epg.pw/media/images/channel/2022/06/11/large/20220611231249490826_24.jpg,Other,,freetv-fun-all.txt
[BD]西安戏剧影视,https://t.freetv.fun/live/xi-an-xi-ju-ying-shi.flv,,,,,西安影影片道,China,China,https://epg.pw/media/images/channel/2022/06/11/large/20220611231249490826_24.jpg,Other,,freetv-fun-all.txt
[BD]西安戏剧影视,https://t.freetv.fun/live/xi-an-xi-ju-ying-shi-1.m3u8,,,,,西安影影片道,China,China,https://epg.pw/media/images/channel/2022/06/11/large/20220611231249490826_24.jpg,Other,,freetv-fun-all.txt
[VGA]西安新闻综合,https://t.freetv.fun/live/xi-an-xin-wen-zong-he-1.m3u8,,,,,西安新聞綜合,China,China,https://epg.pw/media/images/channel/2022/06/11/large/20220611224649720469_86.jpg,News,,freetv-fun-all.txt
[VGA]广西|隆安新闻综合,https://t.freetv.fun/live/yan-xi-long-an-xin-wen-zong-he.m3u8,,,,,西安新聞綜合,China,China,https://epg.pw/media/images/channel/2022/06/11/large/20220611224649720469_86.jpg,News,,freetv-fun-all.txt
[SD]西安新闻综合,https://t.freetv.fun/live/xi-an-xin-wen-zong-he-1-1.m3u8,,,,,西安新聞綜合,China,China,https://epg.pw/media/images/channel/2022/06/11/large/20220611224649720469_86.jpg,News,,freetv-fun-all.txt
[SD]西安新闻,https://t.freetv.fun/live/xi-an-xin-wen.m3u8,,,,,西安新聞綜合,China,China,https://epg.pw/media/images/channel/2022/06/11/large/20220611224649720469_86.jpg,News,,freetv-fun-all.txt
[SD]西安都市,https://t.freetv.fun/live/xi-an-du-shi.m3u8,,,,,西安白鴿都市,China,China,https://epg.pw/media/img/logo/3_56.jpg,Other,,freetv-fun-all.txt
[BD]西安都市,https://t.freetv.fun/live/xi-an-du-shi-1.m3u8,,,,,西安白鴿都市,China,China,https://epg.pw/media/img/logo/3_56.jpg,Other,,freetv-fun-all.txt
[VGA]西安都市,https://t.freetv.fun/live/xi-an-du-shi-2.m3u8,,,,,西安白鴿都市,China,China,https://epg.pw/media/img/logo/3_56.jpg,Other,,freetv-fun-all.txt
[VGA]景宁新闻综合,https://t.freetv.fun/live/jing-zhu-xin-wen-zong-he.m3u8,,,,,西寧新聞綜合,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531230922691320_46.jpg,News,,freetv-fun-all.txt
[VGA]休宁新闻综合,https://t.freetv.fun/live/xiu-zhu-xin-wen-zong-he.m3u8,,,,,西寧新聞綜合,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531230922691320_46.jpg,News,,freetv-fun-all.txt
[VGA]西青新闻综合,https://t.freetv.fun/live/xi-qing-xin-wen-zong-he-1.m3u8,,,,,西寧新聞綜合,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531230922691320_46.jpg,News,,freetv-fun-all.txt
[BD]西宁新闻综合频道,https://t.freetv.fun/live/xi-zhu-xin-wen-zong-he-pin-dao.m3u8,,,,,西寧新聞綜合,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531230922691320_46.jpg,News,,freetv-fun-all.txt
[BD]青海西宁新闻综合,https://t.freetv.fun/live/qing-hai-xi-zhu-xin-wen-zong-he.m3u8,,,,,西寧新聞綜合,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531230922691320_46.jpg,News,,freetv-fun-all.txt
[BD]宁海新闻综合,https://t.freetv.fun/live/zhu-hai-xin-wen-zong-he.flv,,,,,西寧新聞綜合,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531230922691320_46.jpg,News,,freetv-fun-all.txt
[VGA]西藏影视文化,https://t.freetv.fun/live/xi-cang-ying-shi-wen-hua-1.php,,,,,西藏影視文化,China,China,https://epg.pw/media/images/channel/2022/05/30/large/20220530222246719342_54.jpg,Other,,freetv-fun-all.txt
[BD]西藏影视文化,https://t.freetv.fun/live/xi-cang-ying-shi-wen-hua-1-1.php,,,,,西藏影視文化,China,China,https://epg.pw/media/images/channel/2022/05/30/large/20220530222246719342_54.jpg,Other,,freetv-fun-all.txt
[SD]西藏藏语卫视,https://t.freetv.fun/live/xi-cang-cang-yu-wei-shi-2.m3u8,,,,,西藏藏語衛視,China,China,https://epg.pw/media/images/channel/2022/08/25/large/20220825232059210399_40.png,Generic,,freetv-fun-all.txt
[VGA]西藏藏语卫视,https://t.freetv.fun/live/xi-cang-cang-yu-wei-shi-2.php,,,,,西藏藏語衛視,China,China,https://epg.pw/media/images/channel/2022/08/25/large/20220825232059210399_40.png,Generic,,freetv-fun-all.txt
[BD]藏语卫视,https://t.freetv.fun/live/cang-yu-wei-shi.php,,,,,西藏藏語衛視,China,China,https://epg.pw/media/images/channel/2022/08/25/large/20220825232059210399_40.png,Generic,,freetv-fun-all.txt
[VGA]西藏藏语,https://t.freetv.fun/live/xi-cang-cang-yu.m3u8,,,,,西藏藏語衛視,China,China,https://epg.pw/media/images/channel/2022/08/25/large/20220825232059210399_40.png,Generic,,freetv-fun-all.txt
[VGA]西藏卫视,https://t.freetv.fun/live/xi-cang-wei-shi-13.m3u8,,,,,西藏衛視,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531231110733151_44.jpg,Generic,,freetv-fun-all.txt
[BD]西藏卫视,https://t.freetv.fun/live/xi-cang-wei-shi-5-1.m3u8,,,,,西藏衛視,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531231110733151_44.jpg,Generic,,freetv-fun-all.txt
[BD]西藏卫视,https://t.freetv.fun/live/xi-cang-wei-shi-6.php,,,,,西藏衛視,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531231110733151_44.jpg,Generic,,freetv-fun-all.txt
[BD]西藏卫视,https://t.freetv.fun/live/xi-cang-wei-shi-10.m3u8,,,,,西藏衛視,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531231110733151_44.jpg,Generic,,freetv-fun-all.txt
[VGA]cn: 西藏卫视,https://t.freetv.fun/live/cn-xi-cang-wei-shi.m3u8,,,,,西藏衛視,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531231110733151_44.jpg,Generic,,freetv-fun-all.txt
[SD]西藏卫视,https://t.freetv.fun/live/xi-cang-wei-shi-2-2.m3u8,,,,,西藏衛視,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531231110733151_44.jpg,Generic,,freetv-fun-all.txt
[VGA]西藏卫视,https://t.freetv.fun/live/xi-cang-wei-shi-3-2.m3u8,,,,,西藏衛視,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531231110733151_44.jpg,Generic,,freetv-fun-all.txt
[VGA]西藏卫视,https://t.freetv.fun/live/xi-cang-wei-shi-4-1.m3u8,,,,,西藏衛視,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531231110733151_44.jpg,Generic,,freetv-fun-all.txt
[VGA]西藏卫视,https://t.freetv.fun/live/xi-cang-wei-shi-13.php,,,,,西藏衛視,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531231110733151_44.jpg,Generic,,freetv-fun-all.txt
[BD]西藏卫视,https://t.freetv.fun/live/xi-cang-wei-shi-7-1.php,,,,,西藏衛視,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531231110733151_44.jpg,Generic,,freetv-fun-all.txt
[BD]西藏卫视,https://t.freetv.fun/live/xi-cang-wei-shi-12.m3u8,,,,,西藏衛視,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531231110733151_44.jpg,Generic,,freetv-fun-all.txt
[SD]西藏卫视,https://t.freetv.fun/live/xi-cang-wei-shi-26.m3u8,,,,,西藏衛視,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531231110733151_44.jpg,Generic,,freetv-fun-all.txt
[VGA]西藏卫视,https://t.freetv.fun/live/xi-cang-wei-shi-39.m3u8,,,,,西藏衛視,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531231110733151_44.jpg,Generic,,freetv-fun-all.txt
[BD]西藏卫视,https://t.freetv.fun/live/xi-cang-wei-shi-11.m3u8,,,,,西藏衛視,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531231110733151_44.jpg,Generic,,freetv-fun-all.txt
[BD]西藏卫视,https://t.freetv.fun/live/xi-cang-wei-shi-13.smil,,,,,西藏衛視,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531231110733151_44.jpg,Generic,,freetv-fun-all.txt
[BD]西藏卫视,https://t.freetv.fun/live/xi-cang-wei-shi-1-1.m3u8,,,,,西藏衛視,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531231110733151_44.jpg,Generic,,freetv-fun-all.txt
[BD]西藏卫视,https://t.freetv.fun/live/xi-cang-wei-shi-9-1.m3u8,,,,,西藏衛視,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531231110733151_44.jpg,Generic,,freetv-fun-all.txt
[VGA]西藏卫视,https://t.freetv.fun/live/xi-cang-wei-shi-16.m3u8,,,,,西藏衛視,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531231110733151_44.jpg,Generic,,freetv-fun-all.txt
[VGA]西藏卫视 标清,https://t.freetv.fun/live/xi-cang-wei-shi-biao-qing-1-1.m3u8,,,,,西藏衛視,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531231110733151_44.jpg,Generic,,freetv-fun-all.txt
