频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件
2026-08-24 06:25:29,https://vd2.bdstatic.com/mda-sctj0f6r4u1bpebc/1080p/cae_h264/1774706523506678171/mda-sctj0f6r4u1bpebc.mp4,,,,,2026-08-24 06:25:29,,,,,,TianmuTNT.txt
AMC音乐,https://AMChls.wns.live/hls/stream.m3u8,,,,,AMC音乐,,,,,,TianmuTNT.txt
CCTV-8K 超高清,https://tv.cry33.com/ys4k.php?id=8k,,,,,CCTV-8K 超高清,,,,,,TianmuTNT.txt
CCTV1,http://113.9.214.47:9003/hls/1/index.m3u8,,,,,CCTV1,,,,,,TianmuTNT.txt
CCTV1,http://111.59.24.227:8181/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,CCTV1,,,,,,TianmuTNT.txt
CCTV1,http://112.27.5.218:9901/tsfile/live/faacts/0001_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,CCTV1,,,,,,TianmuTNT.txt
CCTV1,http://1.28.123.148:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,CCTV1,,,,,,TianmuTNT.txt
CCTV10,http://221.226.51.220:50081/newlive/live/hls/11/live.m3u8,,,,,CCTV10,,,,,,TianmuTNT.txt
CCTV10,http://58.56.162.102:4466/newlive/live/hls/11/live.m3u8,,,,,CCTV10,,,,,,TianmuTNT.txt
CCTV10,http://111.59.24.227:8181/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,CCTV10,,,,,,TianmuTNT.txt
CCTV10,http://113.9.214.47:9003/hls/10/index.m3u8,,,,,CCTV10,,,,,,TianmuTNT.txt
CCTV11,http://113.57.140.161:10081/newlive/live/hls/12/live.m3u8,,,,,CCTV11,,,,,,TianmuTNT.txt
CCTV11,http://219.147.245.238:25480/newlive/live/hls/12/live.m3u8,,,,,CCTV11,,,,,,TianmuTNT.txt
CCTV11,http://111.59.24.227:8181/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,CCTV11,,,,,,TianmuTNT.txt
CCTV11,http://113.9.214.47:9003/hls/11/index.m3u8,,,,,CCTV11,,,,,,TianmuTNT.txt
CCTV12,http://120.40.39.246:352/newlive/live/hls/13/live.m3u8,,,,,CCTV12,,,,,,TianmuTNT.txt
CCTV12,http://58.56.162.102:4466/newlive/live/hls/13/live.m3u8,,,,,CCTV12,,,,,,TianmuTNT.txt
CCTV12,http://113.9.214.47:9003/hls/12/index.m3u8,,,,,CCTV12,,,,,,TianmuTNT.txt
CCTV12,http://124.165.251.82:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,CCTV12,,,,,,TianmuTNT.txt
CCTV13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8,,,,,CCTV13,,,,,,TianmuTNT.txt
CCTV13,http://113.9.214.47:9003/hls/13/index.m3u8,,,,,CCTV13,,,,,,TianmuTNT.txt
CCTV13,http://221.7.175.154:8445/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,CCTV13,,,,,,TianmuTNT.txt
CCTV13,http://111.59.24.227:8181/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,CCTV13,,,,,,TianmuTNT.txt
CCTV14,http://113.57.140.161:10081/newlive/live/hls/15/live.m3u8,,,,,CCTV14,,,,,,TianmuTNT.txt
CCTV14,http://58.56.162.102:4466/newlive/live/hls/15/live.m3u8,,,,,CCTV14,,,,,,TianmuTNT.txt
CCTV14,http://120.40.39.246:352/newlive/live/hls/15/live.m3u8,,,,,CCTV14,,,,,,TianmuTNT.txt
CCTV15,http://113.57.140.161:10081/newlive/live/hls/16/live.m3u8,,,,,CCTV15,,,,,,TianmuTNT.txt
CCTV15,http://219.147.245.238:25480/newlive/live/hls/16/live.m3u8,,,,,CCTV15,,,,,,TianmuTNT.txt
CCTV15,http://gmxw.7766.org:808/hls/102/index.m3u8,,,,,CCTV15,,,,,,TianmuTNT.txt
CCTV15,http://58.56.162.102:4466/newlive/live/hls/16/live.m3u8,,,,,CCTV15,,,,,,TianmuTNT.txt
CCTV15,http://113.9.214.47:9003/hls/15/index.m3u8,,,,,CCTV15,,,,,,TianmuTNT.txt
CCTV16,http://58.56.162.102:4466/newlive/live/hls/17/live.m3u8,,,,,CCTV16,,,,,,TianmuTNT.txt
CCTV16,http://219.147.245.238:25480/newlive/live/hls/17/live.m3u8,,,,,CCTV16,,,,,,TianmuTNT.txt
CCTV16,http://gmxw.7766.org:808/hls/169/index.m3u8,,,,,CCTV16,,,,,,TianmuTNT.txt
