频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件
C-SPAN (1080p),https://gpuserver3.tier1streams.com/C-SPAN_HD/index.m3u8,,,,CSPAN.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/C-SPAN_Logo_%282019%29.svg/960px-C-SPAN_Logo_%282019%29.svg.png,Legislative,,iptv-org-all.txt
C-SPAN 2 (1080p),https://gpuserver3.tier1streams.com/C-SPAN_2/index.m3u8,,,,CSPAN2.us@SD,,,,https://i.imgur.com/9B6XIQC.png,Legislative,,iptv-org-all.txt
Cà Mau TV (720p) [Geo-blocked],https://tv.ctvcamau.vn/live/tv/tv.m3u8,,,,CaMauTV.vn@SD,,,,,Undefined,,iptv-org-all.txt
Cable 14 Hamilton,https://flowcaster1-ch.cdn.clearcable.net/C14/smil:C14.smil/playlist.m3u8?iimae0UC2aendtime=1665196120&iimae0UC2ahash=NzcDbuotaJAVf1DsNxuGHBlfCXSvHDIt5sqMUMgrRMU=&iimae0UC2astarttime=1665181720,,,,Cable14Hamilton.ca@SD,,,,https://i.imgur.com/bJ7ygTq.png,Undefined,,iptv-org-all.txt
Cable Imagen Armstrong (540p) [Not 24/7],https://stream.arcast.com.ar/casse/casse/playlist.m3u8,,,,CableImagenArmstrong.ar@SD,,,,https://i.imgur.com/U9NuJQC.png,Undefined,,iptv-org-all.txt
Cable Nobsa TV (720p),https://eu1.servers10.com:8081/8164/index.m3u8,,,,CableNobsaTV.co@SD,,,,https://i.imgur.com/wtf4A02.png,General,,iptv-org-all.txt
Cable Sur TV,https://tvlatina.live:1936/8025/8025/playlist.m3u8,,,,CableSurTV.co@SD,,,,https://i.imgur.com/Rvuyu7R.jpg,General,,iptv-org-all.txt
Cablenet Sports 1 (1080p),http://185.102.171.218/CablenetSports1/index.m3u8,,,,CablenetSports1.cy@SD,,,,https://i.imgur.com/kcaF4jb.png,Sports,,iptv-org-all.txt
Cablenet Sports 2 (1080p),http://185.102.171.218/CablenetSports2/index.m3u8,,,,CablenetSports2.cy@SD,,,,https://i.imgur.com/mq8mZvJ.png,Sports,,iptv-org-all.txt
Cablenoticias (720p),http://138.186.23.7:8082/CABLENOTICIAS/index.m3u8,,,,Cablenoticias.co@SD,,,,https://i.imgur.com/FfhOGR9.png,News,,iptv-org-all.txt
Cabo Frio TV (720p),https://59f2354c05961.streamlock.net:1443/ararutv/_definst_/ararutv/playlist.m3u8,,,,CaboFrioTV.br@SD,,,,https://i.imgur.com/mPi6Wp3.png,Entertainment,,iptv-org-all.txt
Caçadores de Óvnis,https://jmp2.uk/plu-656e2a10954b020008ed167c.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
CAD TV,https://videoserver.tmcreativos.com:19360/dcsajkpvrh/dcsajkpvrh.m3u8,,,,CADTV.py@SD,,,,https://i.imgur.com/lafmmRa.jpeg,General,,iptv-org-all.txt
Cadena 103 (720p) [Not 24/7],http://arcast.net:1935/cadena103/cadena103/playlist.m3u8,,,,Cadena103TV.ar@SD,,,,https://i.imgur.com/vBsry35.png,Undefined,,iptv-org-all.txt
Cadena A (720p) [Not 24/7],https://5fe2654d6127d.streamlock.net/cadenaa/videocadenaa/playlist.m3u8,,,,CadenaA.bo@SD,,,,https://i.imgur.com/BxQPPAA.png,General,,iptv-org-all.txt
Cadena Elite (720p) [Not 24/7],https://cloudvideo.servers10.com:8081/8004/index.m3u8,,,,CadenaElite.es@SD,,,,https://i.imgur.com/3yeGDTP.png,Music,,iptv-org-all.txt
Cadena TV (720p) [Not 24/7],https://tv.bitstreaming.net:3789/live/cdntvlive.m3u8,,,,CadenaTV.pe@HD,,,,https://i.imgur.com/stvzqzd.png,Undefined,,iptv-org-all.txt
Cadena TV SD,https://live-evg10.tv360.bitel.com.pe/bitel/cadenatv/playlist.m3u8,,,,CadenaTV.pe@SD,,,,https://i.imgur.com/stvzqzd.png,Undefined,,iptv-org-all.txt
Cafe Film,https://cafefhls.wns.live/hls/stream.m3u8,,,,CafeFilm.ir@SD,,,,,Movies,,iptv-org-all.txt
Cafe Trade TV,https://cafetradehls.wns.live/hls/stream.m3u8,,,,CafeTradeTV.ir@SD,,,,https://i.ibb.co/GW4cMfc/cafe-trade-tv.png,Business,,iptv-org-all.txt
CafeTV24 (720p),https://srvx1.selftv.video/cafe/live/playlist.m3u8,,,,CafeTV24.it@SD,,,,https://i.imgur.com/SRFzjja.png,Undefined,,iptv-org-all.txt
Cagney & Lacey,https://jmp2.uk/plu-6960c5a906d76f50db2816dc.m3u8,,,,CagneyLacey.de@GB,,,,https://images.pluto.tv/channels/6960c5a906d76f50db2816dc/colorLogoPNG_1767949823270.png,Series,,iptv-org-all.txt
Caillou (720p),https://d2mshoh3usf646.cloudfront.net/playlist.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Caillou,https://do7nccdsswstc.cloudfront.net/v1/manifest/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-1aso0bc668saa/a5233c83-f772-4a81-959a-45ec7877ef61/5.m3u8,,,,Caillou.fr@SD,,,,https://i.imgur.com/RgKaoe4.png,Undefined,,iptv-org-all.txt
Cajamarca TV (720p),https://live-evg8.tv360.bitel.com.pe/bitel/cajamarcatvSRT/playlist.m3u8,,,,CajamarcaTV.pe@SD,,,,https://i.imgur.com/pC57NYv.png,General,,iptv-org-all.txt
Calabasas Channel (480p),https://cdn3.wowza.com/5/UWpORHhLSEs5SkJs/calabasas/G0009_003/playlist.m3u8,,,,CTV.us@SD,,,,https://i.imgur.com/N5uiIJo.png,Undefined,,iptv-org-all.txt
Calabria TV,https://64b16f23efbee.streamlock.net/calabriatv/calabriatv/playlist.m3u8,,,,CalabriaTV.it@SD,,,,https://i.imgur.com/noTgJJp.png,General,,iptv-org-all.txt
Caldera Vision,https://tv.arkeo.cl:1936/kymczwbrge/kymczwbrge/playlist.m3u8,,,,CalderaVision.cl@SD,,,,https://i.imgur.com/A3Jiffe.png,General,,iptv-org-all.txt
California Medios TV (720p),https://s5.mexside.net:1936/medios/medios/playlist.m3u8,,,,CaliforniaMediosTV.mx@SD,,,,https://i.imgur.com/IDvpRNI.png,General,,iptv-org-all.txt
California Music Channel (1080p),https://cmc-cmctv-cineverse.amagi.tv/playlist.m3u8,,,,CaliforniaMusicChannel.us@SD,,,,https://i.imgur.com/L38mC6H.png,Music,,iptv-org-all.txt
Call My Agent!,https://jmp2.uk/plu-69776f2b2c00406316a01945.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Call the Midwife,https://jmp2.uk/plu-65dded6966eec80008947157.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
CAM 10 TV (720p),https://stream.it-innov.com/cam10tv/index.m3u8,,,,CAM10TV.cm@SD,,,,https://i.imgur.com/xspb9uY.png,General,,iptv-org-all.txt
Camera dei Deputati (via RR) (240p),https://video-ar.radioradicale.it/diretta/camera2/playlist.m3u8,,,,CameradeiDeputati.it@SD,,,,https://i.imgur.com/hv4zi9N.png,Legislative,,iptv-org-all.txt
Camera Smile (480p),https://rpn.bozztv.com/gusa/gusa-camerasmile/index.m3u8,,,,CameraSmileTV.us@SD,,,,https://i.imgur.com/V5h4R83.png,Comedy,,iptv-org-all.txt
Camp Kulinaris,https://jmp2.uk/plu-61c1dce2fb9ae40007d0ac15.m3u8,,,,CampKulinaris.se@NO,,,,https://images.pluto.tv/channels/61c1dce2fb9ae40007d0ac15/colorLogoPNG.png,Entertainment,,iptv-org-all.txt
Camp Kulinaris,https://jmp2.uk/plu-6400bf66dff38e00083f4ee8.m3u8,,,,CampKulinaris.se@SE,,,,https://images.pluto.tv/channels/61c1dce2fb9ae40007d0ac15/colorLogoPNG.png,Entertainment,,iptv-org-all.txt
Camp Spoopy (576p),https://stream.ads.ottera.tv/playlist.m3u8?network_id=269,,,,CampSpoopy.us@SD,,,,https://img2.static-ottera.com/prod/tg/linear_channel/logo/640x360/camp-spoopy-2021_1920-x-1080_option-5.jpg,Kids,,iptv-org-all.txt
