频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件
[SD]trt haber,https://t.freetv.fun/live/trt-haber-1.m3u8,,,,,TGRT Haber,Türkiye,Türkiye,https://epg.pw/media/images/channel/2022/05/06/large/20220506175037520427_82.png,News,,freetv-fun-all.txt
[HD]lao-thai tv,https://t.freetv.fun/live/lao-thai-tv.m3u8,,,,,THAI TV,Thailand,Thailand,https://epg.pw/media/uploads/tmp_logo/2015/07/17/20150717223008241505_30.png,Generic,,freetv-fun-all.txt
[VGA]tht,https://t.freetv.fun/live/tht-1.php,,,,,THT Russia,Russia,Russia,https://epg.pw/media/uploads/tmp_logo/2014/05/30/20140530210410915923_67.png,Generic,,freetv-fun-all.txt
[BD]ttv,https://t.freetv.fun/live/ttv.m3u8,,,,,TITV,Taiwan,Taiwan,https://epg.pw/media/img/logo/3_6.jpg,Other,,freetv-fun-all.txt
[BD]tlc,https://t.freetv.fun/live/tlc.php,,,,,TLC,United States,United States,https://epg.pw/media/images/channel/2025/01/28/large/20250128060038257036_95.png,Knowledge,,freetv-fun-all.txt
[SD]tlc,https://t.freetv.fun/live/tlc-2.m3u8,,,,,TLC,United States,United States,https://epg.pw/media/images/channel/2025/01/28/large/20250128060038257036_95.png,Knowledge,,freetv-fun-all.txt
[VGA]tlc,https://t.freetv.fun/live/tlc-3.php,,,,,TLC,United States,United States,https://epg.pw/media/images/channel/2025/01/28/large/20250128060038257036_95.png,Knowledge,,freetv-fun-all.txt
[HD]tlc,https://t.freetv.fun/live/tlc-4.php,,,,,TLC,United States,United States,https://epg.pw/media/images/channel/2025/01/28/large/20250128060038257036_95.png,Knowledge,,freetv-fun-all.txt
[BD]tlc,https://t.freetv.fun/live/tlc-5.m3u8,,,,,TLC,United States,United States,https://epg.pw/media/images/channel/2025/01/28/large/20250128060038257036_95.png,Knowledge,,freetv-fun-all.txt
[SD]tnn 16,https://t.freetv.fun/live/tnn-16.m3u8,,,,,TNN,United Arab Emirates,United Arab Emirates,https://epg.pw/media/uploads/tmp_logo/2014/09/14/20140914051150356370_70.jpg,News,,freetv-fun-all.txt
[BD]tnt sd,https://t.freetv.fun/live/tnt-sd.m3u8,,,,,TNT Brazil 1,Brazil,Brazil,https://epg.pw/media/uploads/tmp_logo/2018/07/15/20180715051148469764_71.png,Movies,,freetv-fun-all.txt
[SD]ntv series,https://t.freetv.fun/live/ntv-series.m3u8,,,,,TNT Series,United States,United States,https://epg.pw/media/images/channel/2022/02/26/large/20220226172938082619_70.png,Movies,,freetv-fun-all.txt
[BD]tnt sports 1 50fps,https://t.freetv.fun/live/tnt-sports-1-50fps.m3u8,,,,,TNT Sports 1 FHD,United Kingdom,United Kingdom,https://epg.pw/media/images/channel/2024/07/15/large/20240715155415984797_98.jpg,Sports,,freetv-fun-all.txt
[BD]tnt sports 1 bola rusia,https://t.freetv.fun/live/tnt-sports-1-bola-rusia.m3u8,,,,,TNT Sports 1 FHD,United Kingdom,United Kingdom,https://epg.pw/media/images/channel/2024/07/15/large/20240715155415984797_98.jpg,Sports,,freetv-fun-all.txt
[BD]toonami,https://t.freetv.fun/live/toonami.m3u8,,,,,TOONAMI,India,India,https://epg.pw/media/img/logo/1_252.jpg,Other,,freetv-fun-all.txt
[BD]toonami,https://t.freetv.fun/live/toonami-1.m3u8,,,,,TOONAMI,India,India,https://epg.pw/media/img/logo/1_252.jpg,Other,,freetv-fun-all.txt
[HD]travel xp,https://t.freetv.fun/live/travel-xp.m3u8,,,,,TRAVEL,United States,United States,https://epg.pw/media/images/channel/2017/02/26/large/20170226212754000637_52.jpg,Other,,freetv-fun-all.txt
[HD]travelxp,https://t.freetv.fun/live/travelxp.m3u8,,,,,TRAVEL,United States,United States,https://epg.pw/media/images/channel/2017/02/26/large/20170226212754000637_52.jpg,Other,,freetv-fun-all.txt
[BD]intravel,https://t.freetv.fun/live/intravel-1.m3u8,,,,,TRAVEL,United States,United States,https://epg.pw/media/images/channel/2017/02/26/large/20170226212754000637_52.jpg,Other,,freetv-fun-all.txt
[SD]travel tv,https://t.freetv.fun/live/travel-tv-1.m3u8,,,,,TRAVEL,United States,United States,https://epg.pw/media/images/channel/2017/02/26/large/20170226212754000637_52.jpg,Other,,freetv-fun-all.txt
[BD]pbs travel,https://t.freetv.fun/live/pbs-travel.m3u8,,,,,TRAVEL,United States,United States,https://epg.pw/media/images/channel/2017/02/26/large/20170226212754000637_52.jpg,Other,,freetv-fun-all.txt
[BD]china travel,https://t.freetv.fun/live/china-travel.m3u8,,,,,TRAVEL,United States,United States,https://epg.pw/media/images/channel/2017/02/26/large/20170226212754000637_52.jpg,Other,,freetv-fun-all.txt
[HD]trt,https://t.freetv.fun/live/trt.m3u8,,,,,TRT (TR),Türkiye,Türkiye,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821152740471064_98.jpg,Generic,,freetv-fun-all.txt
[HD]trt,https://t.freetv.fun/live/trt-1.m3u8,,,,,TRT (TR),Türkiye,Türkiye,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821152740471064_98.jpg,Generic,,freetv-fun-all.txt
[BD]trt avaz,https://t.freetv.fun/live/trt-avaz.m3u8,,,,,TRT Avaz,Türkiye,Türkiye,https://epg.pw/media/images/channel/2022/05/06/large/20220506174514169586_66.png,Entertainment,,freetv-fun-all.txt
[SD]trt müzik,https://t.freetv.fun/live/trt-muzik.m3u8,,,,,TRT Müzik,Türkiye,Türkiye,https://epg.pw/media/,Entertainment,,freetv-fun-all.txt
[BD]trt müzik,https://t.freetv.fun/live/trt-muzik-1.m3u8,,,,,TRT Müzik,Türkiye,Türkiye,https://epg.pw/media/,Entertainment,,freetv-fun-all.txt
[BD]trt world,https://t.freetv.fun/live/trt-world.m3u8,,,,12173,TRT World,Türkiye,Türkiye,https://epg.pw/media/images/channel/2022/05/06/large/20220506164224699889_88.png,News,,freetv-fun-all.txt
[BD]trt world,https://t.freetv.fun/live/trt-world-1.m3u8,,,,12173,TRT World,Türkiye,Türkiye,https://epg.pw/media/images/channel/2022/05/06/large/20220506164224699889_88.png,News,,freetv-fun-all.txt
[BD]trt world,https://t.freetv.fun/live/trt-world-2.m3u8,,,,12173,TRT World,Türkiye,Türkiye,https://epg.pw/media/images/channel/2022/05/06/large/20220506164224699889_88.png,News,,freetv-fun-all.txt
[SD]az tv,https://t.freetv.fun/live/az-tv.m3u8,,,,,TV,New Zealand,New Zealand,https://epg.pw/media/images/channel/2022/05/06/large/20220506175016402732_80.png,Other,,freetv-fun-all.txt
[BD]di tv,https://t.freetv.fun/live/di-tv.m3u8,,,,,TV,New Zealand,New Zealand,https://epg.pw/media/images/channel/2022/05/06/large/20220506175016402732_80.png,Other,,freetv-fun-all.txt
[HD]ls tv,https://t.freetv.fun/live/ls-tv.m3u8,,,,,TV,New Zealand,New Zealand,https://epg.pw/media/images/channel/2022/05/06/large/20220506175016402732_80.png,Other,,freetv-fun-all.txt
[SD]az tv,https://t.freetv.fun/live/az-tv-1.m3u8,,,,,TV,New Zealand,New Zealand,https://epg.pw/media/images/channel/2022/05/06/large/20220506175016402732_80.png,Other,,freetv-fun-all.txt
[VGA]om tv,https://t.freetv.fun/live/om-tv.m3u8,,,,,TV,New Zealand,New Zealand,https://epg.pw/media/images/channel/2022/05/06/large/20220506175016402732_80.png,Other,,freetv-fun-all.txt
