频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件
1987年春晚,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8,,,,,1987年春晚,,,,,,TianmuTNT.txt
1988年春晚,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8,,,,,1988年春晚,,,,,,TianmuTNT.txt
1989年春晚,https://txmov2.a.kwimgs.com/bs3/video-hls/5194620763762726260_hlsb.m3u8,,,,,1989年春晚,,,,,,TianmuTNT.txt
2024年春晚,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8,,,,,2024年春晚,,,,,,TianmuTNT.txt
2025年春晚,https://svip.high24-playback.com/20250129/17159_7bca93c4/2000k/hls/mixed.m3u8,,,,,2025年春晚,,,,,,TianmuTNT.txt
2026-08-02 00:44:02,https://vd2.bdstatic.com/mda-sctj0f6r4u1bpebc/1080p/cae_h264/1774706523506678171/mda-sctj0f6r4u1bpebc.mp4,,,,,2026-08-02 00:44:02,,,,,,TianmuTNT.txt
AMC音乐,https://AMChls.wns.live/hls/stream.m3u8,,,,,AMC音乐,,,,,,TianmuTNT.txt
CCTV-8K 超高清,https://tv.cry33.com/ys4k.php?id=8k,,,,,CCTV-8K 超高清,,,,,,TianmuTNT.txt
CCTV1,http://124.116.183.146:9901/tsfile/live/0001_1.m3u8,,,,,CCTV1,,,,,,TianmuTNT.txt
CCTV1,http://183.11.239.36:808/hls/19/index.m3u8,,,,,CCTV1,,,,,,TianmuTNT.txt
CCTV1,http://112.46.85.60:8009/hls/501/index.m3u8,,,,,CCTV1,,,,,,TianmuTNT.txt
CCTV1,http://123.130.84.106:8154/tsfile/live/0001_1.m3u8,,,,,CCTV1,,,,,,TianmuTNT.txt
CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8,,,,,CCTV1,,,,,,TianmuTNT.txt
CCTV10,http://183.11.239.36:808/hls/28/index.m3u8,,,,,CCTV10,,,,,,TianmuTNT.txt
CCTV10,http://182.150.23.74:808/hls/10/index.m3u8,,,,,CCTV10,,,,,,TianmuTNT.txt
CCTV10,http://124.116.183.146:9901/tsfile/live/0010_1.m3u8,,,,,CCTV10,,,,,,TianmuTNT.txt
CCTV10,http://123.130.84.106:8154/tsfile/live/0010_1.m3u8,,,,,CCTV10,,,,,,TianmuTNT.txt
CCTV10,http://61.136.172.236:9901/tsfile/live/0010_1.m3u8,,,,,CCTV10,,,,,,TianmuTNT.txt
CCTV11,http://182.150.23.74:808/hls/11/index.m3u8,,,,,CCTV11,,,,,,TianmuTNT.txt
CCTV11,http://61.136.172.236:9901/tsfile/live/0011_1.m3u8,,,,,CCTV11,,,,,,TianmuTNT.txt
CCTV11,http://123.130.84.106:8154/tsfile/live/0011_1.m3u8,,,,,CCTV11,,,,,,TianmuTNT.txt
CCTV11,http://123.130.84.106:8154/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,CCTV11,,,,,,TianmuTNT.txt
CCTV11,http://61.136.172.236:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,CCTV11,,,,,,TianmuTNT.txt
CCTV12,http://222.223.41.27:8888/hls/12/index.m3u8,,,,,CCTV12,,,,,,TianmuTNT.txt
CCTV12,http://112.46.85.60:8009/hls/507/index.m3u8,,,,,CCTV12,,,,,,TianmuTNT.txt
CCTV12,http://74.91.26.218:82/live/cctv12hd.m3u8,,,,,CCTV12,,,,,,TianmuTNT.txt
CCTV12,http://61.136.172.236:9901/tsfile/live/0012_1.m3u8,,,,,CCTV12,,,,,,TianmuTNT.txt
CCTV12,http://123.130.84.106:8154/tsfile/live/0012_1.m3u8,,,,,CCTV12,,,,,,TianmuTNT.txt
CCTV13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8,,,,,CCTV13,,,,,,TianmuTNT.txt
CCTV13,http://183.11.239.36:808/hls/31/index.m3u8,,,,,CCTV13,,,,,,TianmuTNT.txt
CCTV13,http://61.136.172.236:9901/tsfile/live/0013_1.m3u8,,,,,CCTV13,,,,,,TianmuTNT.txt
CCTV13,http://59.39.89.130:60901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,CCTV13,,,,,,TianmuTNT.txt
CCTV13,http://123.130.84.106:8154/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,CCTV13,,,,,,TianmuTNT.txt
CCTV14,http://124.116.183.146:9901/tsfile/live/0014_1.m3u8,,,,,CCTV14,,,,,,TianmuTNT.txt
CCTV14,http://112.27.235.94:8000/hls/15/index.m3u8,,,,,CCTV14,,,,,,TianmuTNT.txt
CCTV14,http://123.130.84.106:8154/tsfile/live/0014_1.m3u8,,,,,CCTV14,,,,,,TianmuTNT.txt
CCTV14,http://61.136.172.236:9901/tsfile/live/0014_1.m3u8,,,,,CCTV14,,,,,,TianmuTNT.txt
CCTV14,http://61.136.172.236:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,CCTV14,,,,,,TianmuTNT.txt
CCTV15,http://gmxw.7766.org:808/hls/102/index.m3u8,,,,,CCTV15,,,,,,TianmuTNT.txt
CCTV15,http://123.130.84.106:8154/tsfile/live/0015_1.m3u8,,,,,CCTV15,,,,,,TianmuTNT.txt
CCTV15,http://61.136.172.236:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,CCTV15,,,,,,TianmuTNT.txt
CCTV15,http://123.130.84.106:8154/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,CCTV15,,,,,,TianmuTNT.txt
CCTV15,http://drive.mxmy.net:8888/udp/239.3.1.153:8136,,,,,CCTV15,,,,,,TianmuTNT.txt
CCTV16,http://183.11.239.36:808/hls/169/index.m3u8,,,,,CCTV16,,,,,,TianmuTNT.txt
CCTV16,http://gmxw.7766.org:808/hls/169/index.m3u8,,,,,CCTV16,,,,,,TianmuTNT.txt
CCTV16,http://drive.mxmy.net:8888/udp/239.3.1.184:8001,,,,,CCTV16,,,,,,TianmuTNT.txt
CCTV17,http://183.11.239.36:808/hls/35/index.m3u8,,,,,CCTV17,,,,,,TianmuTNT.txt
CCTV17,http://123.130.84.106:8154/tsfile/live/0019_1.m3u8,,,,,CCTV17,,,,,,TianmuTNT.txt
CCTV17,http://123.130.84.106:8154/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,CCTV17,,,,,,TianmuTNT.txt
CCTV17,http://drive.mxmy.net:8888/udp/239.3.1.151:8144,,,,,CCTV17,,,,,,TianmuTNT.txt
CCTV17,http://drive.mxmy.net:8888/udp/239.3.1.188:8001,,,,,CCTV17,,,,,,TianmuTNT.txt
CCTV2,http://218.13.170.98:9901/tsfile/live/0002_1.m3u8,,,,,CCTV2,,,,,,TianmuTNT.txt
CCTV2,http://112.46.85.60:8009/hls/502/index.m3u8,,,,,CCTV2,,,,,,TianmuTNT.txt
CCTV2,http://123.130.84.106:8154/tsfile/live/0002_1.m3u8,,,,,CCTV2,,,,,,TianmuTNT.txt
CCTV2,http://61.136.172.236:9901/tsfile/live/0002_1.m3u8,,,,,CCTV2,,,,,,TianmuTNT.txt
CCTV2,http://112.27.235.94:8000/hls/2/index.m3u8,,,,,CCTV2,,,,,,TianmuTNT.txt
CCTV3,http://121.57.88.206:898/hls/3/index.m3u8,,,,,CCTV3,,,,,,TianmuTNT.txt
CCTV3,http://124.116.183.146:9901/tsfile/live/0003_1.m3u8,,,,,CCTV3,,,,,,TianmuTNT.txt
CCTV3,http://74.91.26.218:82/live/cctv3hd.m3u8,,,,,CCTV3,,,,,,TianmuTNT.txt
CCTV3,http://112.46.85.60:8009/hls/3/index.m3u8,,,,,CCTV3,,,,,,TianmuTNT.txt
CCTV3,http://61.136.172.236:9901/tsfile/live/0003_1.m3u8,,,,,CCTV3,,,,,,TianmuTNT.txt
