频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件
[VGA]golf channel latin america,https://t.freetv.fun/live/golf-channel-latin-america-1.m3u8,,,,,Golf Channel,United States,United States,https://epg.pw/media/images/channel/2024/03/13/large/20240313153240602039_65.png,Sports,,freetv-fun-all.txt
[BD]goodtv,https://t.freetv.fun/live/goodtv-2.m3u8,,,,,Good TV,Korea,Korea,https://epg.pw/media/images/channel/2022/12/24/large/20221224182510955186_74.jpeg,News,,freetv-fun-all.txt
[VGA]goodtv *$,https://t.freetv.fun/live/goodtv-1.m3u8,,,,,Good TV,Korea,Korea,https://epg.pw/media/images/channel/2022/12/24/large/20221224182510955186_74.jpeg,News,,freetv-fun-all.txt
[BD]goodtv (1080p) *$,https://t.freetv.fun/live/goodtv-1080p.m3u8,,,,,Good TV,Korea,Korea,https://epg.pw/media/images/channel/2022/12/24/large/20221224182510955186_74.jpeg,News,,freetv-fun-all.txt
[BD]gunaz tv,https://t.freetv.fun/live/gunaz-tv.m3u8,,,,,Gunma TV,Japan,Japan,https://epg.pw/media/images/channel/2021/12/12/large/20211212021050569119_37.png,News,,freetv-fun-all.txt
[BD]h1,https://t.freetv.fun/live/h1.m3u8,,,,,H1,Germany,Germany,https://epg.pw/media/images/channel/2022/05/06/large/20220506174636823772_47.png,Generic,,freetv-fun-all.txt
[BD]hbo 2,https://t.freetv.fun/live/hbo-2-1.m3u8,,,,,HBO 2 HD,United States,United States,https://epg.pw/media/images/channel/2016/06/18/large/20160618150034715461_79.jpg,Movies,,freetv-fun-all.txt
[BD]btv comedy,https://t.freetv.fun/live/btv-comedy.m3u8,,,,464953,HBO Comedy,United States,United States,https://epg.pw/media/images/channel/2023/08/16/large/20230816131830273878_85.png,Movies,,freetv-fun-all.txt
[BD]HBO Family,https://t.freetv.fun/live/hbo-family-ee.php,,,,,HBO Family(SG),Singapore,Singapore,https://epg.pw/media/images/channel/2024/08/13/large/20240813060736625616_98.png,Movies,,freetv-fun-all.txt
[BD]HBO,https://t.freetv.fun/live/hbo-b.m3u8,,,,,HBO HD,United States,United States,https://epg.pw/media/images/channel/2023/07/20/large/20230720205222245446_21.png,Movies,,freetv-fun-all.txt
[HD]hbo hits,https://t.freetv.fun/live/hbo-hits-ee.php,,,,,HBO HITS(TW),United States,United States,https://epg.pw/media/images/channel/2024/06/10/large/20240610185651451740_97.png,Movies,,freetv-fun-all.txt
[BD]hbo signature,https://t.freetv.fun/live/hbo-signature-ee.php,,,,,HBO Signature(USA),United States,United States,https://epg.pw/media/images/channel/2022/05/25/large/20220525000203252935_30.png,Movies,,freetv-fun-all.txt
[BD]hot zone,https://t.freetv.fun/live/hot-zone.m3u8,,,,,HBO Zone,United States,United States,https://epg.pw/media/images/channel/2024/04/11/large/20240411180058847905_35.png,Movies,,freetv-fun-all.txt
[BD]HBO Zone,https://t.freetv.fun/live/hbo-zone-b.m3u8,,,,,HBO Zone,United States,United States,https://epg.pw/media/images/channel/2024/04/11/large/20240411180058847905_35.png,Movies,,freetv-fun-all.txt
[HD]hbo,https://t.freetv.fun/live/hbo-ee.php,,,,,HBO(TW),United States,United States,https://epg.pw/media/images/channel/2024/06/10/large/20240610185422140004_63.png,Movies,,freetv-fun-all.txt
[BD]hsn,https://t.freetv.fun/live/hsn.m3u8,,,,,HSN,United States,United States,https://epg.pw/media/images/channel/2020/11/14/large/20201114212249621443_45.png,Generic,,freetv-fun-all.txt
[BD]hztv1,https://t.freetv.fun/live/hztv1.m3u8,,,,,HTV1,Vietnam,Vietnam,https://epg.pw/media/images/channel/2022/05/06/large/20220506164538428865_50.png,News,,freetv-fun-all.txt
[SD]umm tv,https://t.freetv.fun/live/umm-tv.m3u8,,,,,HUM TV,Pakistan,Pakistan,https://epg.pw/media/images/channel/2024/03/13/large/20240313152856537412_79.png,Generic,,freetv-fun-all.txt
[BD]Hallmark,https://t.freetv.fun/live/hallmark-b.m3u8,,,,,Hallmark Channel,United States,United States,https://epg.pw/media/images/channel/2024/03/26/large/20240326210433916848_24.png,Movies,,freetv-fun-all.txt
[HD]hallo movies,https://t.freetv.fun/live/hallo-movies.m3u8,,,,,Hallmark Movies,United States,United States,https://epg.pw/media/images/channel/2023/10/10/large/20231010183832198739_23.png,Movies,,freetv-fun-all.txt
[HD]hallmark movies more,https://t.freetv.fun/live/hallmark-movies-more.m3u8,,,,,Hallmark Movies & More,United States,United States,https://epg.pw/media/images/channel/2021/11/13/large/20211113232619185280_33.png,Movies,,freetv-fun-all.txt
[BD]life tv,https://t.freetv.fun/live/life-tv.m3u8,,,,,Hard Life TV,Russia,Russia,https://epg.pw/media/images/channel/2022/05/06/large/20220506174200364717_15.png,Entertainment,,freetv-fun-all.txt
[VGA]life tv,https://t.freetv.fun/live/life-tv-1.m3u8,,,,,Hard Life TV,Russia,Russia,https://epg.pw/media/images/channel/2022/05/06/large/20220506174200364717_15.png,Entertainment,,freetv-fun-all.txt
[HD]history 2,https://t.freetv.fun/live/history-2-1.m3u8,,,,,History 2 HD,United States,United States,https://epg.pw/media/images/channel/2024/10/15/large/20241015165651638130_86.jpg,Knowledge,,freetv-fun-all.txt
[BD]history,https://t.freetv.fun/live/history.m3u8,,,,,History(USA),United States,United States,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,Knowledge,,freetv-fun-all.txt
[BD]history hunters,https://t.freetv.fun/live/history-hunters.m3u8,,,,,History(USA),United States,United States,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,Knowledge,,freetv-fun-all.txt
[HD]history,https://t.freetv.fun/live/history-1.m3u8,,,,,History(USA),United States,United States,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,Knowledge,,freetv-fun-all.txt
[BD]history,https://t.freetv.fun/live/history-2.m3u8,,,,,History(USA),United States,United States,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,Knowledge,,freetv-fun-all.txt
[HD]history 1,https://t.freetv.fun/live/history-1-1.m3u8,,,,,History(USA),United States,United States,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,Knowledge,,freetv-fun-all.txt
[BD]history hit,https://t.freetv.fun/live/history-hit.m3u8,,,,,History(USA),United States,United States,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,Knowledge,,freetv-fun-all.txt
[BD]history,https://t.freetv.fun/live/history-3.m3u8,,,,,History(USA),United States,United States,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,Knowledge,,freetv-fun-all.txt
[BD]history,https://t.freetv.fun/live/history-4.m3u8,,,,,History(USA),United States,United States,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,Knowledge,,freetv-fun-all.txt
[VGA]viju history,https://t.freetv.fun/live/viju-history-3.m3u8,,,,,History(USA),United States,United States,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,Knowledge,,freetv-fun-all.txt
[HD]history,https://t.freetv.fun/live/history-6.m3u8,,,,,History(USA),United States,United States,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,Knowledge,,freetv-fun-all.txt
[BD]history *$,https://t.freetv.fun/live/history-5.m3u8,,,,,History(USA),United States,United States,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,Knowledge,,freetv-fun-all.txt
[BD]xite hits,https://t.freetv.fun/live/xite-hits.m3u8,,,,,Hits(TW),Singapore,Singapore,https://epg.pw/media/images/channel/2024/06/11/large/20240611010918611570_10.jpg,Movies,,freetv-fun-all.txt
[HD]hollywire,https://t.freetv.fun/live/hollywire-1.m3u8,,,,,Hollywire,United States,United States,https://epg.pw/media/images/channel/2022/03/18/large/20220318090416418842_22.png,Movies,,freetv-fun-all.txt
[SD]hollywire (720p),https://t.freetv.fun/live/hollywire-720p.m3u8,,,,,Hollywire,United States,United States,https://epg.pw/media/images/channel/2022/03/18/large/20220318090416418842_22.png,Movies,,freetv-fun-all.txt
[HD]horse and country,https://t.freetv.fun/live/horse-and-country-1.m3u8,,,,,Horse&Country,United Kingdom,United Kingdom,https://epg.pw/media/uploads/tmp_logo/2015/04/19/20150419153713628730_64.jpg,Sports,,freetv-fun-all.txt
[BD]nhtv,https://t.freetv.fun/live/nhtv-1.m3u8,,,,,Htv,Mongolia,Mongolia,https://epg.pw/media/uploads/tmp_logo/2017/02/10/20170210215455741600_89.png,Generic,,freetv-fun-all.txt
