频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件
[SD]trace urban *y,https://t.freetv.fun/live/trace-urban-y.m3u8,,,,,Trace Urban,France,France,https://epg.pw/media/images/channel/2017/03/05/large/20170305225651838974_57.png,Entertainment,,freetv-fun-all.txt
[SD]sport tv,https://t.freetv.fun/live/sport-tv.m3u8,,,,,Tv Luna Sport,Italy,Italy,https://epg.pw/media/images/channel/2021/11/13/large/20211113231309538895_44.png,Sports,,freetv-fun-all.txt
[BD]TVN Movies *tt,https://t.freetv.fun/live/tvn-movies-tt.m3u8,,,,2726,TvN Movies(MY),Korea,Korea,https://epg.pw/media/images/channel/2022/12/24/large/20221224134310212498_37.jpg,Movies,,freetv-fun-all.txt
[BD]ufc,https://t.freetv.fun/live/ufc.m3u8,,,,,UFC TV,United States,United States,https://epg.pw/media/images/channel/2022/05/27/large/20220527020637494753_10.png,Sports,,freetv-fun-all.txt
[BD]ufc,https://t.freetv.fun/live/ufc-1.m3u8,,,,,UFC TV,United States,United States,https://epg.pw/media/images/channel/2022/05/27/large/20220527020637494753_10.png,Sports,,freetv-fun-all.txt
[BD]universal monsters,https://t.freetv.fun/live/universal-monsters.m3u8,,,,,UNIVERSAL HD,United States,United States,https://epg.pw/media/,Movies,,freetv-fun-all.txt
[BD]universal action,https://t.freetv.fun/live/universal-action.m3u8,,,,,UNIVERSAL HD,United States,United States,https://epg.pw/media/,Movies,,freetv-fun-all.txt
[BD]universal crime,https://t.freetv.fun/live/universal-crime.m3u8,,,,,UNIVERSAL HD,United States,United States,https://epg.pw/media/,Movies,,freetv-fun-all.txt
[BD]universal crime,https://t.freetv.fun/live/universal-crime-1.m3u8,,,,,UNIVERSAL HD,United States,United States,https://epg.pw/media/,Movies,,freetv-fun-all.txt
[BD]universal action,https://t.freetv.fun/live/universal-action-1.m3u8,,,,,UNIVERSAL HD,United States,United States,https://epg.pw/media/,Movies,,freetv-fun-all.txt
[BD]universal action,https://t.freetv.fun/live/universal-action-2.m3u8,,,,,UNIVERSAL HD,United States,United States,https://epg.pw/media/,Movies,,freetv-fun-all.txt
[HD]univision,https://t.freetv.fun/live/univision.m3u8,,,,,UNIVISION,United States,United States,https://epg.pw/media/images/channel/2022/05/06/large/20220506175031386401_36.png,Entertainment,,freetv-fun-all.txt
[SD]dd urdu,https://t.freetv.fun/live/dd-urdu.m3u8,,,,,URDU 1,Pakistan,Pakistan,https://epg.pw/media/images/channel/2022/05/06/large/20220506174727738870_35.png,Entertainment,,freetv-fun-all.txt
[SD]dd urdu,https://t.freetv.fun/live/dd-urdu-1.m3u8,,,,,URDU 1,Pakistan,Pakistan,https://epg.pw/media/images/channel/2022/05/06/large/20220506174727738870_35.png,Entertainment,,freetv-fun-all.txt
[SD]dd urdu,https://t.freetv.fun/live/dd-urdu-2.m3u8,,,,,URDU 1,Pakistan,Pakistan,https://epg.pw/media/images/channel/2022/05/06/large/20220506174727738870_35.png,Entertainment,,freetv-fun-all.txt
[BD]usa network,https://t.freetv.fun/live/usa-network.m3u8,,,,,USA Network,United States,United States,https://epg.pw/media/images/channel/2022/05/27/large/20220527020311345024_21.png,Entertainment,,freetv-fun-all.txt
