频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件
SBS6 Classics (1080p) [Geo-blocked],https://sbs6classic.prd1.talpatvcdn.nl/v1/master/8ada1ed2ae3b9c3db6fc5e604cfa78fc7d2d745e/sbs6classic_ssai/fea54560ba684701a2143f33a9cf4489/index.m3u8,,,,SBS6Classics.nl@HD,,,,https://upload.wikimedia.org/wikipedia/commons/8/8d/SBS_6_logo_2013.png,Entertainment,,iptv-org-all.txt
SBS CJB (540p) [Not 24/7],http://1.222.207.80:1935/live/cjbtv/playlist.m3u8,,,,HLDRDTV.kr@SD,,,,https://i.imgur.com/zVunmpQ.png,General,,iptv-org-all.txt
SBS G1 (360p) [Not 24/7],http://61.82.49.4:1935/live/_definst_/tv.stream/playlist.m3u8,,,,HLCGDTV.kr@SD,,,,https://i.imgur.com/ABdmZMc.png,General,,iptv-org-all.txt
SBS JIBS (720p) [Not 24/7],http://123.140.197.22/stream/1/play.m3u8,,,,HLKJDTV.kr@SD,,,,https://i.imgur.com/iAz0Psw.png,General,,iptv-org-all.txt
SBS JTV (406p) [Not 24/7],http://61.85.197.53:1935/jtv_live/myStream/playlist.m3u8,,,,HLDQDTV.kr@SD,,,,https://i.imgur.com/byss0Ld.png,General,,iptv-org-all.txt
SBS KBC (1080p) [Not 24/7],https://vod.ikbc.co.kr/KBCTV/tv/playlist.m3u8,,,,HLDHDTV.kr@SD,,,,https://i.imgur.com/Srsw4Mi.png,General,,iptv-org-all.txt
SBS KNN (1080p) [Not 24/7],https://stream1.knn.co.kr/hls/9ly4534y7dm2xfa123r2_tv/index.m3u8,,,,HLDGDTV.kr@SD,,,,https://i.imgur.com/gaBq1Lz.png,General,,iptv-org-all.txt
SBS TBC (540p) [Geo-blocked] [Not 24/7],http://203.251.91.122:1935/on-air-Backup/tv/playlist.m3u8,,,,HLDEDTV.kr@SD,,,,https://i.imgur.com/jknoVmp.png,General,,iptv-org-all.txt
SBS UBC (540p) [Not 24/7],https://stream.ubc.co.kr/hls/ubctvstream/index.m3u8,,,,HLDPDTV.kr@SD,,,,https://i.imgur.com/BBCoqIf.png,General,,iptv-org-all.txt
SBT Cuiaba,https://video09.logicahost.com.br/sbtcuiaba/sbtcuiaba/playlist.m3u8,,,,SBTCuiaba.br@SD,,,,https://i.imgur.com/EZJWQ3i.png,General,,iptv-org-all.txt
SBT Interior (720p),https://cdn.jmvstream.com/w/LVW-10801/LVW10801_Xvg4R0u57n/playlist.m3u8,,,,SBTInterior.br@SD,,,,https://i.imgur.com/IkZfa4j.png,General,,iptv-org-all.txt
SBT Nova Mutum,https://video09.logicahost.com.br/sbtmutum/sbtmutum/playlist.m3u8,,,,SBTNovaMutum.br@SD,,,,https://upload.wikimedia.org/wikipedia/pt/d/d0/Logotipo_do_SBT_Nova_Mutum.png,Undefined,,iptv-org-all.txt
SBT Rondonopolis,https://video09.logicahost.com.br/sbtroo/sbtroo/playlist.m3u8,,,,SBTRondonopolis.br@SD,,,,https://upload.wikimedia.org/wikipedia/pt/d/d5/Logotipo_do_SBT_Rondon%C3%B3polis.png,Undefined,,iptv-org-all.txt
SBT Sinop,https://video09.logicahost.com.br/sbtsinop/sbtsinop/playlist.m3u8,,,,SBTSinop.br@SD,,,,https://upload.wikimedia.org/wikipedia/pt/8/8b/Logotipo_do_SBT_Sinop.png,Undefined,,iptv-org-all.txt
SBT TV,http://122.155.12.107:1935/live/sbt_tv_aac_300/playlist.m3u8,,,,SBTTV.th@SD,,,,https://i.imgur.com/rmNDylW.png,Undefined,,iptv-org-all.txt
SBTV (1080p) [Not 24/7],https://live.leveex.hr/hls/live.m3u8,,,,SBTV.hr@SD,,,,https://i.imgur.com/MIampxZ.png,General,,iptv-org-all.txt
