频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件
Pluto TV Cucina,https://jmp2.uk/plu-608aa718a8ec810007d87fee.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Pluto TV Cuisine,https://jmp2.uk/plu-5f8ed48146ba9e00078424b6.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Pluto TV Cult Films,https://jmp2.uk/plu-5c5c31f2f21b553c1f673fb0.m3u8,,,,PlutoTVCultFilms.us@UK,,,,https://i.imgur.com/xoaIAus.png,Movies,,iptv-org-all.txt
Pluto TV Cult Films,https://jmp2.uk/plu-5c665db3e6c01b72c4977bc2.m3u8,,,,PlutoTVCultFilms.us@US,,,,https://i.imgur.com/xoaIAus.png,Movies,,iptv-org-all.txt
Pluto TV Curiosidade,https://jmp2.uk/plu-6474aadc8e3c0a0008b98493.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Pluto TV Danske klassikere,https://jmp2.uk/plu-67d2b814fe36d6e7b1d2318a.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Pluto TV Darts,https://jmp2.uk/plu-67b481cc1a5ca760801c6c5e.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Pluto TV Dating (720p),https://jmp2.uk/plu-682318568e6c0f2f6c6e0038.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Pluto TV Deportes,https://jmp2.uk/plu-5dcde07af1c85b0009b18651.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Pluto TV Desenhos Clássicos,https://jmp2.uk/plu-655e5c4d2c46f3000877a54b.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Pluto TV Deutsche Comedy,https://jmp2.uk/plu-6672f49f61a39900089db68e.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Pluto TV Diseño,https://jmp2.uk/plu-64db2e0835425100080f2f5a.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Pluto TV Dive Italiane,https://jmp2.uk/plu-6875080e3484d607323641f8.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Pluto TV Documentales,https://jmp2.uk/plu-5ddc503ac7ef120009b101a2.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Pluto TV Documentari,https://jmp2.uk/plu-608aa8a5709d6b0007b132fe.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Pluto TV Dokumentar,https://jmp2.uk/plu-62b30b0060a9ca0007d628b4.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Pluto TV Dokumentär,https://jmp2.uk/plu-62b1e2498261390007f25c98.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Pluto TV Drama,https://jmp2.uk/plu-5ddf91149880d60009d35d27.m3u8,,,,PlutoTVDrama.us@UK,,,,https://i.imgur.com/PvhbHTZ.png,Movies,,iptv-org-all.txt
Pluto TV Drama,https://jmp2.uk/plu-5b4e92e4694c027be6ecece1.m3u8,,,,PlutoTVDrama.us@US,,,,https://i.imgur.com/PvhbHTZ.png,Movies,,iptv-org-all.txt
Pluto TV Drama Movies,https://jmp2.uk/plu-62bdb0bcd707b9000739d2e5.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Pluto TV Dramas Coreanos,https://jmp2.uk/plu-6185a9a88b2ce30007de5128.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Pluto TV Dramas Coreanos Teen,https://jmp2.uk/plu-6661d5424b10960008599fa3.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Pluto TV E-Sports,https://jmp2.uk/plu-5ff3934600d4c7000733ff49.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Pluto TV Emmanuelle Filme,https://jmp2.uk/plu-67ebc04855de98dc71428538.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
