频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件
NewTV超级电视剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225765/index.m3u8,,,,,,,,,NewTV,,zbefine.txt
北京-水长城01,https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8?contentid=2820180516001,,,,,,,,,景区,,zbefine.txt
北京-水长城02,https://gcalic.v.myalicdn.com/gc/wgw02_1/index.m3u8?contentid=2820180516001,,,,,,,,,景区,,zbefine.txt
北京-水长城03,https://gcalic.v.myalicdn.com/gc/wgw03_1/index.m3u8?contentid=2820180516001,,,,,,,,,景区,,zbefine.txt
北京-水长城04,https://gcalic.v.myalicdn.com/gc/wgw04_1/index.m3u8?contentid=2820180516001,,,,,,,,,景区,,zbefine.txt
安徽-黄山飞来石,https://gcalic.v.myalicdn.com/gc/hsptgy_1/index.m3u8?contentid=2820180516001,,,,,,,,,景区,,zbefine.txt
安徽-黄山光明顶,https://gcalic.v.myalicdn.com/gc/hsgmd_1/index.m3u8?contentid=2820180516001,,,,,,,,,景区,,zbefine.txt
安徽-黄山梦笔生花,https://gcalic.v.myalicdn.com/gc/hsmbsh_1/index.m3u8?contentid=2820180516001,,,,,,,,,景区,,zbefine.txt
广东-车八岭国家级自然保护区,http://gcbsc.v.live.baishancdnx.cn/gc/hsxkscj_1/index.m3u8,,,,,,,,,景区,,zbefine.txt
广东-广州塔与海心桥视角,http://gctxyc.liveplay.myqcloud.com/gc/ztb_1_md.m3u8,,,,,,,,,景区,,zbefine.txt
广东-梅州梅江,http://gcalic.v.myalicdn.com/gc/gllj01_1/index.m3u8,,,,,,,,,景区,,zbefine.txt
广东-汕头市小公园,http://gcksc.v.kcdnvip.com/gc/bsszjs_1/index.m3u8,,,,,,,,,景区,,zbefine.txt
