频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件
[VGA]东方卫视,https://t.freetv.fun/live/dong-fang-wei-shi-21.m3u8,,,,,東方衛視,China,China,https://epg.pw/media/images/channel/2023/06/05/large/20230605010227137581_33.jpg,Generic,,freetv-fun-all.txt
[VGA]东方卫视,https://t.freetv.fun/live/dong-fang-wei-shi-22.m3u8,,,,,東方衛視,China,China,https://epg.pw/media/images/channel/2023/06/05/large/20230605010227137581_33.jpg,Generic,,freetv-fun-all.txt
[VGA]东方卫视,https://t.freetv.fun/live/dong-fang-wei-shi-23.m3u8,,,,,東方衛視,China,China,https://epg.pw/media/images/channel/2023/06/05/large/20230605010227137581_33.jpg,Generic,,freetv-fun-all.txt
[VGA]东方卫视,https://t.freetv.fun/live/dong-fang-wei-shi-24.php,,,,,東方衛視,China,China,https://epg.pw/media/images/channel/2023/06/05/large/20230605010227137581_33.jpg,Generic,,freetv-fun-all.txt
[VGA]东方卫视,https://t.freetv.fun/live/dong-fang-wei-shi-25.m3u8,,,,,東方衛視,China,China,https://epg.pw/media/images/channel/2023/06/05/large/20230605010227137581_33.jpg,Generic,,freetv-fun-all.txt
[VGA]东方卫视,https://t.freetv.fun/live/dong-fang-wei-shi-26.m3u8,,,,,東方衛視,China,China,https://epg.pw/media/images/channel/2023/06/05/large/20230605010227137581_33.jpg,Generic,,freetv-fun-all.txt
[VGA]东方卫视,https://t.freetv.fun/live/dong-fang-wei-shi-27.php,,,,,東方衛視,China,China,https://epg.pw/media/images/channel/2023/06/05/large/20230605010227137581_33.jpg,Generic,,freetv-fun-all.txt
[VGA]东方卫视,https://t.freetv.fun/live/dong-fang-wei-shi-28.m3u8,,,,,東方衛視,China,China,https://epg.pw/media/images/channel/2023/06/05/large/20230605010227137581_33.jpg,Generic,,freetv-fun-all.txt
[VGA]广东南方卫视,https://t.freetv.fun/live/yan-dong-nan-fang-wei-shi.php,,,,,東方衛視,China,China,https://epg.pw/media/images/channel/2023/06/05/large/20230605010227137581_33.jpg,Generic,,freetv-fun-all.txt
[VGA]东方卫视,https://t.freetv.fun/live/dong-fang-wei-shi-29.m3u8,,,,,東方衛視,China,China,https://epg.pw/media/images/channel/2023/06/05/large/20230605010227137581_33.jpg,Generic,,freetv-fun-all.txt
[VGA]东方卫视,https://t.freetv.fun/live/dong-fang-wei-shi-30.flv,,,,,東方衛視,China,China,https://epg.pw/media/images/channel/2023/06/05/large/20230605010227137581_33.jpg,Generic,,freetv-fun-all.txt
[VGA]东方卫视,https://t.freetv.fun/live/dong-fang-wei-shi-31.m3u8,,,,,東方衛視,China,China,https://epg.pw/media/images/channel/2023/06/05/large/20230605010227137581_33.jpg,Generic,,freetv-fun-all.txt
[VGA]东方卫视,https://t.freetv.fun/live/dong-fang-wei-shi-32.m3u8,,,,,東方衛視,China,China,https://epg.pw/media/images/channel/2023/06/05/large/20230605010227137581_33.jpg,Generic,,freetv-fun-all.txt
[VGA]东方卫视,https://t.freetv.fun/live/dong-fang-wei-shi-33.m3u8,,,,,東方衛視,China,China,https://epg.pw/media/images/channel/2023/06/05/large/20230605010227137581_33.jpg,Generic,,freetv-fun-all.txt
[VGA]东方卫视,https://t.freetv.fun/live/dong-fang-wei-shi-34.m3u8,,,,,東方衛視,China,China,https://epg.pw/media/images/channel/2023/06/05/large/20230605010227137581_33.jpg,Generic,,freetv-fun-all.txt
[VGA]东方卫视,https://t.freetv.fun/live/dong-fang-wei-shi-35.php,,,,,東方衛視,China,China,https://epg.pw/media/images/channel/2023/06/05/large/20230605010227137581_33.jpg,Generic,,freetv-fun-all.txt
[VGA]东方卫视x,https://t.freetv.fun/live/dong-fang-wei-shi-x.php,,,,,東方衛視,China,China,https://epg.pw/media/images/channel/2023/06/05/large/20230605010227137581_33.jpg,Generic,,freetv-fun-all.txt
[VGA]东方卫视 8m1080,https://t.freetv.fun/live/dong-fang-wei-shi-8m1080.m3u8,,,,,東方衛視,China,China,https://epg.pw/media/images/channel/2023/06/05/large/20230605010227137581_33.jpg,Generic,,freetv-fun-all.txt
[VGA]东方卫视 4m1080,https://t.freetv.fun/live/dong-fang-wei-shi-4m1080.m3u8,,,,,東方衛視,China,China,https://epg.pw/media/images/channel/2023/06/05/large/20230605010227137581_33.jpg,Generic,,freetv-fun-all.txt
[VGA]东方卫视 8m1080,https://t.freetv.fun/live/dong-fang-wei-shi-8m1080-1.m3u8,,,,,東方衛視,China,China,https://epg.pw/media/images/channel/2023/06/05/large/20230605010227137581_33.jpg,Generic,,freetv-fun-all.txt
[VGA]东方卫视 8m1080,https://t.freetv.fun/live/dong-fang-wei-shi-8m1080-2.m3u8,,,,,東方衛視,China,China,https://epg.pw/media/images/channel/2023/06/05/large/20230605010227137581_33.jpg,Generic,,freetv-fun-all.txt
[VGA]东方卫视 4m1080,https://t.freetv.fun/live/dong-fang-wei-shi-4m1080-1.m3u8,,,,,東方衛視,China,China,https://epg.pw/media/images/channel/2023/06/05/large/20230605010227137581_33.jpg,Generic,,freetv-fun-all.txt
