频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间
[BD]浙江经济,https://stream1.freetv.fun/zhe-jiang-jing-ji-1.m3u8,,浙江經濟生活,China,Chinese,https://epg.pw/media/images/channel/2022/05/30/large/20220530220929501840_43.jpg,Generic,,freetv-fun-all.txt,375,403,无视频流,,,,无音频,1.155
[BD]澳視澳門,https://stream1.freetv.fun/ao-shi-ao-men-1.m3u8,,澳視澳門,Macao,Cantonese,https://epg.pw/media/images/channel/2016/07/19/large/20160719142956282911_66.png,Generic,,freetv-fun-all.txt,22,403,无视频流,,,,无音频,1.223
[BD]澳视澳门,https://stream1.freetv.fun/ao-shi-ao-men-7.m3u8,,澳視澳門,Macao,Cantonese,https://epg.pw/media/images/channel/2016/07/19/large/20160719142956282911_66.png,Generic,,freetv-fun-all.txt,19,403,无视频流,,,,无音频,1.274
[BD]湖南卫视,https://stream1.freetv.fun/hu-nan-wei-shi-54.ctv,378844,湖南衛視,China,Chinese,https://epg.pw/media/images/channel/2024/03/11/large/20240311111749846409_90.png,Generic,,freetv-fun-all.txt,363,403,无视频流,,,,无音频,1.276
[BD]巩义新闻综合,https://stream1.freetv.fun/gong-yi-xin-wen-zong-he-4.m3u8,,義烏新聞綜合,China,Chinese,https://epg.pw/media/images/channel/2022/11/02/large/20221102232436419268_89.jpg,News,,freetv-fun-all.txt,13,403,无视频流,,,,无音频,1.225
[HD]电影,https://stream1.freetv.fun/dian-ying-69.m3u8,,電影頻道,China,Chinese,https://epg.pw/media/,Test,,freetv-fun-all.txt,25,403,无视频流,,,,无音频,1.283
[BD]电影,https://stream1.freetv.fun/dian-ying-88.m3u8,,電影頻道,China,Chinese,https://epg.pw/media/,Test,,freetv-fun-all.txt,19,403,无视频流,,,,无音频,1.313
[BD]澳視葡文,https://stream1.freetv.fun/ao-shi-pu-wen-1.m3u8,,澳視葡文,Macao,Portuguese,https://epg.pw/media/images/channel/2022/05/19/large/20220519235326309197_26.jpg,Entertainment,,freetv-fun-all.txt,13,403,无视频流,,,,无音频,1.325
[HD]云南都市,https://stream1.freetv.fun/yun-nan-du-shi-3.ctv,,雲南都市,China,Chinese,https://epg.pw/media/images/channel/2021/10/12/large/20211012202751642735_81.png,News,,freetv-fun-all.txt,353,403,无视频流,,,,无音频,1.338
[BD]西宁生活服务,https://stream1.freetv.fun/xi-zhu-sheng-huo-fu-wu-1.ctv,,西寧生活服務,China,Chinese,https://epg.pw/media/images/channel/2022/06/01/large/20220601000411322100_52.jpg,Other,,freetv-fun-all.txt,352,403,无视频流,,,,无音频,1.349
[BD]潮州综合高清,https://stream1.freetv.fun/chao-zhou-zong-he-gao-qing-10.ctv,,潮州綜合,China,Chinese,https://epg.pw/media/images/channel/2023/10/07/large/20231007174220816419_38.jpg,Generic,,freetv-fun-all.txt,374,403,无视频流,,,,无音频,1.343
[BD]经济科教高清,https://stream1.freetv.fun/jing-ji-ke-jiao-gao-qing-3.ctv,,溫州經濟科教,China,Chinese,https://epg.pw/media/images/channel/2022/11/01/large/20221101015212417692_86.jpg,Other,,freetv-fun-all.txt,353,403,无视频流,,,,无音频,1.326
[BD]镇江新闻综合,https://stream1.freetv.fun/zhen-jiang-xin-wen-zong-he-2.m3u8,,鎮江新聞綜合,China,Chinese,https://epg.pw/media/images/channel/2022/11/01/large/20221101022911570371_38.jpg,News,,freetv-fun-all.txt,18,403,无视频流,,,,无音频,1.273
[BD]浙江钱江,https://stream1.freetv.fun/zhe-jiang-qian-jiang-1.m3u8,,浙江錢江都市,China,Chinese,https://epg.pw/media/images/channel/2023/07/19/large/20230719123520355179_33.jpg,Generic,,freetv-fun-all.txt,9,403,无视频流,,,,无音频,1.401
[HD]湖州新闻综合,https://stream1.freetv.fun/hu-zhou-xin-wen-zong-he-2.m3u8,,湖州新聞綜合,China,Chinese,https://epg.pw/media/img/logo/3_109.jpg,News,,freetv-fun-all.txt,17,403,无视频流,,,,无音频,1.389
[BD]经济科教高清[geo-blocked],https://stream1.freetv.fun/jing-ji-ke-jiao-gao-qing-9.ctv,,溫州經濟科教,China,Chinese,https://epg.pw/media/images/channel/2022/11/01/large/20221101015212417692_86.jpg,Other,,freetv-fun-all.txt,370,403,无视频流,,,,无音频,1.394
[HD]浙江新闻[geo-blocked],https://stream1.freetv.fun/zhe-jiang-xin-wen-9.m3u8,,浙江新聞,China,Chinese,https://epg.pw/media/images/channel/2021/10/15/large/20211015190924231335_69.png,News,,freetv-fun-all.txt,20,403,无视频流,,,,无音频,1.385
[BD]湖南卫视,https://stream1.freetv.fun/hu-nan-wei-shi-38.m3u8,378844,湖南衛視,China,Chinese,https://epg.pw/media/images/channel/2024/03/11/large/20240311111749846409_90.png,Generic,,freetv-fun-all.txt,351,403,无视频流,,,,无音频,1.397
[BD]经济科教高清,https://stream1.freetv.fun/jing-ji-ke-jiao-gao-qing-7.ctv,,溫州經濟科教,China,Chinese,https://epg.pw/media/images/channel/2022/11/01/large/20221101015212417692_86.jpg,Other,,freetv-fun-all.txt,10,403,无视频流,,,,无音频,1.376
[BD]潮州综合高清[geo-blocked],https://stream1.freetv.fun/chao-zhou-zong-he-gao-qing-2.ctv,,潮州綜合,China,Chinese,https://epg.pw/media/images/channel/2023/10/07/large/20231007174220816419_38.jpg,Generic,,freetv-fun-all.txt,353,403,无视频流,,,,无音频,1.409
[BD]韓國娛樂,https://stream1.freetv.fun/han-guo-yu-le-2.m3u8,,韓國娛樂臺,Korea,Korean,https://epg.pw/media/images/channel/2018/07/28/large/20180728224232081806_43.png,Entertainment,,freetv-fun-all.txt,18,403,无视频流,,,,无音频,1.409
[BD]云南卫视,https://stream1.freetv.fun/yun-nan-wei-shi-19.ctv,13899,雲南衛視,China,Chinese,https://epg.pw/media/images/channel/2022/05/31/large/20220531145024469645_82.jpg,Other,,freetv-fun-all.txt,354,403,无视频流,,,,无音频,1.387
[BD]深圳都市,https://stream1.freetv.fun/shen-zhen-du-shi-13.ctv,,深圳都市,China,Chinese,https://epg.pw/media/images/channel/2022/05/19/large/20220519234446820820_32.jpg,Generic,,freetv-fun-all.txt,20,403,无视频流,,,,无音频,1.358
[HD]湖州新闻综合,https://stream1.freetv.fun/hu-zhou-xin-wen-zong-he-1.m3u8,,湖州新聞綜合,China,Chinese,https://epg.pw/media/img/logo/3_109.jpg,News,,freetv-fun-all.txt,25,403,无视频流,,,,无音频,1.411
[VGA]金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-16.m3u8,,金鷹紀實,China,Chinese,https://epg.pw/media/images/channel/2023/06/05/large/20230605010658568388_25.jpg,Knowledge,,freetv-fun-all.txt,375,403,无视频流,,,,无音频,1.273
[BD]陕西卫视,https://stream1.freetv.fun/shan-xi-wei-shi-17.ctv,13896,陝西衛視,China,Chinese,https://epg.pw/media/images/channel/2022/05/31/large/20220531150903888489_91.jpg,Generic,,freetv-fun-all.txt,14,403,无视频流,,,,无音频,1.389
[BD]海峡卫视,https://stream1.freetv.fun/hai-xia-wei-shi-6.m3u8,,海峽衛視,China,Chinese,https://epg.pw/media/images/channel/2025/01/28/large/20250128060839855238_81.jpg,Generic,,freetv-fun-all.txt,364,403,无视频流,,,,无音频,1.433
[HD]凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-10.m3u8,368338,鳳凰衛視中文,Hong Kong,Chinese,https://epg.pw/media/images/channel/2025/01/28/large/20250128061049622730_55.png,Generic,,freetv-fun-all.txt,354,403,无视频流,,,,无音频,1.366
[BD]云南卫视[geo-blocked],https://stream1.freetv.fun/yun-nan-wei-shi-31.m3u8,13899,雲南衛視,China,Chinese,https://epg.pw/media/images/channel/2022/05/31/large/20220531145024469645_82.jpg,Other,,freetv-fun-all.txt,356,403,无视频流,,,,无音频,1.347
[BD]青海卫视[geo-blocked],https://stream1.freetv.fun/qing-hai-wei-shi-83.m3u8,,青海衛視,China,Chinese,https://epg.pw/media/images/channel/2022/05/31/large/20220531153842547224_70.jpg,Generic,,freetv-fun-all.txt,22,403,无视频流,,,,无音频,0.844
[HD]韩国电影2,https://stream1.freetv.fun/han-guo-dian-ying-2-1.m3u8,,韓國電影,Korea,Korean,https://epg.pw/media/,Test,,freetv-fun-all.txt,9,403,无视频流,,,,无音频,0.915
[BD]ช่อง 澳視體育,https://stream1.freetv.fun/ch-ng-ao-shi-ti-yu-1.m3u8,,澳視體育,Macao,Cantonese,https://epg.pw/media/images/channel/2016/07/19/large/20160719143523253830_24.png,Sports,,freetv-fun-all.txt,356,403,无视频流,,,,无音频,0.916
[SD]陕西卫视,https://stream1.freetv.fun/shan-xi-wei-shi-136.m3u8,13896,陝西衛視,China,Chinese,https://epg.pw/media/images/channel/2022/05/31/large/20220531150903888489_91.jpg,Generic,,freetv-fun-all.txt,18,403,无视频流,,,,无音频,0.941
[BD]上海第一财经,https://stream1.freetv.fun/shang-hai-di-yi-cai-jing-3.m3u8,,第一財經,China,Chinese,https://epg.pw/media/images/channel/2024/07/28/large/20240728160727801389_11.png,News,,freetv-fun-all.txt,18,403,无视频流,,,,无音频,0.962
[BD]金华新闻综合,https://stream1.freetv.fun/jin-hua-xin-wen-zong-he-1.m3u8,,金華新聞綜合,China,Chinese,https://epg.pw/media/img/logo/3_99.jpg,News,,freetv-fun-all.txt,366,403,无视频流,,,,无音频,0.988
[BD]深圳卫视,https://stream1.freetv.fun/shen-zhen-wei-shi-43.ctv,378851,深圳衛視,China,Chinese,https://epg.pw/media/images/channel/2024/03/11/large/20240311112310613998_63.png,Generic,,freetv-fun-all.txt,19,403,无视频流,,,,无音频,0.987
[BD]湖北卫视[geo-blocked],https://stream1.freetv.fun/hu-bei-wei-shi-46.ctv,13889,湖北衛視,China,Chinese,https://epg.pw/media/images/channel/2017/01/08/large/20170108220858481970_23.jpg,Generic,,freetv-fun-all.txt,13,403,无视频流,,,,无音频,1.052
[HD]湖州新闻综合,https://stream1.freetv.fun/hu-zhou-xin-wen-zong-he-3.m3u8,,湖州新聞綜合,China,Chinese,https://epg.pw/media/img/logo/3_109.jpg,News,,freetv-fun-all.txt,23,403,无视频流,,,,无音频,1.054
[BD]重庆卫视[geo-blocked],https://stream1.freetv.fun/zhong-qing-wei-shi-12.m3u8,378857,重慶衛視,China,Chinese,https://epg.pw/media/images/channel/2024/03/11/large/20240311111314058451_54.png,Generic,,freetv-fun-all.txt,353,403,无视频流,,,,无音频,1.083
[VGA]浙江民生,https://stream1.freetv.fun/zhe-jiang-min-sheng-4.m3u8,,浙江民生休閒,China,Chinese,https://epg.pw/media/images/channel/2022/05/30/large/20220530221028154749_27.jpg,Generic,,freetv-fun-all.txt,354,403,无视频流,,,,无音频,0.993
[BD]西藏卫视[geo-blocked],https://stream1.freetv.fun/xi-cang-wei-shi-45.m3u8,378877,西藏衛視,China,Chinese,https://epg.pw/media/images/channel/2022/05/31/large/20220531231110733151_44.jpg,Generic,,freetv-fun-all.txt,352,403,无视频流,,,,无音频,1.085
[BD]西安新闻综合,https://stream1.freetv.fun/xi-an-xin-wen-zong-he-1.m3u8,,西安新聞綜合,China,Chinese,https://epg.pw/media/images/channel/2022/06/11/large/20220611224649720469_86.jpg,News,,freetv-fun-all.txt,9,403,无视频流,,,,无音频,1.112
[BD]清河新闻综合,https://stream1.freetv.fun/qing-he-xin-wen-zong-he-2.m3u8,,清遠新聞綜合,China,Chinese,https://epg.pw/media/images/channel/2022/10/31/large/20221031235633223834_13.jpg,News,,freetv-fun-all.txt,22,403,无视频流,,,,无音频,1.082
[BD]浙江卫视,https://stream1.freetv.fun/zhe-jiang-wei-shi-44.ctv,378845,浙江衛視,China,Chinese,https://epg.pw/media/images/channel/2024/03/11/large/20240311112431672505_47.png,Generic,,freetv-fun-all.txt,18,403,无视频流,,,,无音频,1.143
[SD]长春综合,https://stream1.freetv.fun/chang-chun-zong-he-3.m3u8,,長春綜合,China,Chinese,https://epg.pw/media/images/channel/2022/08/12/large/20220812220117628376_52.jpg,Generic,,freetv-fun-all.txt,17,403,无视频流,,,,无音频,1.111
[BD]ช่อง 澳視體育,https://stream1.freetv.fun/ch-ng-ao-shi-ti-yu-2.m3u8,,澳視體育,Macao,Cantonese,https://epg.pw/media/images/channel/2016/07/19/large/20160719143523253830_24.png,Sports,,freetv-fun-all.txt,352,403,无视频流,,,,无音频,1.077
