频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间
过往1908 8721095,https://live.ottiptv.cc/douyu/8721095,,,,,,,,,,1920x1080,tvbwipv_4.txt,1479,200,成功,h264,1920x1080,30.0,有音频,2.050
cs go,https://live.ottiptv.cc/douyu/601514,,,,,,,,,,1920x1080,tvbwipv_4.txt,1646,200,成功,h264,1920x1080,30.0,有音频,2.175
周星星,https://live.ottiptv.cc/huya/11342412,,,,,,,,,,1920x1080,tvbwipv_4.txt,1764,200,成功,h264,1920x1080,60.0,有音频,2.211
万事通熊猫7812810,https://live.ottiptv.cc/douyu/7812810,,,,,,,,,,1920x1080,tvbwipv_4.txt,1324,200,成功,h264,1920x1080,30.0,有音频,2.243
CF穿越火线,https://live.ottiptv.cc/douyu/5388537,,,,,,,,,,1920x1080,tvbwipv_4.txt,1396,200,成功,h264,1920x1080,30.0,有音频,1.211
师落6911044,https://live.ottiptv.cc/douyu/6911044,,,,,,,,,,1280x720,tvbwipv_4.txt,2512,200,成功,h264,1280x720,30.0,有音频,2.688
绝地求生,https://live.ottiptv.cc/douyu/100,,,,,,,,,,1920x1080,tvbwipv_4.txt,2303,200,成功,h264,1920x1080,60.0,有音频,2.967
当铁手团遇到光复社5875025,https://live.ottiptv.cc/douyu/5875025,,,,,,,,,,1280x720,tvbwipv_4.txt,2918,200,成功,h264,1280x720,30.0,有音频,3.017
懒猫是只喵260322,https://live.ottiptv.cc/douyu/260322,,,,,,,,,,1280x720,tvbwipv_4.txt,2662,200,成功,h264,1280x720,30.0,有音频,3.095
我砸晕了牛顿奥1218414,https://live.ottiptv.cc/douyu/1218414,,,,,,,,,,1280x720,tvbwipv_4.txt,2668,200,成功,h264,1280x720,25.0,有音频,3.141
晓晓666666 426517,https://live.ottiptv.cc/douyu/426517,,,,,,,,,,1280x720,tvbwipv_4.txt,2664,200,成功,h264,1280x720,30.0,有音频,3.204
当幽兰剑遇上链子刀6027991,https://live.ottiptv.cc/douyu/6027991,,,,,,,,,,1280x720,tvbwipv_4.txt,2651,200,成功,h264,1280x720,25.0,有音频,3.175
米尼影院7642724,https://live.ottiptv.cc/douyu/7642724,,,,,,,,,,960x540,tvbwipv_4.txt,2654,200,成功,h264,960x540,30.0,有音频,3.218
网神影厅508118,https://live.ottiptv.cc/douyu/508118,,,,,,,,,,1280x720,tvbwipv_4.txt,2284,200,成功,h264,1280x720,30.0,有音频,3.241
聚聚聚一个月4105989,https://live.ottiptv.cc/douyu/4105989,,,,,,,,,,1280x720,tvbwipv_4.txt,2939,200,成功,h264,1280x720,30.0,有音频,3.334
苹果Zei甜1174353,https://live.ottiptv.cc/douyu/1174353,,,,,,,,,,1280x720,tvbwipv_4.txt,2648,200,成功,h264,1280x720,25.0,有音频,3.390
跑跑卡丁车手游,https://live.ottiptv.cc/douyu/6672862,,,,,,,,,,1920x1080,tvbwipv_4.txt,3047,200,成功,h264,1920x1080,62.5,有音频,2.660
一把钢刀镇斗虞7356023,https://live.ottiptv.cc/douyu/7356023,,,,,,,,,,1920x1080,tvbwipv_4.txt,2667,200,成功,h264,1920x1080,30.0,有音频,3.562
蕃薯粥粥煮好了11878141,https://live.ottiptv.cc/douyu/11878141,,,,,,,,,,1920x1080,tvbwipv_4.txt,2992,200,成功,h264,1920x1080,60.0,有音频,3.646
Only丶邵氏4246519,https://live.ottiptv.cc/douyu/4246519,,,,,,,,,,1280x720,tvbwipv_4.txt,1982,200,成功,h264,1280x720,30.303030303030305,有音频,1.649
永远快乐的小美女6091425,https://live.ottiptv.cc/douyu/6091425,,,,,,,,,,1280x720,tvbwipv_4.txt,2944,200,成功,h264,1280x720,25.0,有音频,2.895
奇光主播e11849873,https://live.ottiptv.cc/douyu/11849873,,,,,,,,,,1280x720,tvbwipv_4.txt,2672,200,成功,h264,1280x720,30.0,有音频,2.950
云顶之弈,https://live.ottiptv.cc/douyu/522423,,,,,,,,,,1920x1080,tvbwipv_4.txt,2608,200,成功,h264,1920x1080,60.0,有音频,3.771
小毅主播q6906628,https://live.ottiptv.cc/douyu/6906628,,,,,,,,,,1280x720,tvbwipv_4.txt,2661,200,成功,h264,1280x720,30.0,有音频,3.782
豆腐芭比6478650,https://live.ottiptv.cc/douyu/6478650,,,,,,,,,,1920x1080,tvbwipv_4.txt,2994,200,成功,h264,1920x1080,30.0,有音频,3.791
奇光主播q12560807,https://live.ottiptv.cc/douyu/12560807,,,,,,,,,,1280x720,tvbwipv_4.txt,2650,200,成功,h264,1280x720,30.0,有音频,3.790
奇光主播8009547,https://live.ottiptv.cc/douyu/8009547,,,,,,,,,,1280x720,tvbwipv_4.txt,2661,200,成功,h264,1280x720,30.0,有音频,3.116
跑跑卡丁车,https://live.ottiptv.cc/douyu/7722576,,,,,,,,,,1920x1080,tvbwipv_4.txt,2998,200,成功,h264,1920x1080,62.5,有音频,3.958
王者荣耀,https://live.ottiptv.cc/douyu/1863767,,,,,,,,,,1920x1080,tvbwipv_4.txt,2551,200,成功,h264,1920x1080,63.0,有音频,3.322
和平精英,https://live.ottiptv.cc/douyu/999,,,,,,,,,,1920x1080,tvbwipv_4.txt,2940,200,成功,h264,1920x1080,62.5,有音频,4.188
牛叔说电影2758565,https://live.ottiptv.cc/douyu/2758565,,,,,,,,,,1280x720,tvbwipv_4.txt,2673,200,成功,h264,1280x720,23.25,有音频,2.037
mn静静nm5668371,https://live.ottiptv.cc/douyu/5668371,,,,,,,,,,1920x1080,tvbwipv_4.txt,1443,200,成功,h264,1920x1080,30.0,有音频,1.594
萌小鬼3928,https://live.ottiptv.cc/douyu/3928,,,,,,,,,,1920x1080,tvbwipv_4.txt,2607,200,成功,h264,1920x1080,30.0,有音频,2.538
