频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间
CF穿越火线,https://live.ottiptv.cc/douyu/5388537,,,,,,,,,,1920x1080,tvbwipv_4.txt,1052,200,成功,h264,1920x1080,30.0,有音频,1.961
奇光主播8009547,https://live.ottiptv.cc/douyu/8009547,,,,,,,,,,1920x1080,tvbwipv_4.txt,1396,200,成功,h264,1920x1080,30.0,有音频,1.989
7喜先生,https://live.ottiptv.cc/huya/11342421,,,,,,,,,,1152x640,tvbwipv_4.txt,2092,200,成功,h264,1152x640,60.0,有音频,2.463
懒猫是只喵260322,https://live.ottiptv.cc/douyu/260322,,,,,,,,,,1280x720,tvbwipv_4.txt,2384,200,成功,h264,1280x720,30.0,有音频,2.657
聚聚聚一个月4105989,https://live.ottiptv.cc/douyu/4105989,,,,,,,,,,1280x720,tvbwipv_4.txt,2350,200,成功,h264,1280x720,30.0,有音频,2.808
我砸晕了牛顿奥1218414,https://live.ottiptv.cc/douyu/1218414,,,,,,,,,,1280x720,tvbwipv_4.txt,2350,200,成功,h264,1280x720,25.0,有音频,2.833
过往1908 8721095,https://live.ottiptv.cc/douyu/8721095,,,,,,,,,,1280x720,tvbwipv_4.txt,2336,200,成功,h264,1280x720,25.0,有音频,2.805
粤语电影丶1226741,https://live.ottiptv.cc/douyu/1226741,,,,,,,,,,1280x720,tvbwipv_4.txt,2367,200,成功,h264,1280x720,30.0,有音频,2.853
单纯的顺才少爷10084875,https://live.ottiptv.cc/douyu/10084875,,,,,,,,,,1280x720,tvbwipv_4.txt,2177,200,成功,h264,1280x720,30.0,有音频,2.873
一把钢刀镇斗虞7356023,https://live.ottiptv.cc/douyu/7356023,,,,,,,,,,1920x1080,tvbwipv_4.txt,2331,200,成功,h264,1920x1080,30.0,有音频,2.881
牛叔说电影2758565,https://live.ottiptv.cc/douyu/2758565,,,,,,,,,,1920x1080,tvbwipv_4.txt,2397,200,成功,h264,1920x1080,24.416666666666668,有音频,2.909
当幽兰剑遇上链子刀6027991,https://live.ottiptv.cc/douyu/6027991,,,,,,,,,,1280x720,tvbwipv_4.txt,2145,200,成功,h264,1280x720,25.0,有音频,2.888
伊太刀刀747764,https://live.ottiptv.cc/douyu/747764,,,,,,,,,,1920x1080,tvbwipv_4.txt,2142,200,成功,h264,1920x1080,30.0,有音频,2.992
贾贵队长真男神299854,https://live.ottiptv.cc/douyu/299854,,,,,,,,,,1440x900,tvbwipv_4.txt,2167,200,成功,h264,1440x900,30.0,有音频,3.005
萌小鬼3928,https://live.ottiptv.cc/douyu/3928,,,,,,,,,,1920x1080,tvbwipv_4.txt,2425,200,成功,h264,1920x1080,30.0,有音频,3.036
绝地求生,https://live.ottiptv.cc/douyu/100,,,,,,,,,,1920x1080,tvbwipv_4.txt,2091,200,成功,h264,1920x1080,60.0,有音频,3.200
奇光主播e11849873,https://live.ottiptv.cc/douyu/11849873,,,,,,,,,,1280x720,tvbwipv_4.txt,2380,200,成功,h264,1280x720,30.0,有音频,3.279
王者荣耀,https://live.ottiptv.cc/douyu/1863767,,,,,,,,,,1920x1080,tvbwipv_4.txt,2418,200,成功,h264,1920x1080,60.0,有音频,3.349
cs go,https://live.ottiptv.cc/douyu/601514,,,,,,,,,,1920x1080,tvbwipv_4.txt,2464,200,成功,h264,1920x1080,60.0,有音频,3.433
蕃薯粥粥煮好了11878141,https://live.ottiptv.cc/douyu/11878141,,,,,,,,,,1920x1080,tvbwipv_4.txt,2593,200,成功,h264,1920x1080,60.0,有音频,3.540
小毅主播e11851549,https://live.ottiptv.cc/douyu/11851549,,,,,,,,,,1280x720,tvbwipv_4.txt,2428,200,成功,h264,1280x720,30.0,有音频,3.518
跑跑卡丁车,https://live.ottiptv.cc/douyu/7722576,,,,,,,,,,1920x1080,tvbwipv_4.txt,2643,200,成功,h264,1920x1080,62.5,有音频,3.977
和平精英,https://live.ottiptv.cc/douyu/999,,,,,,,,,,1920x1080,tvbwipv_4.txt,2636,200,成功,h264,1920x1080,62.5,有音频,4.339
奇光主播q12560807,https://live.ottiptv.cc/douyu/12560807,,,,,,,,,,1280x720,tvbwipv_4.txt,2437,200,成功,h264,1280x720,30.0,有音频,2.464
云顶之弈,https://live.ottiptv.cc/douyu/522423,,,,,,,,,,1920x1080,tvbwipv_4.txt,2838,200,成功,h264,1920x1080,60.0,有音频,2.669
