频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间
辽源新闻综合,http://stream2.jlntv.cn/liaoyuan1/sd/live.m3u8,,,,,,,,,吉林,1280x720,zbefine.txt,373,200,成功,h264,1280x720,25.0,有音频,3.344
凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8,,,,,,,,,四川,720x404,zbefine.txt,819,403,成功,h264,720x404,25.0,有音频,3.347
拉萨汉语综合,http://file.lasatv.cn/cms/videos/nmip-media/channellive/channel1/playlist.m3u8,,,,,,,,,西藏,720x576,zbefine.txt,1186,200,成功,h264,720x576,25.0,有音频,2.243
Poison丶冰冰74374,https://live.ottiptv.cc/douyu/74374,,,,,,,,,,1280x720,tvbwipv_4.txt,2984,502,成功,h264,1280x720,60.0,有音频,4.388
凉山彝语频道,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8,,,,,,,,,四川,720x404,zbefine.txt,564,403,成功,h264,720x404,25.0,有音频,3.411
松原新闻综合,http://stream2.jlntv.cn/sytv/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,313,200,成功,h264,720x576,25.0,有音频,4.304
CCTV5,http://m.061899.xyz/mg/cctv5,,,,,,,,,,854x480,tvbwipv_4.txt,934,403,成功,h264,854x480,25.0,有音频,3.225
CCTV13,http://m.061899.xyz/mg/cctv13,,,,,,,,,,1280x720,tvbwipv_4.txt,38,403,成功,h264,1280x720,25.0,有音频,7.304
baby丶贝贝431460,https://live.ottiptv.cc/douyu/431460,,,,,,,,,,1920x1080,tvbwipv_4.txt,5837,502,成功,h264,1920x1080,30.303030303030305,有音频,3.956
句容影视频道,http://jrlive.jrntv.com/live/_definst_/yingshis/playlist.m3u8,,,,,,,,,江苏,720x576,zbefine.txt,737,200,成功,h264,720x576,25.0,有音频,9.741
白城新闻综合,http://stream2.jlntv.cn/baicheng1/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,325,200,成功,h264,720x576,25.0,有音频,3.172
松原公共频道,http://stream8.jlntv.cn/sytv2/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,1236,200,成功,h264,720x576,25.0,有音频,3.216
句容生活频道,http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8,,,,,,,,,江苏,720x576,zbefine.txt,2582,200,成功,h264,720x576,25.0,有音频,8.236
长白山电视台,http://stream8.jlntv.cn/cbstv/sd/live.m3u8,,,,,,,,,吉林,320x240,zbefine.txt,624,200,成功,h264,320x240,25.0,有音频,2.178
农安新闻综合,http://stream2.jlntv.cn/naxw/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,325,200,成功,h264,720x576,25.0,有音频,3.407
怀仁综合频道,http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8,,,,,,,,,山西,1920x1080,zbefine.txt,6945,200,成功,h264,1920x1080,,有音频,8.880
CCTV5+,http://m.061899.xyz/mg/cctv5p,,,,,,,,,,854x480,tvbwipv_4.txt,729,403,成功,h264,854x480,25.0,有音频,3.435
津南一套,http://play.jinnantv.top/live/JNTV1.m3u8,,,,,,,,,天津,720x576,zbefine.txt,1783,200,成功,h264,720x576,25.0,有音频,6.887
Only丶邵氏4246519,https://live.ottiptv.cc/douyu/4246519,,,,,,,,,,1280x720,tvbwipv_4.txt,3396,502,成功,h264,1280x720,30.303030303030305,有音频,3.685
南部新闻综合,http://pili-live-rtmp.148.i2863.com/i2863-148/live_148_811389.m3u8,,,,,,,,,四川,1280x720,zbefine.txt,1565,200,成功,h264,1280x720,25.0,有音频,2.283
CCTV6,http://m.061899.xyz/mg/cctv6,,,,,,,,,,1920x1080,tvbwipv_4.txt,779,403,成功,h264,1920x1080,8.0,有音频,2.414
龍組队长天昊1487654,https://live.ottiptv.cc/douyu/1487654,,,,,,,,,,1280x720,tvbwipv_4.txt,5559,502,成功,h264,1280x720,30.0,有音频,4.138
CCTV15,http://m.061899.xyz/mg/cctv15,,,,,,,,,,854x480,tvbwipv_4.txt,14,403,成功,h264,854x480,25.0,有音频,3.484
双阳综合,http://stream11.jlntv.cn/shuangyang/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,996,200,成功,h264,720x576,25.0,有音频,2.410
定襄综合,http://lbyzztfe.live.sxmty.com/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8,,,,,,,,,山西,1280x720,zbefine.txt,3962,200,成功,h264,1280x720,30.0,有音频,9.171
CCTV14,http://m.061899.xyz/mg/cctv14,,,,,,,,,,854x480,tvbwipv_4.txt,767,403,成功,h264,854x480,25.0,有音频,2.620
黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8,,,,,,,,,四川,1920x1080,zbefine.txt,969,200,成功,h264,1920x1080,25.0,有音频,2.000
CCTV7,http://m.061899.xyz/mg/cctv7,,,,,,,,,,1920x1080,tvbwipv_4.txt,16,403,成功,h264,1920x1080,25.0,有音频,4.058
珲春新闻综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,344,200,成功,h264,720x576,25.0,有音频,2.060
江源综合频道,http://stream10.jlntv.cn/jiangyuantv/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,1082,200,成功,h264,720x576,25.0,有音频,2.828
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8,,,,,,,,,浙江,720x576,zbefine.txt,5564,200,成功,h264,720x576,25.0,有音频,5.401
龙井综合,http://stream8.jlntv.cn/ljtv/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,312,200,成功,h264,720x576,25.0,有音频,2.772
奎屯汉语综合,http://218.84.12.186:8001/hls/main/playlist.m3u8,,,,,,,,,新疆,1920x1080,zbefine.txt,638,200,成功,h264,1920x1080,25.0,有音频,2.048
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8,,,,,,,,,浙江,1280x720,zbefine.txt,6798,200,成功,h264,1280x720,25.0,有音频,5.682
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8,,,,,,,,,浙江,1280x720,zbefine.txt,5037,200,成功,h264,1280x720,25.0,有音频,6.326
临平新闻频道,http://l.cztvcloud.com/channels/lantian/SXyuhang2/720p.m3u8,,,,,,,,,浙江,1280x720,zbefine.txt,5871,200,成功,h264,1280x720,25.0,有音频,6.472
吉木萨尔综合,http://218.31.201.189:9000/api/material/local/mnt/shiping1/prog_index.m3u8,,,,,,,,,新疆,1920x1080,zbefine.txt,643,200,成功,h264,1920x1080,25.0,有音频,4.676
桦甸综合,http://stream10.jlntv.cn/huadian/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,333,200,成功,h264,720x576,25.0,有音频,2.701
CCTV17,http://m.061899.xyz/mg/cctv17,,,,,,,,,,854x480,tvbwipv_4.txt,282,403,成功,h264,854x480,25.0,有音频,2.666
北京-水长城02,https://gcalic.v.myalicdn.com/gc/wgw02_1/index.m3u8?contentid=2820180516001,,,,,,,,,景区,1920x1080,zbefine.txt,1613,200,成功,h264,1920x1080,20.0,有音频,5.335
北京-水长城01,https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8?contentid=2820180516001,,,,,,,,,景区,1280x720,zbefine.txt,1628,200,成功,h264,1280x720,25.0,有音频,5.244
梅河口综合,http://stream4.jlntv.cn/mhk/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,1165,200,成功,h264,720x576,25.0,有音频,3.587
磐石综合,http://stream5.jlntv.cn/ps/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,986,200,成功,h264,720x576,25.0,有音频,2.149
mn静静nm5668371,https://live.ottiptv.cc/douyu/5668371,,,,,,,,,,1920x1080,tvbwipv_4.txt,3577,502,成功,h264,1920x1080,30.0,有音频,2.250
CCTV9,http://m.061899.xyz/mg/cctv9,,,,,,,,,,854x480,tvbwipv_4.txt,249,403,成功,h264,854x480,25.0,有音频,2.285
CCTV8,http://m.061899.xyz/mg/cctv8,,,,,,,,,,854x480,tvbwipv_4.txt,279,403,成功,h264,854x480,25.0,有音频,3.271
武清综合频道,https://tvpull.smartwq.cn/wqlive/convergencemedia/playlist.m3u8,,,,,,,,,天津,720x576,zbefine.txt,7156,200,成功,h264,720x576,25.0,有音频,15.674
安徽-黄山飞来石,https://gcalic.v.myalicdn.com/gc/hsptgy_1/index.m3u8?contentid=2820180516001,,,,,,,,,景区,1920x1080,zbefine.txt,2421,200,成功,h264,1920x1080,25.0,有音频,4.702
CCTV2,http://m.061899.xyz/mg/cctv2,,,,,,,,,,1280x720,tvbwipv_4.txt,856,403,成功,h264,1280x720,25.0,有音频,2.078
奎屯哈萨克语,http://218.84.12.186:8002/hls/main/playlist.m3u8,,,,,,,,,新疆,1920x1080,zbefine.txt,636,200,成功,h264,1920x1080,25.0,有音频,3.053
永吉综合频道,http://stream10.jlntv.cn/yongji/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,320,200,成功,h264,720x576,25.0,有音频,4.579
舒兰新闻综合,http://stream8.jlntv.cn/shulan/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,307,200,成功,h264,720x576,25.0,有音频,5.985
CCTV10,http://m.061899.xyz/mg/cctv10,,,,,,,,,,854x480,tvbwipv_4.txt,16,403,成功,h264,854x480,25.0,有音频,2.093
东辽综合,http://stream5.jlntv.cn/dl/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,1146,200,成功,h264,720x576,25.0,有音频,2.589
沐川综合频道,http://tvfile.mcrm.org.cn/nmip-media/channellive/channel103064/playlist.m3u8,,,,,,,,,四川,1920x1080,zbefine.txt,3110,200,成功,h264,1920x1080,25.0,有音频,3.921
前郭综合频道,http://stream2.jlntv.cn/qg/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,318,200,成功,h264,720x576,25.0,有音频,2.523
文成二套,http://l.cztvcloud.com/channels/lantian/SXwencheng2/720p.m3u8,,,,,,,,,浙江,1280x720,zbefine.txt,1136,200,成功,h264,1280x720,25.0,有音频,3.366
广安新闻综合,http://live1.gatv.com.cn:85/live/XWZH.m3u8,,,,,,,,,四川,1920x1080,zbefine.txt,1462,200,成功,h264,1920x1080,25.0,有音频,2.941
双辽综合,http://stream5.jlntv.cn/sl/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,1302,200,成功,h264,720x576,25.0,有音频,3.073
北京-水长城03,https://gcalic.v.myalicdn.com/gc/wgw03_1/index.m3u8?contentid=2820180516001,,,,,,,,,景区,1920x1080,zbefine.txt,3573,200,成功,h264,1920x1080,25.0,有音频,5.200
集安综合频道,http://stream2.jlntv.cn/ja/sd/live.m3u8,,,,,,,,,吉林,320x240,zbefine.txt,315,200,成功,h264,320x240,25.0,有音频,2.162
CCTV11,http://m.061899.xyz/mg/cctv11,,,,,,,,,,854x480,tvbwipv_4.txt,19,403,成功,h264,854x480,25.0,有音频,2.719
CCTV3,http://m.061899.xyz/mg/cctv3,,,,,,,,,,1920x1080,tvbwipv_4.txt,866,403,成功,h264,1920x1080,25.0,有音频,5.537
CCTV4,http://m.061899.xyz/mg/cctv4,,,,,,,,,,1920x1080,tvbwipv_4.txt,34,403,成功,h264,1920x1080,25.0,有音频,3.629
新沂生活频道,http://live.xysrmt.cn/shpd/sd/live.m3u8,,,,,,,,,江苏,1280x720,zbefine.txt,532,200,成功,h264,1280x720,25.0,有音频,1.739
通化县综合,http://stream5.jlntv.cn/thx/sd/live.m3u8,,,,,,,,,吉林,320x240,zbefine.txt,328,200,成功,h264,320x240,25.0,有音频,3.148
新沂新闻频道,http://live.xysrmt.cn/xwzh/sd/live.m3u8,,,,,,,,,江苏,1280x720,zbefine.txt,1181,200,成功,h264,1280x720,25.0,有音频,1.726
武乡新闻综合,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8,,,,,,,,,山西,1280x720,zbefine.txt,4701,200,成功,h264,1280x720,30.0,有音频,5.832
CCTV12,http://m.061899.xyz/mg/cctv12,,,,,,,,,,854x480,tvbwipv_4.txt,30,403,成功,h264,854x480,25.0,有音频,2.173
三台电视一套,http://125.65.94.91:12351/live,,,,,,,,,四川,1280x720,zbefine.txt,571,200,成功,h264,1280x720,25.0,有音频,6.593
通化新闻,http://stream2.jlntv.cn/tonghua1/sd/live.m3u8,,,,,,,,,吉林,1280x720,zbefine.txt,993,200,成功,h264,1280x720,25.0,有音频,2.065
泸州公共频道,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8,,,,,,,,,四川,1280x720,zbefine.txt,1047,200,成功,h264,1280x720,,有音频,1.572
吉林市新闻综合,http://stream2.jlntv.cn/jilin1/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,328,200,成功,h264,720x576,25.0,有音频,2.468
泸州新闻综合,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8,,,,,,,,,四川,1280x720,zbefine.txt,1134,200,成功,h264,1280x720,25.0,有音频,1.840
柳河综合,http://stream5.jlntv.cn/lh/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,1075,200,成功,h264,720x576,25.0,有音频,4.114
壶关电视台,http://zmjp3jin.live.sxmty.com/live/hls/268fe96f955d496db37fb10bb887cda9/fc196029d289449ea524a94a95379a0d.m3u8,,,,,,,,,山西,1920x1080,zbefine.txt,4789,200,成功,h264,1920x1080,25.0,有音频,7.987
晋城公共,http://live.jinnews.com.cn/ggpd/sd/live.m3u8,,,,,,,,,山西,1920x1080,zbefine.txt,734,200,成功,h264,1920x1080,25.0,有音频,3.251
广东-梅州梅江,http://gcalic.v.myalicdn.com/gc/gllj01_1/index.m3u8,,,,,,,,,景区,1280x720,zbefine.txt,5081,200,成功,h264,1280x720,25.0,有音频,2.829
四平新闻综合,http://stream2.jlntv.cn/sptv/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,320,200,成功,h264,720x576,25.0,有音频,3.606
泸州科教频道,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8,,,,,,,,,四川,1280x720,zbefine.txt,503,200,成功,h264,1280x720,25.0,有音频,1.809
晋城新闻,http://live.jinnews.com.cn/xwzh/sd/live.m3u8,,,,,,,,,山西,1920x1080,zbefine.txt,1269,200,成功,h264,1920x1080,25.0,有音频,6.285
