频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间
[BD]重庆新闻,https://t.freetv.fun/live/zhong-qing-xin-wen.m3u8,,重慶新聞,China,China,https://epg.pw/media/images/channel/2024/07/29/large/20240729015842242001_19.jpg,News,1920x1080,freetv-fun-all.txt,609,403,成功,h264,1920x1080,25.0,有音频,1.246
[BD]云南卫视,https://t.freetv.fun/live/yun-nan-wei-shi.m3u8,13899,雲南衛視,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531145024469645_82.jpg,Other,1920x1080,freetv-fun-all.txt,601,403,成功,h264,1920x1080,25.0,有音频,0.664
[SD]湖南经视,https://t.freetv.fun/live/hu-nan-jing-shi.m3u8,,湖南經視,China,China,https://epg.pw/media/images/channel/2022/05/26/large/20220526142556787828_84.jpg,Generic,640x360,freetv-fun-all.txt,600,403,成功,h264,640x360,25.0,有音频,2.816
[BD]翡翠台2,https://t.freetv.fun/live/fei-cui-tai-2.m3u8,368366,翡翠台(備用),Hong Kong,Hong Kong,https://epg.pw/media/images/channel/2023/08/11/large/20230811204705073159_58.png,Generic,1920x1080,freetv-fun-all.txt,14,403,成功,h264,1920x1080,25.0,有音频,1.189
[BD]无线新闻,https://t.freetv.fun/live/wu-xian-xin-wen-1.m3u8,368363,無線新聞台,Hong Kong,Hong Kong,https://epg.pw/media/images/channel/2023/07/20/large/20230720192239085500_67.png,News,1920x1080,freetv-fun-all.txt,624,403,成功,h264,1920x1080,30.0,无音频,0.946
[SD]吉林新闻综合,https://t.freetv.fun/live/ji-lin-xin-wen-zong-he.m3u8,,玉林新聞綜合,China,China,https://epg.pw/media/images/channel/2022/05/27/large/20220527162205528949_87.jpg,News,720x576,freetv-fun-all.txt,601,403,成功,h264,720x576,25.0,有音频,3.262
[VGA]陕西卫视,https://t.freetv.fun/live/shan-xi-wei-shi-5-1.m3u8,13896,陝西衛視,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531150903888489_91.jpg,Generic,720x404,freetv-fun-all.txt,601,403,成功,h264,720x404,25.0,有音频,3.527
[SD]金鹰纪实,https://t.freetv.fun/live/jin-ying-ji-shi.m3u8,,金鷹紀實,China,China,https://epg.pw/media/images/channel/2023/06/05/large/20230605010658568388_25.jpg,Knowledge,640x360,freetv-fun-all.txt,607,403,成功,h264,640x360,25.0,有音频,1.739
[HD]苏州娱乐,https://t.freetv.fun/live/su-zhou-yu-le.m3u8,,蘇州電影娛樂,China,China,https://epg.pw/media/images/channel/2022/11/01/large/20221101022222053424_96.jpg,Movies,1280x720,freetv-fun-all.txt,600,403,成功,h264,1280x720,25.0,有音频,3.670
[BD]甘肃卫视,https://t.freetv.fun/live/gan-su-wei-shi-2.m3u8,378859,甘肅衛視,China,China,https://epg.pw/media/images/channel/2022/05/31/large/20220531224357857126_28.jpg,Generic,1920x1080,freetv-fun-all.txt,601,403,成功,h264,1920x1080,25.0,有音频,0.540
