频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间
贾贵队长真男神299854,https://live.ottiptv.cc/douyu/299854,,,,,,,,,,1920x1080,tvbwipv_4.txt,4392,502,成功,h264,1920x1080,30.0,有音频,2.076
奇光主播8009547,https://live.ottiptv.cc/douyu/8009547,,,,,,,,,,1920x1080,tvbwipv_4.txt,3319,502,成功,h264,1920x1080,30.0,有音频,2.095
7喜先生,https://live.ottiptv.cc/huya/11342421,,,,,,,,,,720x540,tvbwipv_4.txt,3263,502,成功,h264,720x540,60.0,有音频,2.977
CF穿越火线,https://live.ottiptv.cc/douyu/5388537,,,,,,,,,,1920x1080,tvbwipv_4.txt,1072,502,成功,h264,1920x1080,30.0,有音频,1.324
当幽兰剑遇上链子刀6027991,https://live.ottiptv.cc/douyu/6027991,,,,,,,,,,1280x720,tvbwipv_4.txt,5460,502,成功,h264,1280x720,25.0,有音频,4.256
网神影厅508118,https://live.ottiptv.cc/douyu/508118,,,,,,,,,,1280x720,tvbwipv_4.txt,2305,502,成功,h264,1280x720,30.0,有音频,4.385
一把钢刀镇斗虞7356023,https://live.ottiptv.cc/douyu/7356023,,,,,,,,,,1920x1080,tvbwipv_4.txt,3246,502,成功,h264,1920x1080,30.0,有音频,4.607
绝地求生,https://live.ottiptv.cc/douyu/100,,,,,,,,,,1920x1080,tvbwipv_4.txt,4163,502,成功,h264,1920x1080,63.0,有音频,4.609
云顶之弈,https://live.ottiptv.cc/douyu/522423,,,,,,,,,,1920x1080,tvbwipv_4.txt,5451,502,成功,h264,1920x1080,60.0,有音频,4.618
橙記Orange丶4549169,https://live.ottiptv.cc/douyu/4549169,,,,,,,,,,1280x720,tvbwipv_4.txt,1093,502,成功,h264,1280x720,30.0,有音频,1.765
豆腐芭比6478650,https://live.ottiptv.cc/douyu/6478650,,,,,,,,,,1920x1080,tvbwipv_4.txt,4144,502,成功,h264,1920x1080,30.0,有音频,4.801
蕃薯粥粥煮好了11878141,https://live.ottiptv.cc/douyu/11878141,,,,,,,,,,1920x1080,tvbwipv_4.txt,1836,502,成功,h264,1920x1080,60.0,有音频,5.118
小毅主播q6906628,https://live.ottiptv.cc/douyu/6906628,,,,,,,,,,1280x720,tvbwipv_4.txt,3182,502,成功,h264,1280x720,30.0,有音频,5.126
Only丶邵氏4246519,https://live.ottiptv.cc/douyu/4246519,,,,,,,,,,1280x720,tvbwipv_4.txt,5383,502,成功,h264,1280x720,30.303030303030305,有音频,5.123
和平精英,https://live.ottiptv.cc/douyu/999,,,,,,,,,,1920x1080,tvbwipv_4.txt,3136,502,成功,h264,1920x1080,62.5,有音频,5.282
单纯的顺才少爷10084875,https://live.ottiptv.cc/douyu/10084875,,,,,,,,,,1280x720,tvbwipv_4.txt,6134,502,成功,h264,1280x720,30.0,有音频,2.814
跑跑卡丁车,https://live.ottiptv.cc/douyu/7722576,,,,,,,,,,1920x1080,tvbwipv_4.txt,1847,502,成功,h264,1920x1080,62.5,有音频,5.932
cs go,https://live.ottiptv.cc/douyu/601514,,,,,,,,,,1920x1080,tvbwipv_4.txt,6198,502,成功,h264,1920x1080,60.0,有音频,3.180
米尼影院7642724,https://live.ottiptv.cc/douyu/7642724,,,,,,,,,,960x540,tvbwipv_4.txt,6210,502,成功,h264,960x540,30.0,有音频,2.339
周星星,https://live.ottiptv.cc/huya/11342412,,,,,,,,,,1920x1080,tvbwipv_4.txt,1220,502,成功,h264,1920x1080,60.0,有音频,1.489
万事通熊猫7812810,https://live.ottiptv.cc/douyu/7812810,,,,,,,,,,1280x720,tvbwipv_4.txt,1116,502,成功,h264,1280x720,30.0,有音频,2.738
当铁手团遇到光复社5875025,https://live.ottiptv.cc/douyu/5875025,,,,,,,,,,1280x720,tvbwipv_4.txt,255,502,成功,h264,1280x720,30.0,有音频,2.539
mn静静nm5668371,https://live.ottiptv.cc/douyu/5668371,,,,,,,,,,1920x1080,tvbwipv_4.txt,1222,502,成功,h264,1920x1080,30.0,有音频,1.328
晓晓666666 426517,https://live.ottiptv.cc/douyu/426517,,,,,,,,,,1280x720,tvbwipv_4.txt,1185,502,成功,h264,1280x720,30.0,有音频,2.630
牛叔说电影2758565,https://live.ottiptv.cc/douyu/2758565,,,,,,,,,,1280x720,tvbwipv_4.txt,291,502,成功,h264,1280x720,23.25,有音频,2.603
怡宝妹妹丶434971,https://live.ottiptv.cc/douyu/434971,,,,,,,,,,1280x720,tvbwipv_4.txt,1106,502,成功,h264,1280x720,30.0,有音频,3.916
苹果Zei甜1174353,https://live.ottiptv.cc/douyu/1174353,,,,,,,,,,1280x720,tvbwipv_4.txt,1204,502,成功,h264,1280x720,25.0,有音频,2.553
苹果Zei妖2793084,https://live.ottiptv.cc/douyu/2793084,,,,,,,,,,1280x720,tvbwipv_4.txt,1188,502,成功,h264,1280x720,25.0,有音频,2.733
奇光主播e11849873,https://live.ottiptv.cc/douyu/11849873,,,,,,,,,,1280x720,tvbwipv_4.txt,1743,502,成功,h264,1280x720,30.0,有音频,3.058
小毅主播e11851549,https://live.ottiptv.cc/douyu/11851549,,,,,,,,,,1280x720,tvbwipv_4.txt,1749,502,成功,h264,1280x720,30.0,有音频,3.109
baby丶贝贝431460,https://live.ottiptv.cc/douyu/431460,,,,,,,,,,1920x1080,tvbwipv_4.txt,1775,502,成功,h264,1920x1080,30.303030303030305,有音频,3.484
Poison丶冰冰74374,https://live.ottiptv.cc/douyu/74374,,,,,,,,,,1280x720,tvbwipv_4.txt,2161,502,成功,h264,1280x720,60.0,有音频,2.680
伊太刀刀747764,https://live.ottiptv.cc/douyu/747764,,,,,,,,,,1920x1080,tvbwipv_4.txt,1805,502,成功,h264,1920x1080,30.0,有音频,2.494
奇光主播q12560807,https://live.ottiptv.cc/douyu/12560807,,,,,,,,,,1280x720,tvbwipv_4.txt,1793,502,成功,h264,1280x720,30.0,有音频,3.456
我砸晕了牛顿奥1218414,https://live.ottiptv.cc/douyu/1218414,,,,,,,,,,1280x720,tvbwipv_4.txt,1816,502,成功,h264,1280x720,25.0,有音频,3.102
聚聚聚一个月4105989,https://live.ottiptv.cc/douyu/4105989,,,,,,,,,,1280x720,tvbwipv_4.txt,3060,502,成功,h264,1280x720,30.0,有音频,3.031
永远快乐的小美女6091425,https://live.ottiptv.cc/douyu/6091425,,,,,,,,,,1280x720,tvbwipv_4.txt,2239,502,成功,h264,1280x720,25.0,有音频,3.241
跑跑卡丁车手游,https://live.ottiptv.cc/douyu/6672862,,,,,,,,,,1920x1080,tvbwipv_4.txt,2176,502,成功,h264,1920x1080,62.5,有音频,3.600
王者荣耀,https://live.ottiptv.cc/douyu/1863767,,,,,,,,,,1920x1080,tvbwipv_4.txt,1831,502,成功,h264,1920x1080,60.0,有音频,3.524
