频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间
CCTV7,http://m.061899.xyz/mg/cctv7,,,,,,,,,,1280x720,tvbwipv_4.txt,25,403,成功,h264,1280x720,30.0,有音频,1.375
米尼影院7642724,https://live.ottiptv.cc/douyu/7642724,,,,,,,,,,960x540,tvbwipv_4.txt,2050,200,成功,h264,960x540,30.0,有音频,3.255
牛叔说电影2758565,https://live.ottiptv.cc/douyu/2758565,,,,,,,,,,1920x1080,tvbwipv_4.txt,1312,200,成功,h264,1920x1080,24.416666666666668,有音频,3.282
奇光主播8009547,https://live.ottiptv.cc/douyu/8009547,,,,,,,,,,1280x720,tvbwipv_4.txt,1988,200,成功,h264,1280x720,30.0,有音频,3.604
小毅主播q6906628,https://live.ottiptv.cc/douyu/6906628,,,,,,,,,,1280x720,tvbwipv_4.txt,1949,200,成功,h264,1280x720,30.0,有音频,3.759
怡宝妹妹丶434971,https://live.ottiptv.cc/douyu/434971,,,,,,,,,,1280x720,tvbwipv_4.txt,2278,200,成功,h264,1280x720,30.0,有音频,2.419
北京-水长城01,https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8?contentid=2820180516001,,,,,,,,,景区,1280x720,zbefine.txt,1299,200,成功,h264,1280x720,25.0,有音频,4.294
北京-水长城02,https://gcalic.v.myalicdn.com/gc/wgw02_1/index.m3u8?contentid=2820180516001,,,,,,,,,景区,1920x1080,zbefine.txt,1065,200,成功,h264,1920x1080,20.0,有音频,4.845
奇光主播e11849873,https://live.ottiptv.cc/douyu/11849873,,,,,,,,,,1280x720,tvbwipv_4.txt,1879,200,成功,h264,1280x720,30.0,有音频,3.155
mn静静nm5668371,https://live.ottiptv.cc/douyu/5668371,,,,,,,,,,1920x1080,tvbwipv_4.txt,1320,200,成功,h264,1920x1080,30.0,有音频,1.539
过往1908 8721095,https://live.ottiptv.cc/douyu/8721095,,,,,,,,,,1920x1080,tvbwipv_4.txt,711,200,成功,h264,1920x1080,30.0,有音频,1.552
奇光主播q12560807,https://live.ottiptv.cc/douyu/12560807,,,,,,,,,,1280x720,tvbwipv_4.txt,1589,200,成功,h264,1280x720,30.0,有音频,2.913
Only丶邵氏4246519,https://live.ottiptv.cc/douyu/4246519,,,,,,,,,,1280x720,tvbwipv_4.txt,1982,200,成功,h264,1280x720,30.303030303030305,有音频,2.128
