频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间,fake_scan
[SD]3030相声小品[geo-blocked],https://stream1.freetv.fun/45d7b50f102128e684ddef8a72691ab6985d93f46f8e2eb7d693a7fcf6405415.ctv,,115新天地民俗臺,台灣,國語,https://epg.pw/media/images/channel/2022/02/10/large/20220210222702096387_48.png,其它,1920x1080,epg-pw.txt,44,403,成功,h264,1920x1080,25.0,有音频,2.996,invalid
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,1397,200,成功,h264,1920x1080,25.0,有音频,3.049,invalid
Студия Факт,https://042auhsnh0x.a.trbcdn.net/livemaster/rmhtb_live-7td9v6w34o6.smil/playlist.m3u8,StudiyaFakt.ru@SD,,,,https://i.imgur.com/y73pRGZ.png,Undefined,1280x720,iptv-org-all.txt,1882,200,成功,h264,1280x720,50.0,有音频,3.218,invalid
[BD]人間衛視 *4g,https://stream1.freetv.fun/29475b8a0b092ae4dcc3cccf5f5e93151e5b193f774c72981bc4263bc66c6dc5.ctv,,人間衛視,台灣,國語,https://epg.pw/media/img/logo/1_164.jpg,其它,1920x1080,epg-pw.txt,14,403,成功,h264,1920x1080,30.0,有音频,3.845,invalid
РТР Планета Евро,https://player.smotrim.ru/iframe/stream/live_id/1525504b-449d-432d-ab5d-1f11081f8603,RTRPlanetaEurope.ru@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/RTR-Planeta_Logo.svg/512px-RTR-Planeta_Logo.svg.png,General,426x240,iptv-org-all.txt,1564,200,成功,h264,426x240,25.0,有音频,4.927,fake_frozen
[SD]channel s uk,https://stream1.freetv.fun/2d176e794026bfa8f9dc106f0a665494da51bedff0c6f4504b6278453914d8a4.m3u8,,CHANNEL [V],台灣,英文,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,音樂,1024x576,epg-pw.txt,15,403,成功,h264,1024x576,25.0,有音频,2.466,invalid
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,2935,200,成功,h264,1920x1080,25.0,有音频,3.163,invalid
Ника ТВ (576p) [Not 24/7],https://live-nikatv.cdnvideo.ru/nikatv/nikatv.sdp/playlist.m3u8,NikaTV.ru@SD,,,,https://i.imgur.com/dccsFAu.png,General,1280x720,iptv-org-all.txt,671,200,成功,h264,1280x720,25.0,有音频,2.493,invalid
XPTV2 (720p),https://janus.xpbroadcasting.com:8443/hls/xptv2.m3u8,XPTV2.es@SD,,,,https://i.imgur.com/74Z8ATB.png,Entertainment,,iptv-org-all.txt,414,200,成功,h264,,,有音频,7.078,fake_frozen
Балта ТВ (768p),http://194.50.51.34/playlist.m3u8,BaltaTV.ua@SD,,,,https://cdn.teleon.tv/logo/balta-tv-ua.png,General,1280x768,iptv-org-all.txt,707,200,成功,h264,1280x768,50.0,有音频,1.411,invalid
Легендарный 24,https://sevas.1tvcrimea.ru/legendarniy24.m3u8,Legendarnyy24.ru@SD,,,,https://i.imgur.com/z9t6x8B.png,News,1920x1080,iptv-org-all.txt,997,200,成功,h264,1920x1080,25.0,有音频,4.790,fake_frozen
浙江教科,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,1663,200,成功,h264,1920x1080,25.0,有音频,2.734,invalid
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,916,200,成功,h264,1920x1080,25.0,有音频,2.741,invalid
Толк HD,http://live-tolknews.cdnvideo.ru/tolknews/stream/playlist.m3u8,Tolk.ru@HD,,,,https://i.imgur.com/l7JZ79P.png,News,1280x720,iptv-org-all.txt,1997,200,成功,h264,1280x720,50.0,有音频,1.766,invalid
[BD]channel s music,https://stream1.freetv.fun/34d0d75aa919812ee1cef55b1ef4bcb5e542fd657fb495fc4458d2422eb8ef14.m3u8,,CHANNEL [V],台灣,英文,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,音樂,1920x1080,epg-pw.txt,15,403,成功,h264,1920x1080,25.0,有音频,1.715,invalid
Суббота!,http://hls2.hd-tv.club/2_super/index.m3u8,Subbota.ru@SD,,,,https://i.imgur.com/nsk8PpB.png,Undefined,720x576,iptv-org-all.txt,721,200,成功,h264,720x576,25.0,有音频,2.244,invalid
Глас (576p),http://85.238.112.69:8811/hls_sec/239.0.4.18-.m3u8,Glas.ua@SD,,,,https://i.imgur.com/l5FEP9w.png,Religious,720x576,iptv-org-all.txt,351,200,成功,h264,720x576,25.0,有音频,1.472,invalid
Патриот (576i),http://catchup.videoline.ru/asvtv/index.m3u8,Patriot.ru@SD,,,,https://patriotkanal.ru/assets/cached/2025/02/resize/264_112_q100_patriot-only-logo.png,Movies,720x576,iptv-org-all.txt,2040,200,成功,h264,720x576,25.0,有音频,2.307,fake_frozen
АБАЗА-ТВ,https://public.apsny.camera/tv_abaza_tv_to_site/index.m3u8,AbazaTV.ru@SD,,,,https://i.imgur.com/7Jo7UAf.png,General,1920x1080,iptv-org-all.txt,1256,200,成功,h264,1920x1080,50.0,有音频,5.452,fake_frozen
Белгород 24 (1080p),https://belnovosti.cdn.easyhoster.ru:8443/stream.m3u8,Belgorod24.ru@SD,,,,https://i.imgur.com/EEirvyx.png,General,1280x720,iptv-org-all.txt,2183,200,成功,h264,1280x720,100.0,有音频,3.214,fake_frozen
Yo! MTV,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/654102ed770cf1000866c307/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7c9e98-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=4c7b00a0-d803-41b5-95bb-c20d39e69ce2,YoMTV.us@SD,,,,https://i.imgur.com/hzNXDdY.png,Music,426x240,iptv-org-all.txt,267,200,成功,h264,426x240,30.0,有音频,4.712,fake_frozen
Твое ТВ Юмор,http://tvoetv.space:8080/tvoetv_humor/index.m3u8,TvoyeTVYumor.ru@SD,,,,https://smotret.tv/images/tvoe-tv-yumor.webp,Comedy,1920x1080,iptv-org-all.txt,2059,200,成功,h264,1920x1080,25.0,有音频,2.811,fake_frozen
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,1305,200,成功,h264,1920x1080,25.0,有音频,3.486,invalid
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,582,200,成功,h264,1920x1080,25.0,有音频,2.674,invalid
余姚姚江文化 (576p),https://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8,,,,,,Undefined,720x576,iptv-org-all.txt,244,200,成功,h264,720x576,25.0,有音频,3.834,invalid
Аист ТВ,http://live2-aisttv.cdnvideo.ru/aisttv2/aisttv.sdp/playlist.m3u8,AISTTV.ru@SD,,,,https://i.imgur.com/bcw0s4V.png,General,1920x1080,iptv-org-all.txt,580,200,成功,h264,1920x1080,25.0,有音频,2.423,fake_frozen
Новое телевидение (576p) [Not 24/7],http://serv25.vintera.tv:8081/novoetv/nov_tv/playlist.m3u8,Novoetelevidenie.kz@SD,,,,https://i.imgur.com/mmKWrWs.png,General,1024x576,iptv-org-all.txt,943,200,成功,h264,1024x576,50.0,有音频,2.413,fake_frozen
[BD]momo親子 *4g,https://stream1.freetv.fun/bfb357a11215b531bfcbdf8183cccc1c3523991ecc9f1813368470009e104b2b.ctv,,MOMO親子臺,台灣,國語,https://epg.pw/media/img/logo/2013/10/30/bda3f89bec11e28ca511fc0f90e21ab3.jpg,兒童,1920x1080,epg-pw.txt,16,403,成功,h264,1920x1080,30.0,有音频,2.960,invalid
Союз (576p),https://hls-tvsoyuz.cdnvideo.ru/tvsoyuz/soyuz/playlist.m3u8,Soyuz.ru@SD,,,,https://i.imgur.com/w3OewHc.png,Religious,1920x1080,iptv-org-all.txt,406,200,成功,h264,1920x1080,25.0,有音频,1.450,invalid
Моя Планета,http://194.143.148.28:8080/MoyaPlanetaHD/index.m3u8,MoyaPlaneta.ru@SD,,,,https://i.imgur.com/uIiAdBv.png,Outdoor,1280x720,iptv-org-all.txt,201,200,成功,h264,1280x720,50.0,有音频,2.074,fake_frozen
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,191,200,成功,h264,1920x1080,25.0,有音频,2.379,invalid
Радио Говорит Москва (Веб-камера) (720p),https://video.govoritmoskva.ru/rufm/index.m3u8,GovoritMoskva.ru@SD,,,,https://i.imgur.com/z2mxf3E.png,News,1280x720,iptv-org-all.txt,729,206,成功,h264,1280x720,30.0,有音频,4.483,invalid
К16 (Саров) (406p) [Not 24/7],http://serv25.vintera.tv:8081/test/k16/playlist.m3u8,Channel16.ru@SD,,,,https://i.imgur.com/7tNDKHe.png,General,720x406,iptv-org-all.txt,347,200,成功,h264,720x406,25.0,有音频,2.020,fake_frozen
[HD]中天新聞,https://stream1.freetv.fun/c7fa9e869ca13365556307c679e1dd2999be73ab765c846ed75ae39e9783c612.m3u8,370177,中天新聞FHD,台灣,國語,https://epg.pw/media/images/channel/2022/03/05/large/20220305151207450324_69.png,新聞,1280x720,epg-pw.txt,12,403,成功,h264,1280x720,30.0,有音频,7.889,fake_frozen
福州广播电视台都市生活频道 (FZTV-3) (1080p),http://live.zohi.tv/video/s10001-fztv-3/index.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,1542,200,成功,h264,1920x1080,25.0,有音频,4.546,invalid
WVTM-DT1 (720p),https://143.244.60.30/AL_Birmingham_NBC/index.m3u8,WVTMDT1.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/NBC_logo_2022_%28vertical%29.svg/512px-NBC_logo_2022_%28vertical%29.svg.png,Undefined,1280x720,iptv-org-all.txt,229,200,成功,h264,1280x720,59.94005994005994,有音频,1.548,invalid
XITE (720p),https://xite-rakuten.amagi.tv/playlist.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,446,200,成功,h264,1280x720,25.0,有音频,3.290,invalid
WVCU-LP Concord University Radio The Cure 97.7 (1080p),https://video1.getstreamhosting.com:1936/8152/8152/playlist.m3u8,WVCULP.us@SD,,,,https://upload.wikimedia.org/wikipedia/en/0/0f/WVCU-LP_2015.PNG,Music,1280x720,iptv-org-all.txt,558,200,成功,h264,1280x720,30.0,有音频,2.092,fake_frozen
[BD]rock entertainment *4g,https://stream1.freetv.fun/00ca0d8debe4b31a8c129c57abbc4e43373102518aaf0c6c66429e482ce3698c.ctv,,ROCK Entertainment,台灣,國語,https://epg.pw/media/images/channel/2022/03/18/large/20220318090618776046_10.png,綜藝,1920x1080,epg-pw.txt,14,403,成功,h264,1920x1080,30.0,有音频,2.976,invalid
福州广播电视台新闻综合频道 (FZTV-1) (1080p),http://live.zohi.tv/video/s10001-fztv-1/index.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,2213,200,成功,h264,1920x1080,25.0,有音频,2.237,invalid
福州电视台少儿频道 (FZTV-少儿) (1080p),http://live.zohi.tv/video/s10001-fztv-4/index.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,1428,200,成功,h264,1920x1080,25.0,有音频,3.963,invalid
Сити Эдем Классическая Музыка [Not 24/7],https://cityeden.catcast.tv/content/47400/index.m3u8,CityEdenClassicMusic.ru@HD,,,,https://i.imgur.com/l7BE8l6.png,Music,1280x720,iptv-org-all.txt,206,200,成功,h264,1280x720,25.0,有音频,4.213,fake_frozen
Нано ТВ HD,http://s1.tv-nano.com/Nano_rec/index.m3u8,Nano.ru@HD,,,,https://i.imgur.com/dYj3XDa.png,Documentary,576x576,iptv-org-all.txt,359,200,成功,h264,576x576,25.0,有音频,4.379,fake_frozen
[HD]food network,https://stream1.freetv.fun/a8fa14dd6b78c04e5135b2f0d7d85309a07247197e9d7d6d1427af329b49583c.m3u8,,Food Network(TW),台灣,國語,https://epg.pw/media/images/channel/2022/08/27/large/20220827225917116348_71.png,其它,1280x720,epg-pw.txt,40,403,成功,h264,1280x720,25.0,有音频,2.090,invalid
Москва 24,https://player.smotrim.ru/iframe/stream/live_id/efab3cbe-a29c-45f0-9596-5cb4f1ce7fbe,Moskva24.ru@SD,,,,https://i.imgur.com/gXbUMVy.png,General,1024x576,iptv-org-all.txt,491,200,成功,h264,1024x576,25.0,有音频,2.981,fake_frozen
Xtreme Outdoor Presented by HISTORY,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6000a6f4c3f8550008fc9b91/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2d3736-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=d082e15e-9214-4119-8638-15c2c0edce25,,,,,,Undefined,512x288,iptv-org-all.txt,86,200,成功,h264,512x288,30.0,有音频,3.560,fake_frozen
РТР Планета США,https://player.smotrim.ru/iframe/stream/live_id/cf22fa5c-e21a-433e-8317-7e8dd3150d6a,RTRPlanetaUSA.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/RTR-Planeta_Logo.svg/512px-RTR-Planeta_Logo.svg.png,General,426x240,iptv-org-all.txt,469,200,成功,h264,426x240,25.0,有音频,3.482,fake_frozen
Первый Музыкальный Канал (576p),http://hz1.teleport.cc/HLS/SD.m3u8,FirstMusicChannel.by@SD,,,,https://i.imgur.com/YdyFJrl.png,Music,720x576,iptv-org-all.txt,1220,200,成功,h264,720x576,25.0,有音频,1.257,invalid
Сити Эдем Meditation Music [Not 24/7],https://cityeden.catcast.tv/content/47410/index.m3u8,CityEdenMeditationMusic.ru@HD,,,,https://i.imgur.com/HPWevWb.png,Music,1280x720,iptv-org-all.txt,729,200,成功,h264,1280x720,29.97002997002997,有音频,4.091,invalid
[BD]中天新聞[geo-blocked],https://stream1.freetv.fun/86c4bbf39b7ba14b8f7929428df4d9a5e150a79aeb6556a6f758524334e04a66.m3u8,370177,中天新聞FHD,台灣,國語,https://epg.pw/media/images/channel/2022/03/05/large/20220305151207450324_69.png,新聞,1920x1080,epg-pw.txt,12,403,成功,h264,1920x1080,30.0,有音频,7.246,invalid
За!ТВ,https://streaming.televizor-24-tochka.ru/live/25.m3u8,ZaTV.ru@SD,,,,https://i.imgur.com/pVPTl8J.png,General,640x360,iptv-org-all.txt,179,200,成功,h264,640x360,25.0,有音频,8.014,fake_frozen
Беларусь 3 (1080p) [Not 24/7],https://ngtrk.dc.beltelecom.by/ngtrk/smil:belarus3.smil/playlist.m3u8,Belarus3.by@SD,,,,https://i.imgur.com/JkcDycn.png,Culture,640x360,iptv-org-all.txt,1518,200,成功,h264,640x360,25.0,有音频,7.347,invalid
WWON TV CH 48,https://tv2.fastcast4u.com:3943/stream/play.m3u8,WWONTVChannel48.us@SD,,,,https://i.imgur.com/l4qHAq6.png,Entertainment,640x360,iptv-org-all.txt,454,200,成功,h264,640x360,23.976023976023978,有音频,1.552,invalid
Zoom! Zoom!,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6452c77ed3fdde00080eb3a8/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2d3739-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=61bcf170-9a7d-4ad9-8836-366120619cff,,,,,,Undefined,426x240,iptv-org-all.txt,87,200,成功,h264,426x240,30.0,有音频,3.178,fake_frozen
Каббала ТВ (360p) [Not 24/7],https://edge2.uk.kab.tv/live/tvrus-rus-medium/playlist.m3u8,KabbalaTV.ru@SD,,,,https://i.imgur.com/uaffIpV.png,Religious,640x360,iptv-org-all.txt,496,200,成功,h264,640x360,25.0,有音频,2.828,fake_frozen
Сити Эдем МедЗдрав [Not 24/7],https://cityeden.catcast.tv/content/47519/index.m3u8,CityEdenMedZdrav.ru@HD,,,,https://i.imgur.com/BM4E0Kr.png,Lifestyle,1920x1080,iptv-org-all.txt,193,200,成功,h264,1920x1080,25.0,有音频,4.093,fake_frozen
Красная линия,http://s55766.cdn.ngenix.net/s55766-media-origin/rline_high/index.m3u8,RedLine.ru@SD,,,,https://i.imgur.com/TgZ8Uv1.png,Undefined,720x480,iptv-org-all.txt,612,200,成功,h264,720x480,25.0,有音频,2.851,fake_frozen
Мир Белагорья (720p) [Geo-blocked],http://mirbelogorya.ru:8080/mirbelogorya/index.m3u8,MirBelogorya.ru@SD,,,,https://mirbelogorya.ru/images/logo/Logo_Mir_Belogorya_purple_gradient.png,Undefined,1920x1080,iptv-org-all.txt,750,200,成功,h264,1920x1080,25.0,有音频,2.821,fake_frozen
Радио Хит (Орск) (720p),http://lova.me/hls/hithd.m3u8,RadioHit.ru@SD,,,,https://i.imgur.com/5xKqV1s.png,Music,1280x720,iptv-org-all.txt,1379,200,成功,h264,1280x720,25.0,有音频,2.907,fake_frozen
Сити Эдем Play Христианский Музыкальный [Not 24/7],https://cityeden.catcast.tv/content/34100/index.m3u8,CityEdenPlay.ru@HD,,,,https://i.imgur.com/ozEqob9.png,Music,1280x548,iptv-org-all.txt,740,200,成功,h264,1280x548,30.0,有音频,3.963,fake_frozen
[BD]tvbs 歡樂 *4g,https://stream1.freetv.fun/6670042ce86576b04270750894bf01796b993458c88ca3808e6695f7d82a6b39.ctv,370191,TVBS歡樂臺HD,台灣,國語,https://epg.pw/media/images/channel/2025/01/28/large/20250128055954129777_18.png,綜藝,1920x1080,epg-pw.txt,15,403,成功,h264,1920x1080,30.0,有音频,2.822,fake_frozen
萧山新闻综合 (720p) [Not 24/7],https://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,310,200,成功,h264,1280x720,25.0,有音频,3.548,invalid
[BD]bbc earth us,https://stream1.freetv.fun/02205072306ac6c143d2707e909bda809deef2a1bda1923da9681ec5744f7081.m3u8,,BBC Earth(tw),台灣,英文,https://epg.pw/media/images/channel/2023/07/17/large/20230717234812634336_85.jpg,知識,426x240,epg-pw.txt,12,403,成功,h264,426x240,29.97002997002997,有音频,5.856,fake_frozen
Радость моя,https://radm.mediacdn.ru/cdn/radost/playlist.m3u8,RadostMoya.ru@SD,,,,https://i.postimg.cc/DZpc0rK0/radostmoya.png,Kids,480x270,iptv-org-all.txt,1088,200,成功,h264,480x270,25.0,有音频,8.404,fake_frozen
Матч! Арена,http://194.143.148.28:8080/MatchArena/index.m3u8,MatchArena.ru@SD,,,,https://i.imgur.com/udTzwzu.png,Sports,720x576,iptv-org-all.txt,201,200,成功,h264,720x576,25.0,有音频,2.125,fake_frozen
WWXY-DT1 (Boricua TV) (1080p),https://2-fss-2.streamhoster.com/pl_138/amlst:201284-1347630/playlist.m3u8,WWXYDT1.pr@SD,,,,https://i.imgur.com/Qs4szHD.png,General,1280x720,iptv-org-all.txt,224,200,成功,h264,1280x720,30.0,有音频,1.220,invalid
Zarok TV (720p),https://zindikurmanci.zaroktv.com.tr/hls/stream.m3u8,ZarokTV.tr@SD,,,,https://i.imgur.com/o0eevnb.png,Undefined,1280x720,iptv-org-all.txt,621,200,成功,h264,1280x720,25.0,有音频,3.182,fake_frozen
Yemen Today TV (480p),https://video.yementdy.tv/hls/yementoday.m3u8,YemenTodayTV.ye@SD,,,,https://i.imgur.com/8TzcJu5.png,Undefined,1024x576,iptv-org-all.txt,258,200,成功,h264,1024x576,25.0,有音频,1.054,invalid
МТВ (Волгоград) (720p) [Not 24/7],http://hls.volgograd1vtv.cdnvideo.ru/volgograd1vtv/volgograd1vtv.sdp/playlist.m3u8,MTVVolgograd.ru@SD,,,,https://i.imgur.com/pdCAUrP.png,General,1280x720,iptv-org-all.txt,549,200,成功,h264,1280x720,25.0,有音频,2.213,invalid
[HD]ช่อง food network,https://stream1.freetv.fun/e7006988906b48e6dd490bb7da375a10fc5746ee8536c3bcf9120c9a4d35c459.m3u8,,Food Network(TW),台灣,國語,https://epg.pw/media/images/channel/2022/08/27/large/20220827225917116348_71.png,其它,1280x720,epg-pw.txt,16,403,成功,h264,1280x720,25.0,有音频,1.571,invalid
Кавказ 24 (Ставрополь),https://vgtrkregion-reg.cdnvideo.ru/vgtrk/stavropol/kavkaz24-hd/index.m3u8,Kavkaz24.ru@SD,,,,https://i.imgur.com/DyJw1Pi.png,General,1024x576,iptv-org-all.txt,382,200,成功,h264,1024x576,25.0,有音频,3.415,invalid
НВК Саха (1080p) [Not 24/7],https://live-saha.cdnvideo.ru/saha/saha/playlist.m3u8,NVKSakha.ru@SD,,,,https://i.imgur.com/LwXNUhf.png,General,1920x1080,iptv-org-all.txt,749,200,成功,h264,1920x1080,25.0,有音频,2.741,fake_frozen
Сити Эдем АвтоГид [Not 24/7],https://cityeden.catcast.tv/content/47515/index.m3u8,CityEdenAutoGid.ru@HD,,,,https://i.imgur.com/qpe8L27.png,Auto,1280x720,iptv-org-all.txt,775,200,成功,h264,1280x720,30.0,有音频,3.379,invalid
[HD]desi channel,https://stream1.freetv.fun/e557f6b665c1fc4b11d764d490a8c736997028c84c69d33ed40c800150de6736.m3u8,,CHANNEL [V],台灣,英文,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,音樂,1280x720,epg-pw.txt,17,403,成功,h264,1280x720,29.97002997002997,有音频,3.351,fake_frozen
[BD]food network *s[geo-blocked],https://stream1.freetv.fun/e6d5254a94cf50f0d9e71393a8caaa58724fbd4169185f8fd8ec43a5f681bb6d.m3u8,,Food Network(TW),台灣,國語,https://epg.pw/media/images/channel/2022/08/27/large/20220827225917116348_71.png,其它,1280x720,epg-pw.txt,38,403,成功,h264,1280x720,29.97002997002997,有音频,2.284,invalid
[BD]三立綜合 *4g,https://stream1.freetv.fun/f56a41f1bcb714e9fc02f5cd53330688a051f8b270d6a60316dfa2b771b10d6e.ctv,460817,三立綜合,台灣,國語,https://epg.pw/media/images/channel/2023/07/21/large/20230721172453389269_45.png,綜合,1920x1080,epg-pw.txt,46,403,成功,h264,1920x1080,29.97002997002997,有音频,3.101,invalid
Zoomer TV (1080p),https://d3p8ecnk6t4t73.cloudfront.net/scheduler/scheduleMaster/316.m3u8,,,,,,Undefined,960x540,iptv-org-all.txt,161,200,成功,h264,960x540,29.97002997002997,有音频,1.603,invalid
Енисей (1080p) [Not 24/7],https://hls-eniseytv.cdnvideo.ru/eniseytv/stream1/playlist.m3u8,Enisey.ru@SD,,,,https://i.imgur.com/57deE7f.png,General,1920x1080,iptv-org-all.txt,1496,200,成功,h264,1920x1080,25.0,有音频,2.466,fake_frozen
辽源新闻综合 [Geo-blocked],https://stream2.jlntv.cn/liaoyuan1/sd/live.m3u8,,,,,,Undefined,720x576,iptv-org-all.txt,2145,200,成功,h264,720x576,25.0,有音频,3.219,fake_frozen
[HD]cooking channel,https://stream1.freetv.fun/f204d2bcd40362f1b92163527b2e9bfec8ac954ee359600902044070830fa789.m3u8,,CHANNEL [V],台灣,英文,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,音樂,1280x720,epg-pw.txt,13,403,成功,h264,1280x720,29.97002997002997,有音频,3.272,fake_frozen
松原新闻综合 [Geo-blocked],https://stream2.jlntv.cn/sytv/sd/live.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,257,200,成功,h264,1280x720,25.0,有音频,3.286,invalid
Yemen Shabab Channel (1080p),https://starmenajo.com/hls/yemenshabab/index.m3u8,YemenShababChannel.ye@SD,,,,https://i.imgur.com/H5Oi2NS.png,Culture,1920x1080,iptv-org-all.txt,643,200,成功,h264,1920x1080,25.0,有音频,2.814,fake_frozen
吉林市新闻综合 [Geo-blocked],https://stream2.jlntv.cn/jilin1/sd/live.m3u8,,,,,,Undefined,720x576,iptv-org-all.txt,2961,200,成功,h264,720x576,25.0,有音频,4.073,fake_frozen
Xtremo Channel (720p) [Geo-blocked],https://ss2.tvrdomi.com:1936/xtremochannel/xtremochannel/playlist.m3u8,XtremoChannel.do@SD,,,,https://i.imgur.com/bvPh0Uq.png,General,1280x720,iptv-org-all.txt,587,200,成功,h264,1280x720,30.0,有音频,1.641,invalid
XV TV (480p),https://cloudfront44.lexanetwork.com:1344/relay01/HDE051.sdp/playlist.m3u8,XVTV.hu@SD,,,,https://i.ibb.co/hH2KF6W/4792.png,General,720x480,iptv-org-all.txt,295,200,成功,h264,720x480,25.0,有音频,3.693,invalid
Young Hollywood [Geo-blocked],https://amg00143-younghollywoodfast-amg00143c1-cineverse-us-946.playouts.now.amagi.tv/playlist/amg00143-younghollywoodfast-younghollywood-cineverseus/playlist.m3u8,YoungHollywood.us@SD,,,,https://i.imgur.com/X27MGHd.png,Entertainment,1920x1080,iptv-org-all.txt,117,200,成功,h264,1920x1080,29.97002997002997,有音频,4.173,invalid
Y'a que la vérité qui compte,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/612e044c970e6f00083bcf3b/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=8e063bd6-1f2c-11ef-86d8-5d587df108c6&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=2371cf64-2e91-492c-9f0c-c88a7f973944,Yaquelaveritequicompte.us@France,,,,https://i.imgur.com/MDHN2Vc.png,Entertainment,426x240,iptv-org-all.txt,185,200,成功,h264,426x240,30.0,有音频,4.848,fake_frozen
Zjarr TV (360p),https://zjarr.future.al/hls/playlist.m3u8,ZjarrTV.al@SD,,,,https://i.imgur.com/hNuWZWe.png,General,1280x720,iptv-org-all.txt,1148,200,成功,h264,1280x720,25.0,有音频,2.644,invalid
ZAZ (1080p),https://cloud.fastchannel.es/mic/manifiest/hls/zaztv/zaztv.m3u8,ZAZ.mx@SD,,,,,Entertainment,1920x1080,iptv-org-all.txt,419,200,成功,h264,1920x1080,50.0,有音频,1.552,invalid
Волга (HD),http://tele2dvrnat01-02.cdnvideo.ru/stream/NAT_Volga/hls/1920x1080@4504/playlist.m3u8,Volga.ru@SD,,,,https://i.imgur.com/xHs1pr1.png,Undefined,1280x720,iptv-org-all.txt,2426,200,成功,h264,1280x720,25.0,有音频,1.839,invalid
集安综合 [Geo-blocked],https://stream2.jlntv.cn/ja/sd/live.m3u8,,,,,,Undefined,720x576,iptv-org-all.txt,257,200,成功,h264,720x576,25.0,有音频,3.062,fake_frozen
通化新闻 [Geo-blocked],https://stream2.jlntv.cn/tonghua1/sd/live.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,1403,200,成功,h264,1280x720,25.0,有音频,3.199,fake_frozen
Ювелирочка ТВ (576p),https://live-uvelirochka.cdnvideo.ru/uvelirochka/uvelirochka_720p3/playlist.m3u8,Yuvelirochka.ru@SD,,,,https://i.imgur.com/IcWtXCZ.png,Shop,1920x1080,iptv-org-all.txt,616,200,成功,h264,1920x1080,25.0,有音频,2.694,fake_frozen
