频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码
涡阳新闻综合,http://111.39.71.77:8099/live/one/playlist.m3u8,,,,,,,,,安徽,,zbefine.txt,,
鹤岗新闻综合,http://218.10.43.24:81/live/157ba509813644ea400e7c552b934d93/high/live.m3u8,,,,,,,,,黑龙江,,zbefine.txt,,
鹤岗公共频道,http://218.10.43.24:81/live/bdac590a43b11a837c716a5ad606e95f/high/live.m3u8,,,,,,,,,黑龙江,,zbefine.txt,,
福建海峡卫视,http://59.110.175.70:10000/849119120,,,,,,,,,,,CCSH.txt,,400
富裕综合,http://221.209.44.174:1980/hls/1001.m3u8,,,,,,,,,黑龙江,,zbefine.txt,,404
双滦影视频道,https://jwcdnqx.hebyun.com.cn/live/slys/1500k/tzwj_video.m3u8,,,,,,,,,河北,,zbefine.txt,,404
阳江公共,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b928000.m3u8,,,,,,,,,广东,,zbefine.txt,,
阳江公共,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b3628000.m3u8,,,,,,,,,广东,,zbefine.txt,,
兴隆影视频道,https://jwcdnqx.hebyun.com.cn/live/xlys/1500k/tzwj_video.m3u8,,,,,,,,,河北,,zbefine.txt,,404
云浮综合,https://pili-live-hdl-ysx.tianma3600.com/gdyf/gdyfzh.m3u8,,,,,,,,,广东,,zbefine.txt,,
云浮公共,https://pili-live-hdl-ysx.tianma3600.com/gdyf/gdyfgg.m3u8,,,,,,,,,广东,,zbefine.txt,,
福建海峡卫视,http://123.113.205.253:3000/849119120,,,,,,,,,,,CCSH.txt,,
福建海峡卫视,http://223.247.25.205:1234/849119120,,,,,,,,,,,CCSH.txt,,
清新综合,http://hls.wiseqx.com/live/qxzh.m3u8,,,,,,,,,广东,,zbefine.txt,,
清新公共,http://hls.wiseqx.com/live/qxgg.m3u8,,,,,,,,,广东,,zbefine.txt,,
甘南县综合,http://player.juyun.tv/camera/65362146.m3u8,,,,,,,,,黑龙江,,zbefine.txt,,404
溧水新闻综合,http://123.113.205.253:3000/639737327,,,,,,,,,,,CCSH.txt,,
贵州公共,http://47.104.173.199/b/hoge.php?ip=gxwztv&id=23&auth=niubiplus,,,,,,,,,贵州,,zbefine.txt,,
北海新闻综合,http://njgdmm-wshls.homecdn.com/live/4e8a2.m3u8,,,,,,,,,广西,,zbefine.txt,,
金海湖电视台,http://pili-live-hls.jhh.ddcpc.cn/ddcpc-jhh/tv1050-1563865985.m3u8,,,,,,,,,贵州,,zbefine.txt,,
怀柔电视台,https://pili-live-hdl.huairtv.com/bjhr/hrxw.m3u8,,,,,,,,,北京,,zbefine.txt,,
房山无线频道,http://live.funhillrm.com/2/sd/live.m3u8,,,,,,,,,北京,,zbefine.txt,,
房山有线频道,http://live.funhillrm.com/5/sd/live.m3u8,,,,,,,,,北京,,zbefine.txt,,
河北农民,http://hbzx.chinashadt.com:2036/zhibo/stream:hbnm.stream/playlist.m3u8,,,,,,,,,河北,,zbefine.txt,,
河北农民,http://hbzx.chinashadt.com:2036/zhibo/stream:hbnm.stream_360p/playlist.m3u8,,,,,,,,,河北,,zbefine.txt,,
CGTN,https://live.cgtn.com/1000/prog_index.m3u8,,,,,,,,,央视,,zbefine.txt,,
大足综合频道,http://218.201.85.71:3170/m3u8,,,,,,,,,重庆,,zbefine.txt,,404
河北农民,http://hbfc.chinashadt.com:2036/live/1003.stream/playlist.m3u8,,,,,,,,,河北,,zbefine.txt,,
郑州教育频道,https://livezzutv.chinamcache.com/live/zb01.m3u8?auth_key=1677911572-0-0-f4af513ba8c09e7801f4700f1573be2c,,,,,,,,,河南,,zbefine.txt,,404
江津文化旅游,http://222.179.155.21:1935/ch2.m3u8,,,,,,,,,重庆,,zbefine.txt,,404
河北公共,https://jwplay.hebyun.com.cn/live/hbggtv/1500k/tzwj_video.m3u8,,,,,,,,,河北,,zbefine.txt,,404
武隆综合频道,https://qxlmlive9.cbg.cn/applive/wltvzh/playlist.m3u8,,,,,,,,,重庆,,zbefine.txt,,
河北都市,https://jwplay.hebyun.com.cn/live/hbdstv/1500k/tzwj_video.m3u8,,,,,,,,,河北,,zbefine.txt,,404
河北影视剧,https://jwplay.hebyun.com.cn/live/hbystv/1500k/tzwj_video.m3u8,,,,,,,,,河北,,zbefine.txt,,404
福建旅游,http://stream7.fjtv.net/lypdntsc/hd/live.m3u8,,,,,,,,,福建,,zbefine.txt,,404
邢台综合频道,http://a.xttv.top/xttv/5ebe09cb3d1a0f3f3d062e99c78175a0.flv?auth_key=1861891200-0-0-d86d236a74b9a55f2596a7346ec632a8,,,,,,,,,河北,,zbefine.txt,,
邢台公共频道,http://a.xttv.top/xttv/d0586743dc68918f808f28b8bc90c737.flv?auth_key=1861891200-0-0-82cd69002c4060ddabc0bfa1b3446dc2,,,,,,,,,河北,,zbefine.txt,,
龙岩新闻综合,http://live.lytv.net.cn/zhpwd/hd/live.m3u8,,,,,,,,,福建,,zbefine.txt,,
龙岩新闻综合,http://stream.lytv.net.cn/2/sd/live.m3u8,,,,,,,,,福建,,zbefine.txt,,
山东教育,http://gslbmgsplive.miguvideo.com/migu/kailu/sdjyws/50/20250915/index.m3u8?msisdn=202605220001252deedf85b962455b9df237acaf5ffb42&mdspid=&spid=600697&netType=0&sid=5910022199&pid=2028597139&timestamp=20260522000125&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609154353&ParentNodeID=-99&assertID=5910022199&client_ip=159.75.12.57&SecurityKey=20260522000125&promotionId=&mvid=2200208305&mcid=500020&playurlVersion=ZQ-A1-9.5.1-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=cf8f39ce4dc006285ae3f34c80e77bb8&ddCalcu=8cbfeb827f9730e90c8ec44d3cf030e6a258,,,,,,,,,,,CCSH.txt,,660
龙岩公共频道,http://live.lytv.net.cn/ggpd/sd/live.m3u8,,,,,,,,,福建,,zbefine.txt,,
山东教育,http://gslbmgsplive.miguvideo.com/migu/kailu/sdjyws/50/20250915/index.m3u8?msisdn=20260522040029e527e2bd716c49deb038284e71965c0b&mdspid=&spid=600697&netType=0&sid=5910022199&pid=2028597139&timestamp=20260522040029&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609154353&ParentNodeID=-99&assertID=5910022199&client_ip=175.178.127.92&SecurityKey=20260522040029&promotionId=&mvid=2200208305&mcid=500020&playurlVersion=ZQ-A1-9.5.1-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=31cf9f1164f5bd9cf22842136a538bff&ddCalcu=f3f1ebc28f93905fa16136142f458b2d29fc,,,,,,,,,,,CCSH.txt,,660
承德新闻综合,https://jwcdnqx.hebyun.com.cn/live/cdslywh/1500k/tzwj_video.m3u8,,,,,,,,,河北,,zbefine.txt,,404
承德新闻综合,https://jwcdnqx.hebyun.com.cn/live/cdsxwzhtv/1500k/tzwj_video.m3u8,,,,,,,,,河北,,zbefine.txt,,404
三明新闻综合,http://stream.smntv.cn/smtv1/sd/live.m3u8,,,,,,,,,福建,,zbefine.txt,,
陕西体育休闲,http://8.135.27.147:1234/956909356,,,,,,,,,,,CCSH.txt,,
承德新闻综合,https://jwliveqxzb.hebyun.com.cn/cdsxwzhtv/cdsxwzhtv.m3u8,,,,,,,,,河北,,zbefine.txt,,404
三明公共频道,http://stream.smntv.cn/smtv2/sd/live.m3u8,,,,,,,,,福建,,zbefine.txt,,
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8,,,,,,,,,浙江,,zbefine.txt,,
陕西体育休闲,http://223.247.25.205:1234/956909356,,,,,,,,,,,CCSH.txt,,
福建海峡卫视,http://113.46.143.74:5080/849119120,,,,,,,,,,,CCSH.txt,,400
陕西体育休闲,http://14.153.176.89:1234/956909356,,,,,,,,,,,CCSH.txt,,
清华大学电视台,http://live.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8,,,,,,,,,北京,,zbefine.txt,,404
