频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码
CCTV-5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8,,,,CCTV-5+,CCTV-5+,,,https://www.xn--rgv465a.top/tvlogo/CCTV-5+.png,🏀体育频道,,Guovin.txt,,
CCTV-5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8,,,,CCTV-5+,CCTV-5+,,,https://www.xn--rgv465a.top/tvlogo/CCTV-5+.png,🏀体育频道,,Guovin.txt,,
CCTV-5+,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225603/index.m3u8,,,,CCTV-5+,CCTV-5+,,,https://www.xn--rgv465a.top/tvlogo/CCTV-5+.png,🏀体育频道,,Guovin.txt,,
CCTV8K,http://192.151.150.154/live/cctv8k.m3u8,,,,,,,,,,,CCSH.txt,,404
爱体育,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000060/index.m3u8,,,,IHOT爱体育,爱体育,,,https://www.xn--rgv465a.top/tvlogo/爱体育.png,🏀体育频道,,Guovin.txt,,
爱体育,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000060/index.m3u8,,,,IHOT爱体育,爱体育,,,https://www.xn--rgv465a.top/tvlogo/爱体育.png,🏀体育频道,,Guovin.txt,,
爱体育,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000000/index.m3u8,,,,IHOT爱体育,爱体育,,,https://www.xn--rgv465a.top/tvlogo/爱体育.png,🏀体育频道,,Guovin.txt,,
超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225715/index.m3u8,,,,NewTV超级体育,超级体育,,,https://www.xn--rgv465a.top/tvlogo/超级体育.png,🏀体育频道,,Guovin.txt,,
五星体育,https://zby.130519.xyz/PLTV/11/224/3221225732/index.m3u8,,,,五星体育频道,五星体育,,,https://www.xn--rgv465a.top/tvlogo/五星体育.png,🏀体育频道,,Guovin.txt,,
CETV1,http://fn.gcl.de5.net:5908/gsh950428/923287154,,,,,,,,,,,CCSH.txt,,
CETV2,http://fn.gcl.de5.net:5908/gsh950428/923287211,,,,,,,,,,,CCSH.txt,,
天龙八部,http://jiaojirentv.top/2020/yy.php?id=1382881708,,,,天龙八部,天龙八部,,,https://www.xn--rgv465a.top/tvlogo/天龙八部.png,🏛经典剧场,,Guovin.txt,,
睛彩篮球,https://zby.130519.xyz/PLTV/11/224/3221226118/index.m3u8,,,,睛彩篮球,睛彩篮球,,,https://www.xn--rgv465a.top/tvlogo/睛彩篮球.png,🏀体育频道,,Guovin.txt,,
睛彩篮球,http://[2409:8087:1a01:df::4055]:80/TVOD/88888888/224/3221225901/main.m3u8,,,,睛彩篮球,睛彩篮球,,,https://www.xn--rgv465a.top/tvlogo/睛彩篮球.png,🏀体育频道,,Guovin.txt,,
鹿鼎记,https://live.ottiptv.cc/yy/28265277,,,,鹿鼎记,鹿鼎记,,,https://www.xn--rgv465a.top/tvlogo/鹿鼎记.png,🏛经典剧场,,Guovin.txt,,404
睛彩广场舞,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226472/index.m3u8,,,,睛彩广场舞,睛彩广场舞,,,https://www.xn--rgv465a.top/tvlogo/睛彩广场舞.png,🏀体育频道,,Guovin.txt,,
天龙八部,http://cdn.jdshipin.com:8880/huya.php?id=20985816,,,,天龙八部,天龙八部,,,https://www.xn--rgv465a.top/tvlogo/天龙八部.png,🏛经典剧场,,Guovin.txt,,
笑傲江湖,http://cdn.jdshipin.com:8880/huya.php?id=23865142,,,,笑傲江湖,笑傲江湖,,,https://www.xn--rgv465a.top/tvlogo/笑傲江湖.png,🏛经典剧场,,Guovin.txt,,
三国演义,http://cdn.jdshipin.com:8880/huya.php?id=11602081,,,,三国演义,三国演义,,,https://www.xn--rgv465a.top/tvlogo/三国演义.png,🏛经典剧场,,Guovin.txt,,
笑傲江湖,http://cdn.jdshipin.com:8880/huya.php?id=26355790,,,,笑傲江湖,笑傲江湖,,,https://www.xn--rgv465a.top/tvlogo/笑傲江湖.png,🏛经典剧场,,Guovin.txt,,
Viutv,http://smt.1678520.xyz/smt3.2.3.php?id=viu1_twn,,,,ViuTV,Viutv,,,https://www.xn--rgv465a.top/tvlogo/Viutv.png,🌊港·澳·台,,Guovin.txt,,404
睛彩广场舞,http://[2409:8087:1a15:10d1::37]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8,,,,睛彩广场舞,睛彩广场舞,,,https://www.xn--rgv465a.top/tvlogo/睛彩广场舞.png,🏀体育频道,,Guovin.txt,,
宁夏经济,https://ls.qingting.fm/live/1841/64k.m3u8,,,,宁夏经济,宁夏经济,,,https://www.xn--rgv465a.top/tvlogo/宁夏经济.png,☘️宁夏频道,,Guovin.txt,,404
睛彩广场舞,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226139/index.m3u8,,,,睛彩广场舞,睛彩广场舞,,,https://www.xn--rgv465a.top/tvlogo/睛彩广场舞.png,🏀体育频道,,Guovin.txt,,
睛彩广场舞,http://zjzcf.synology.me:35455/itv/3000000020000011523.m3u8?cdn=FifastbLive,,,,睛彩广场舞,睛彩广场舞,,,https://www.xn--rgv465a.top/tvlogo/睛彩广场舞.png,🏀体育频道,,Guovin.txt,,
风云剧场,http://zhancheng.x3322.net:6699/live/1082/index.m3u8,,,,,,,,,,,CCSH.txt,,
兵器科技,http://zhancheng.x3322.net:6699/live/1083/index.m3u8,,,,,,,,,,,CCSH.txt,,
第一剧场,http://zhancheng.x3322.net:6699/live/1081/index.m3u8,,,,,,,,,,,CCSH.txt,,
封神榜,http://cdn.jdshipin.com:8880/huya.php?id=29465849,,,,封神榜,封神榜,,,https://www.xn--rgv465a.top/tvlogo/封神榜.png,🏛经典剧场,,Guovin.txt,,
射雕英雄传,http://cdn.jdshipin.com:8880/huya.php?id=23824164,,,,射雕英雄传,射雕英雄传,,,https://www.xn--rgv465a.top/tvlogo/射雕英雄传.png,🏛经典剧场,,Guovin.txt,,
CCTV17,http://116.52.173.236:1234/673168256,,,,,,,,,,,CCSH.txt,,
CETV2,http://2280.eu.org:1234/923287211,,,,,,,,,,,CCSH.txt,,
江苏卫视,http://116.52.173.236:1234/623899368,,,,,,,,,,,CCSH.txt,,
CETV1,http://2280.eu.org:1234/923287154,,,,,,,,,,,CCSH.txt,,
睛彩广场舞,http://13937899.xyz:35455/itv/3000000020000011523.m3u8?cdn=FifastbLive,,,,睛彩广场舞,睛彩广场舞,,,https://www.xn--rgv465a.top/tvlogo/睛彩广场舞.png,🏀体育频道,,Guovin.txt,,
CCTV11,http://116.52.173.236:1234/667987558,,,,,,,,,,,CCSH.txt,,
CCTV5+,http://116.52.173.236:1234/641886773,,,,,,,,,,,CCSH.txt,,
CETV2,https://vip.taoiptv.cn/source/jsyd.php?id=G_CETV-2.m3u8&sign=mzxn4l,,,,,,,,,,,CCSH.txt,,
CETV3,https://vip.taoiptv.cn/source/jsyd.php?id=G_CETV-3.m3u8&sign=mzxn4l,,,,,,,,,,,CCSH.txt,,
CETV4,http://fn.gcl.de5.net:5908/gsh950428/923287339,,,,,,,,,,,CCSH.txt,,
CCTV5,http://116.52.173.236:1234/641886683,,,,,,,,,,,CCSH.txt,,
淘剧场,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226553/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EQaJ92NID2SpQlY6_VJVogg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOuQYJeiYEeFWTkFfE86Vq-%2CEND,,,,淘剧场,淘剧场,,,https://www.xn--rgv465a.top/tvlogo/淘剧场.png,🎬电影频道,,Guovin.txt,,
劲爆体育,http://t.061899.xyz/tl/tl.php?id=jbty,,,,劲爆体育,劲爆体育,,,https://gitee.com/suxuang/logo/raw/master/mylogo/劲爆体育.png,🏀体育频道,,Guovin.txt,,
内蒙经济,https://ls.qingting.fm/live/1885/64k.m3u8,,,,内蒙经济,内蒙经济,,,https://www.xn--rgv465a.top/tvlogo/内蒙经济.png,☘️内蒙古频道,,Guovin.txt,,404
淘剧场,http://zjzcf.synology.me:35455/bptv/10000100000000050000000003887497.m3u8,,,,淘剧场,淘剧场,,,https://www.xn--rgv465a.top/tvlogo/淘剧场.png,🎬电影频道,,Guovin.txt,,
风云音乐,http://rihou.cc:555/cqyx.php?id=fyyy,,,,,,,,,,,CCSH.txt,,404
淘剧场,http://iptv.666230.xyz/iptv/bjyd.php/6553,,,,淘剧场,淘剧场,,,https://www.xn--rgv465a.top/tvlogo/淘剧场.png,🎬电影频道,,Guovin.txt,,
CETV4,http://2280.eu.org:1234/923287339,,,,,,,,,,,CCSH.txt,,
CCTV6,http://116.52.173.236:1234/624878396,,,,,,,,,,,CCSH.txt,,
淘娱乐,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226551/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ex0efg9fpenP8E8lWJUb5Lg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNg3bzRax0E9tLmO9xgXVx8%2CEND,,,,淘娱乐,淘娱乐,,,https://www.xn--rgv465a.top/tvlogo/淘娱乐.png,🎬电影频道,,Guovin.txt,,
淘娱乐,http://zjzcf.synology.me:35455/bptv/10000100000000050000000003887499.m3u8,,,,淘娱乐,淘娱乐,,,https://www.xn--rgv465a.top/tvlogo/淘娱乐.png,🎬电影频道,,Guovin.txt,,
爱动漫,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000059/index.m3u8,,,,爱动漫,爱动漫,,,https://www.xn--rgv465a.top/tvlogo/爱动漫.png,🪁动画频道,,Guovin.txt,,
JJ斗地主,https://live.iill.top/douyin/685317364746,,,,JJ斗地主,JJ斗地主,,,https://www.xn--rgv465a.top/tvlogo/JJ斗地主.png,🏀体育频道,,Guovin.txt,,
爱动漫,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000059/index.m3u8,,,,爱动漫,爱动漫,,,https://www.xn--rgv465a.top/tvlogo/爱动漫.png,🪁动画频道,,Guovin.txt,,
淘娱乐,http://iptv.666230.xyz/iptv/bjyd.php/6551,,,,淘娱乐,淘娱乐,,,https://www.xn--rgv465a.top/tvlogo/淘娱乐.png,🎬电影频道,,Guovin.txt,,
