频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码
Riku TV (1080p),https://amixtv.com:8081/rikutv/index.m3u8,,,,RikuTV.pe@SD,,,,https://i.imgur.com/XIDC4Mv.png,Entertainment,,iptv-org-all.txt,,404
Sol TV (Guatemala) (720p),https://cdn.streamhispanatv.net:3409/live/soltvlive.m3u8,,,,SolTV.gt@SD,,,,https://i.ibb.co/YXYv8sf/logo-soltv2.png,General,,iptv-org-all.txt,,404
Rioni TV (720p) [Not 24/7],http://video.rionitv.com:9090/hls/live/rioni.m3u8,,,,RioniTV.ge@SD,,,,https://i.imgur.com/ogMqmth.png,Undefined,,iptv-org-all.txt,,
Rinjani TV,https://rinjanitv.cloud/hls/tvkabel.m3u8,,,,RinjaniTV.id@SD,,,,https://lombokindustries.com/assunnah/zone/img/rinjanitv.png,Education,,iptv-org-all.txt,,404
Starnet (480p),https://5a1178b42cc03.streamlock.net/8220/8220/playlist.m3u8,,,,Starnet.in@SD,,,,https://i.imgur.com/J3jB7Kr.png,General,,iptv-org-all.txt,,404
Sichuan TV Women and Children Channel (720p) [Not 24/7],http://scgctvshow.sctv.com/hdlive/sctv7/index.m3u8,,,,SichuanTVWomenandChildrenChannel.cn@SD,,,,https://i.imgur.com/1lGO0vY.png,Family,,iptv-org-all.txt,,
SolTV (El Salvador) (720p),https://videostream.shockmedia.com.ar/hls/canalsoltv/canalsoltv.m3u8,,,,SolTV.sv@SD,,,,https://i.imgur.com/jaBxxpt.png,General,,iptv-org-all.txt,,404
RLW TV (576p) [Not 24/7],https://webstreaming-8.viewmedia.tv/web_119/Stream/playlist.m3u8,,,,RLWTV.za@SD,,,,https://i.imgur.com/VcwqoEF.png,Religious,,iptv-org-all.txt,,
Simavision Canal 18 (720p),https://soportedvb.click:3668/live/simavisiontvlive.m3u8,,,,SimavisionCanal18.do@SD,,,,https://i.imgur.com/io9o30K.jpg,General,,iptv-org-all.txt,,
RTS (1080p),http://45.171.108.253:8888/RTS/index.m3u8,,,,RTS.ec@SD,,,,https://i.imgur.com/PML8cJA.png,General,,iptv-org-all.txt,,404
SolTV (Peru),https://5790d294af2dc.streamlock.net:443/streamtv/streamtv/playlist.m3u8,,,,SolTV.pe@SD,,,,https://i.imgur.com/GtNkuAc.png,Undefined,,iptv-org-all.txt,,404
Simpang5 TV (360p) [Not 24/7],http://122.248.43.242:1935/SIMPANG5TV/_definst_/myStream/playlist.m3u8,,,,Simpang5TV.id@SD,,,,https://upload.wikimedia.org/wikipedia/commons/d/dc/Simpang5_TV.png,Undefined,,iptv-org-all.txt,,404
Seraphim TV [Not 24/7],https://restream.churchtv247.co.za/Apostle/Hggc@24/1.m3u8,,,,SeraphimTV.za@SD,,,,https://i.imgur.com/MfeKk07.png,Religious,,iptv-org-all.txt,,
RTS 1,https://de1.dstv.cx/RTS1HD/index.m3u8,,,,RTS1.rs@SD,,,,https://i.imgur.com/S1pKHSR.png,Undefined,,iptv-org-all.txt,,404
RTS Muzika (576p),https://de1.dstv.cx/RTSMuzika/index.m3u8,,,,RTSMuzika.rs@SD,,,,https://i.imgur.com/n8p11NI.png,Music,,iptv-org-all.txt,,404
RTS Poletarac (576p),https://de1.dstv.cx/RTSPoletarac/index.m3u8,,,,RTSPoletarac.rs@SD,,,,https://i.imgur.com/8Nnw8NF.png,Undefined,,iptv-org-all.txt,,404
RTS 2 (1080p),https://de1.dstv.cx/RTS2HD/index.m3u8,,,,RTS2.rs@SD,,,,https://i.imgur.com/jltAf5h.png,Undefined,,iptv-org-all.txt,,404
RTS Svet (1080p),https://de1.dstv.cx/RTSSvet/index.m3u8,,,,RTSSvet.rs@SD,,,,https://i.imgur.com/LjunOdy.png,Undefined,,iptv-org-all.txt,,404
RTS Drama (576p),https://de1.dstv.cx/RTSDrama/index.m3u8,,,,RTSDrama.rs@SD,,,,https://i.imgur.com/bsTUhYK.png,Series,,iptv-org-all.txt,,404
RTS Kolo (576p),https://de1.dstv.cx/RTSKolo/index.m3u8,,,,RTSKolo.rs@SD,,,,https://i.imgur.com/gXlEDDW.png,Undefined,,iptv-org-all.txt,,404
RTS Trezor (576p),https://de1.dstv.cx/RTSTrezor/index.m3u8,,,,RTSTrezor.rs@SD,,,,https://i.imgur.com/BnSHfxF.png,Undefined,,iptv-org-all.txt,,404
Rybalka (1080p),https://dash2.antik.sk/live/test_rybalka_tv_atktv/playlist.m3u8,,,,Rybalka.ua@SD,,,,https://i.imgur.com/NafW0xT.png,Outdoor,,iptv-org-all.txt,,404
RTS Zivot (576p),https://de1.dstv.cx/RTSZivot/index.m3u8,,,,RTSZivot.rs@SD,,,,https://i.imgur.com/NpFG9uy.png,Undefined,,iptv-org-all.txt,,404
Sertao TV (720p),http://wz4.dnip.com.br/sertaotv/sertaotv.sdp/playlist.m3u8,,,,SertaoTV.br@SD,,,,https://i.imgur.com/b5xOCsC.png,General,,iptv-org-all.txt,,
ROCK Entertainment HD (720p),http://58.8.186.128:10006/bysid/2612,,,,ROCKEntertainment.sg@HD,,,,https://i.imgur.com/PWzq0aU.png,Entertainment,,iptv-org-all.txt,,
SESC TV (1080p),https://slbps-ml-sambatech.akamaized.net/samba-live/2472/7424/8a00fe7cc36ac263b2c3e9324497d5ff/video/93a9920d-1b24-4c5e-a7d2-63d5489f59b5_index.m3u8,,,,SESCTV.br@SD,,,,https://i.imgur.com/Mu8O6CV.png,Undefined,,iptv-org-all.txt,,400
Series Classic (720p),https://cdn-tiva-video10-logicahost-com-br.smartbit.co/serieclassic/serieclassic/playlist.m3u8,,,,SeriesClassic.br@SD,,,,https://storage.googleapis.com/soultv-prod-media/media/img/mobile/featured/bg_mobile.jpg,Series,,iptv-org-all.txt,,
ROCK X Stream (720p),http://58.8.186.128:10007/bysid/2811,,,,ROCKXStream.sg@HD,,,,https://i.ibb.co/TM8d2yp8/Rock-X-Stream.webp,Entertainment,,iptv-org-all.txt,,
ROCK Action (1080p),http://nmk.ioapk.com:5050/4gtv-live138/index.m3u8,,,,ROCKAction.sg@SD,,,,https://upload.wikimedia.org/wikipedia/commons/4/41/Rock_Action.png,Entertainment,,iptv-org-all.txt,,
Rocavision TV [Not 24/7],https://streamunoapp.com:3331/live/rocavisiontvlive.m3u8,,,,RocavisionTV.do@SD,,,,https://imgur.com/FkHqqsi.jpg,General,,iptv-org-all.txt,,404
Sonus FM (1080p) [Not 24/7],http://www.sonus.fm:1935/public/stream_source/playlist.m3u8,,,,SonusFM.de@SD,,,,https://i.imgur.com/h29rUcG.png,Undefined,,iptv-org-all.txt,,
SET News (1080p) [Geo-blocked],http://seb.sason.top/sc/sllive_fhd.m3u8,,,,SETNews.tw@SD,,,,https://i.imgur.com/EGVbAvJ.png,News,,iptv-org-all.txt,,
Siscom TV,https://video2.lhdserver.es/siscomtv/live.m3u8,,,,SiscomTV.pe@SD,,,,https://i.imgur.com/0JUlFZ4.png,General,,iptv-org-all.txt,,404
Rocky Hill Channel 16 (480p),https://securestream9.champds.com/LIVE/RockyHillCTLIVE/RockyHillCTLIVE.m3u8,,,,RockyHillChannel16.us@SD,,,,https://i.imgur.com/2ZDcH2L.png,Legislative,,iptv-org-all.txt,,404
RTTV (720p) [Not 24/7],https://cloudvideo.servers10.com:19360/8212/8212.m3u8,,,,RTTV.cr@SD,,,,https://i.imgur.com/eTfsCCq.png,Undefined,,iptv-org-all.txt,,
Rodja TV (720p),https://rodjatv.com/rodjatv/live.m3u8,,,,RodjaTV.id@SD,,,,https://i.imgur.com/XwCeHlC.png,Undefined,,iptv-org-all.txt,,404
SGTV (1080p),https://live.seminolecountyfl.gov/live-2/live/stream-1/live.m3u8,,,,SGTV.us@SD,,,,https://i.imgur.com/rVyWa2A.png,Legislative,,iptv-org-all.txt,,404
Stockton Gov TV (720p),https://cdn3.wowza.com/5/dk84U1p2UUdoMGxT/stockton/G0044_008/playlist.m3u8,,,,StocktonGovTV.us@SD,,,,https://i.imgur.com/Ko4m4iw.png,Legislative,,iptv-org-all.txt,,404
Rossini TV (720p),https://5cbd3bc28341f.streamlock.net:444/rossinitv_live/944A-63A6-9EB8-4492/playlist.m3u8,,,,RossiniTV.it@SD,,,,https://i.imgur.com/wGKsAk3.png,General,,iptv-org-all.txt,,404
