频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码
涡阳新闻综合,http://111.39.71.77:8099/live/one/playlist.m3u8,,,,,,,,,安徽,,zbefine.txt,,
南通新闻综合,http://gslbmgsplive.miguvideo.com/migu/kailu/ntxwzh/51/20250604/index.m3u8?msisdn=3e3e00ff53f16e90db396708ff4347c5&mdspid=&spid=699067&netType=0&sid=5910022178&pid=2028597139&timestamp=20260524053446&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=955227985&ParentNodeID=-99&assertID=5910022178&client_ip=39.98.63.22&SecurityKey=20260524053446&promotionId=&mvid=5900006706&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=965bad94367bece23b7ee4b3ad40a842&ddCalcu=2946v85aabl0aa4dd9a433b647ebee7cbe32&sv=10004&ct=android,,,,,,,,,,,CCSH.txt,,660
淮安新闻综合,http://223.247.25.205:1234/639731826,,,,,,,,,,,CCSH.txt,,
池州公共频道,http://cm.wshls.homecdn.com/live/4abdf.flv,,,,,,,,,安徽,,zbefine.txt,,
池州公共频道,http://cm.wshls.homecdn.com/live/829d.flv,,,,,,,,,安徽,,zbefine.txt,,
淮安新闻综合,http://115.190.247.176:1111/639731826,,,,,,,,,,,CCSH.txt,,
南陵新闻综合,http://live2018.wuhunews.cn/video/s10010-nlnews/index.m3u8,,,,,,,,,安徽,,zbefine.txt,,
淮安新闻综合,http://gslbmgsplive.miguvideo.com/wd_r2/jstv/haxinwenzonghe/600/index.m3u8?msisdn=3192358b2f6ec757d0c65edd0008cd62&mdspid=&spid=699067&netType=0&sid=5500469363&pid=2028597139&timestamp=20260524053445&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=639731826&ParentNodeID=-99&assertID=5500469363&client_ip=39.98.63.22&SecurityKey=20260524053445&promotionId=&mvid=5102012618&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=f92a27280e3fdb0d740ba0fde4e631c1&ddCalcu=1fc9v12a3ak62ae742e8d0fe03afbd0b407d&sv=10004&ct=android,,,,,,,,,,,CCSH.txt,,660
淮安新闻综合,http://116.236.204.18:1234/639731826,,,,,,,,,,,CCSH.txt,,661
溧水新闻综合,http://223.247.25.205:1234/639737327,,,,,,,,,,,CCSH.txt,,
怀柔电视台,https://pili-live-hdl.huairtv.com/bjhr/hrxw.m3u8,,,,,,,,,北京,,zbefine.txt,,
大足综合频道,http://218.201.85.71:3170/m3u8,,,,,,,,,重庆,,zbefine.txt,,404
溧水新闻综合,http://115.190.247.176:1111/639737327,,,,,,,,,,,CCSH.txt,,
房山无线频道,http://live.funhillrm.com/2/sd/live.m3u8,,,,,,,,,北京,,zbefine.txt,,
房山有线频道,http://live.funhillrm.com/5/sd/live.m3u8,,,,,,,,,北京,,zbefine.txt,,
江津文化旅游,http://222.179.155.21:1935/ch2.m3u8,,,,,,,,,重庆,,zbefine.txt,,404
CGTN,https://live.cgtn.com/1000/prog_index.m3u8,,,,,,,,,央视,,zbefine.txt,,
溧水新闻综合,http://116.236.204.18:1234/639737327,,,,,,,,,,,CCSH.txt,,661
武隆综合频道,https://qxlmlive9.cbg.cn/applive/wltvzh/playlist.m3u8,,,,,,,,,重庆,,zbefine.txt,,
清华大学电视台,http://live.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8,,,,,,,,,北京,,zbefine.txt,,404
