频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间,是否假源,是否轮回,轮回相似度,检测信息
[BD]dw德國之聲,https://stream1.freetv.fun/dwde-guo-zhi-sheng-2.m3u8,,德國之聲,Germany,German,https://epg.pw/media/img/logo/1_203.jpg,News,1280x720,freetv-fun-all.txt,17,403,成功,h264,1280x720,25.0,有音频,1.734,否,否,0.5469,
[BD]wanasah,https://stream1.freetv.fun/wanasah-2.m3u8,,Wanasah TV UAE,United Arab Emirates,العربية,https://epg.pw/media/images/channel/2022/05/06/large/20220506175052621859_74.png,Generic,1920x1080,freetv-fun-all.txt,23,403,成功,h264,1920x1080,25.0,有音频,3.694,否,否,0.5885,
[BD]перший,https://stream1.freetv.fun/pershii-4.ctv,,Перший Avtomobilniy,Ukraine,Ukrainian,https://epg.pw/media/uploads/tmp_logo/2014/06/01/20140601223020220468_59.png,Sports,1920x1080,freetv-fun-all.txt,23,403,成功,h264,1920x1080,50.0,有音频,3.510,否,否,0.5000,
[BD]tvbs亞洲,https://stream1.freetv.fun/tvbsya-zhou-11.m3u8,368335,TVB亞洲劇,Hong Kong,Cantonese,https://epg.pw/media/images/channel/2023/12/08/large/20231208223626594389_27.png,Movies,1920x1080,freetv-fun-all.txt,28,403,成功,h264,1920x1080,29.97002997002997,有音频,1.391,否,否,0.5885,
[SD]vevo country,https://stream1.freetv.fun/vevo-country-2.m3u8,,VEVO 1,United States,English,https://epg.pw/media/uploads/tmp_logo/2016/08/12/20160812131347436928_29.jpg,Entertainment,,freetv-fun-all.txt,17,403,成功,h264,,,有音频,6.661,否,否,0.5729,
[BD]安徽卫视[geo-blocked],https://stream1.freetv.fun/an-hui-wei-shi-80.m3u8,378849,安徽衛視,China,Chinese,https://epg.pw/media/images/channel/2023/07/19/large/20230719113027191823_22.jpg,Generic,1920x1080,freetv-fun-all.txt,24,403,成功,h264,1920x1080,50.0,有音频,2.947,否,否,0.0000,
[SD]tv alhijrah backup *sm,https://stream1.freetv.fun/tv-alhijrah-backup--sm-1.ctv,,TV Alhijrah,Malaysia,Bahasa Melayu,https://epg.pw/media/images/channel/2018/02/09/large/20180209213653537266_81.png,Generic,1280x720,freetv-fun-all.txt,367,403,成功,h264,1280x720,25.0,有音频,2.271,否,否,0.0000,
[SD]шансон тв,https://stream1.freetv.fun/shanson-tv-3.m3u8,,ШАНСОН ТВ,Russia,Русский,https://epg.pw/media/images/channel/2022/05/06/large/20220506175008148579_31.png,Entertainment,720x576,freetv-fun-all.txt,25,403,成功,mpeg2video,720x576,25.0,有音频,2.285,否,否,0.5625,
[BD]tarab,https://stream1.freetv.fun/tarab-1.m3u8,,Tara HD,Malaysia,Bahasa Melayu,https://epg.pw/media/images/channel/2020/10/01/large/20201001012549972172_25.png,Movies,640x360,freetv-fun-all.txt,16,403,成功,h264,640x360,25.0,有音频,9.372,否,否,0.5781,
[BD]广西国际,https://stream1.freetv.fun/yan-xi-guo-ji-7.m3u8,,廣西國際,China,Chinese,https://epg.pw/media/images/channel/2022/05/27/large/20220527160856596479_90.jpg,Other,1920x1080,freetv-fun-all.txt,369,403,成功,h264,1920x1080,25.0,有音频,4.063,否,否,0.0000,
