频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间,是否假源,是否轮回,轮回相似度,检测信息
CCTV1,https://iptv.catvod.com/live.php?id=CCTV-1,,,,,,,960x540,CCSH.txt,66,403,成功,h264,960x540,25.0,有音频,0.580,否,否,0.5625,
CCTV9,http://www.freetv.top/migu/673168140.m3u8?migutoken=b6b3dff09079aa89b4ea1988e02de40fa003df2db6f755979b0c414bdfffe3225adf1ec44edf5934481e00ada14c3b23dc6e93bb72f70ed2319f17002205dc998b6ce2dde3d00bf5701f8261ec,,,,,,,1920x1080,CCSH.txt,287,200,成功,h264,1920x1080,30.0,有音频,1.157,否,否,0.5000,
CCTV8,https://migu.188766.xyz/?migutoken=924bd4d20a89eae22fb75fa1f12c8b4d&id=CCTV8&type=yy,,,,,,,1920x1080,CCSH.txt,71,403,成功,h264,1920x1080,28.0,有音频,0.785,否,否,0.5365,
CCTV6,https://migu.188766.xyz/?migutoken=83e4845864a0605dd21abbd28fa1b2bf&id=CCTV6&type=yy,,,,,,,1280x720,CCSH.txt,78,403,成功,h264,1280x720,25.0,有音频,2.774,否,否,0.5000,
CCTV7,http://www.freetv.top/migu/673168121.m3u8?migutoken=bea4d574a7f96c7e95fb2000e191d57743cfdadfa9a4819385a46bf2bf269d9cf13b9bcc1494158b5bc16ce7d6751825800030253b91daf31a298122a2511f45821009cbeca64d12349bc0227d,,,,,,,1920x1080,CCSH.txt,2535,502,成功,h264,1920x1080,30.0,有音频,0.733,否,否,0.5000,
CCTV7,https://www.freetv.top/migu/673168121.m3u8?migutoken=5efea15b5115b2be0e9c11527601ab541c646da6310420ce788fafd0cbc53baa18194290df19e900a089f43300a784605577054b709659403fb3de1eaa69137ce76e0233b0f007ee744300c50d,,,,,,,1920x1080,CCSH.txt,1058,200,成功,h264,1920x1080,30.0,有音频,0.749,否,否,0.5000,
CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8,,,,,,,1280x720,CCSH.txt,387,200,成功,h264,1280x720,25.0,有音频,2.179,否,否,0.5677,
[HD]龍華卡通[geo-blocked],https://stream1.freetv.fun/long-hua-qia-tong-10.m3u8,,龍華卡通,台灣,國語,https://epg.pw/media/images/channel/2024/08/14/large/20240814095345451215_38.png,兒童,1280x720,freetv-fun-tw.txt,39,403,成功,h264,1280x720,30.0,有音频,7.029,否,否,0.6458,
CCTV7,http://221.2.148.205:8154/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,,,1920x1080,CCSH.txt,6669,200,成功,h264,1920x1080,50.0,有音频,17.657,否,否,0.5729,
CCTV6,http://218.3.138.25:1111/tsfile/live/1005_1.m3u8,,,,,,,1920x1080,CCSH.txt,224,200,成功,h264,1920x1080,25.0,有音频,8.403,否,否,0.6198,
