频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码
Canal Gov (720p),http://45.177.114.115/TV_BRASIL_2/index.m3u8,,,,CanalGov.br@SD,,,,https://i.imgur.com/rHPY0Yv.png,Legislative,,iptv-org-all.txt,126,200
Canal Futura (720p),http://45.162.64.114/FUTURA/index.m3u8,,,,CanalFutura.br@SD,,,,https://i.imgur.com/LgynEBC.png,Education,,iptv-org-all.txt,157,200
Canal Educacao (720p),http://45.162.64.114/CANAL_EDUCACAO/index.m3u8,,,,CanalEducacao.br@SD,,,,https://i.imgur.com/OOB7nrS.png,Education,,iptv-org-all.txt,160,200
Canal Dos (720p),http://131.221.41.94/hls/canal2.m3u8,,,,CanalDos.co@SD,,,,https://i.imgur.com/BYsyNHZ.jpg,General,,iptv-org-all.txt,304,200
Bollywood HD Russia (576p),https://xykt-fix.github.io/cinerama_edge01/hls/BOLLYWOOD_RU/Movie009.m3u8,,,,BollywoodHD.ro@Russia,,,,https://i.imgur.com/scDKOLS.png,Movies,,iptv-org-all.txt,343,200
CCTV-9 (576i),https://xykt-fix.github.io/Y77.m3u8,,,,CCTV9.cn@SD,,,,https://i.imgur.com/3tivvMm.png,Documentary,,iptv-org-all.txt,353,200
C Star (1080p),http://145.239.5.177/361/index.m3u8,,,,CStar.fr@SD,,,,https://i.imgur.com/w4kAX1V.png,Entertainment,,iptv-org-all.txt,451,403
Canal 7 TV (720p),https://stream.arcast.com.ar/envivo/castv/playlist.m3u8,,,,Canal7TV.ar@SD,,,,https://i.imgur.com/iJMH0UK.png,Undefined,,iptv-org-all.txt,466,200
CCTV-15 (1080p),https://xykt-fix.github.io/play/a02e/index.m3u8,,,,CCTV15.cn@SD,,,,https://i.imgur.com/CCV0eRG.png,Music,,iptv-org-all.txt,172,200
BX Arts (720p),https://reflect-stream-bronxnet.cablecast.tv/live-19/live/stream-2/live.m3u8,,,,BXArts.us@SD,,,,https://i.imgur.com/PF71rdZ.png,Culture,,iptv-org-all.txt,565,403
BX Omni (720p),https://reflect-stream-bronxnet.cablecast.tv/live-16/live/stream-1/live.m3u8,,,,BXOmni.us@SD,,,,https://i.imgur.com/PF71rdZ.png,General,,iptv-org-all.txt,567,403
BX Inspire (720p),https://reflect-stream-bronxnet.cablecast.tv/live-18/live/stream-7/live.m3u8,,,,BXInspire.us@SD,,,,https://i.imgur.com/PF71rdZ.png,General;Religious,,iptv-org-all.txt,568,403
BX Inform (1080p),https://reflect-stream-bronxnet.cablecast.tv/live-8/live/stream-4/live.m3u8,,,,BXInform.us@SD,,,,https://i.imgur.com/PF71rdZ.png,General;News,,iptv-org-all.txt,569,403
BX Culture (720p),https://reflect-stream-bronxnet.cablecast.tv/live-7/live/stream-3/live.m3u8,,,,BXCulture.us@SD,,,,https://i.imgur.com/PF71rdZ.png,Culture,,iptv-org-all.txt,599,403
CCTV-12 (720p),http://74.91.26.218:82/live/cctv12hd.m3u8,,,,CCTV12.cn@SD,,,,https://i.imgur.com/3yTuiOM.png,Lifestyle,,iptv-org-all.txt,623,200
CCTV-14 HD (1080p),http://74.91.26.218:82/live/cctv14hd.m3u8,,,,CCTV14.cn@HD,,,,https://i.imgur.com/c5SXW7i.png,Kids,,iptv-org-all.txt,635,200
CCTV-11 (720p),http://74.91.26.218:82/live/cctv11hd.m3u8,,,,CCTV11.cn@SD,,,,https://i.imgur.com/CjOWx7L.png,Music,,iptv-org-all.txt,639,200
CCTV-6 HD (1080p),http://69.30.245.50/live/cctv6.m3u8,,,,CCTV6.cn@HD,,,,https://i.imgur.com/rFiaef7.png,Movies,,iptv-org-all.txt,644,200
CCTV-10 (720p),http://74.91.26.218:82/live/cctv10hd.m3u8,,,,CCTV10.cn@SD,,,,https://i.imgur.com/sSSO7UD.png,Education,,iptv-org-all.txt,643,200
Cable Imagen Armstrong (540p) [Not 24/7],https://stream.arcast.com.ar/casse/casse/playlist.m3u8,,,,CableImagenArmstrong.ar@SD,,,,https://i.imgur.com/U9NuJQC.png,Undefined,,iptv-org-all.txt,132,200
CCTV-8 (720p),http://74.91.26.218:82/live/cctv8hd.m3u8,,,,CCTV8.cn@SD,,,,https://i.imgur.com/GyHaZ8X.png,Culture,,iptv-org-all.txt,673,200
CCTV-7 (720p),http://74.91.26.218:82/live/cctv7hd.m3u8,,,,CCTV7.cn@SD,,,,https://i.imgur.com/CKcPMQC.png,Education,,iptv-org-all.txt,676,200
Caracola TV,https://wifispeed.trapemn.tv:1936/comunales/caracola-tv/chunks.m3u8,,,,CaracolaTV.cl@SD,,,,https://i.imgur.com/QGvfqug.png,General,,iptv-org-all.txt,763,200
