频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码
Ashiil TV (480p),https://wahyu1ptv.pages.dev/AshiilTV-HD.m3u8,,,,AshiilTV.id@SD,,,,https://i.imgur.com/bTktkcr.png,Religious,,iptv-org-all.txt,121,200
Akaku 55 (Hawaii) (1080p),https://castus-vod-dev.s3.amazonaws.com/vod_clients/akaku/live/ch3/video.m3u8,,,,Akaku55.us@SD,,,,https://www.akaku.org/wp-content/uploads/bb-plugin/cache/Channel55-147x150-square.png,General,,iptv-org-all.txt,276,200
Akaku 54 (Hawaii) (1080p),https://castus-vod-dev.s3.amazonaws.com/vod_clients/akaku/live/ch2/video.m3u8,,,,Akaku54.us@SD,,,,https://www.akaku.org/wp-content/uploads/bb-plugin/cache/Channel54-147x150-square.png,General,,iptv-org-all.txt,289,200
ABC 7 Denver CO (KMGH) (720p),https://content.uplynk.com/channel/64ca339f04964a5e961c3207a7771bf1.m3u8,,,,KMGHTV71.us@HD,,,,,Undefined,,iptv-org-all.txt,309,200
Acustik TV,https://s5.mexside.net:1936/clientetv/clientetv/playlist.m3u8,,,,AcustikTV.mx@SD,,,,https://i.imgur.com/dhiNIng.png,News,,iptv-org-all.txt,371,200
BBC Two HD (720p),http://193.46.58.239:8080/BBCTwoHD/index.m3u8,,,,BBCTwo.uk@HD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/BBC_Two_logo_2021.svg/960px-BBC_Two_logo_2021.svg.png,General,,iptv-org-all.txt,374,403
AWE (720p),https://a-cdn.klowdtv.com/live1/awe_720p/playlist.m3u8,,,,AWE.us@SD,,,,https://i.imgur.com/OjpCtGj.png,General,,iptv-org-all.txt,389,200
AWE International (720p),https://a-cdn.klowdtv.com/live1/aweint/playlist.m3u8,,,,AWEInternational.us@SD,,,,https://i.imgur.com/VhxtMUQ.png,General,,iptv-org-all.txt,389,200
Asia TV (720p),https://stream.asiatvnet.com/1/live/master.m3u8,,,,AsiaTV.lk@HD,,,,https://saddlebrown-jellyfish-181801.hostingersite.com/ATV-logo.png,Entertainment;Family;General,,iptv-org-all.txt,418,521
America Paraguay (720p),http://45.170.130.224:8000/play/a02o/index.m3u8?hls,,,,AmericaParaguay.py@SD,,,,https://i.imgur.com/rCEu3fM.png,General,,iptv-org-all.txt,433,200
ABC 6 Columbus OH (WSYX) (1080p),https://linear-689.frequency.stream/dist/stirr/689/hls/master/playlist.m3u8,,,,WSYX61.us@HD,,,,,Undefined,,iptv-org-all.txt,463,200
Amedia Hit (1080p),http://stream.mcquack.net/162/index.m3u8,,,,AmediaHit.ru@SD,,,,https://i.imgur.com/a8ZBGBw.png,Movies;Series,,iptv-org-all.txt,455,200
ABC 13 Las Vegas NV (KTNV) (720p),https://content.uplynk.com/channel/39919d3f7a074eefa8bf579214e952f9.m3u8,,,,KTNVTV331.us@HD,,,,,Undefined,,iptv-org-all.txt,35,200
AsianCrush (1080p),https://linear-900.frequency.stream/dist/cineverse/900/hls/master/playlist.m3u8,,,,AsianCrush.us@SD,,,,https://i.imgur.com/hW6z1RG.png,Entertainment,,iptv-org-all.txt,476,200
Alfred Hitchcock Presents (1080p),https://xumo-xumoent-ch825-ku23q.fast.nbcuni.com/live/master.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt,485,200
BBC Top Gear France (1080p),https://amg00793-amg00793c45-rakuten-fr-5539.playouts.now.amagi.tv/playlist.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt,487,200
ABC 7 Albuquerque NM (KOAT) (720p),https://aegis-cloudfront-1.tubi.video/2dba5dd9-4097-45e3-b169-56735cc48476/playlist.m3u8,,,,KOATTV71.us@HD,,,,,Undefined,,iptv-org-all.txt,498,200
ABC 12 Milwaukee WI (WISN) (720p),https://aegis-cloudfront-1.tubi.video/ec903a48-3638-4d0b-ac89-813e147bca58/playlist.m3u8,,,,WISNTV121.us@HD,,,,,Undefined,,iptv-org-all.txt,498,200
ABC 9 Manchester NH (WMUR-TV) (720p),https://aegis-cloudfront-1.tubi.video/b77ffe96-c5d1-43a7-8687-306ff244d725/playlist.m3u8,,,,WMURTV91.us@HD,,,,,Undefined,,iptv-org-all.txt,505,200
BBC Top Gear (1080p) [Geo-blocked],https://amg00793-amg00793c5-firetv-us-4068.playouts.now.amagi.tv/playlist.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt,510,200
AKC TV Puppies 24/7,https://install.akctvcontrol.com/speed/broadcast/140/desktop-playlist.m3u8,,,,AKCTVPuppies.us@SD,,,,https://i.imgur.com/2nzRS60.png,Outdoor,,iptv-org-all.txt,534,200
AKC TV Meet The Breeds,https://install.akctvcontrol.com/speed/broadcast/139/desktop-playlist.m3u8,,,,AKCTVMeettheBreeds.us@SD,,,,https://i.imgur.com/66avgdk.png,Outdoor,,iptv-org-all.txt,546,200
ABC 10 San Diego CA (KGTV) (720p),https://aegis-cloudfront-1.tubi.video/1a352414-3a30-4f42-b14b-c091d02a5e45/playlist.m3u8,,,,KGTV101.us@HD,,,,,Undefined,,iptv-org-all.txt,554,200
Asianet HD (720p),https://raw.githubusercontent.com/amazeyourself/adaptive-streams/refs/heads/main/streams/in/YuppTV/AsianetHD.m3u8,,,,Asianet.in@HD,,,,https://i.imgur.com/Wv7MOzg.png,Entertainment,,iptv-org-all.txt,560,200
BBC Top Gear Germany (1080p),https://amg00793-amg00793c44-rakuten-de-5538.playouts.now.amagi.tv/playlist.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt,573,200
