频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码
Story Television,https://2-fss-1.streamhoster.com/pl_122/206858-4412976-1/chunklist.m3u8,,,,WCIUTV265.us@SD,,,,https://upload.wikimedia.org/wikipedia/en/e/e1/Story_television_logo.png,Undefined,,iptv-org-all.txt,215,200
Talkin Live Classics TV (480p),https://2-fss-1.streamhoster.com/pl_122/206338-3120682-1/playlist.m3u8,,,,TalkinLiveClassicsTV.us@SD,,,,https://play-lh.googleusercontent.com/qt4POaxei89y6DP7sRJlRNv-yo4jlG3HuVO2Jb54Rf6T7aJ-j7RLG2z4aY9YrU5d0Q=w240-h480-rw,Entertainment,,iptv-org-all.txt,213,200
Talking Pictures TV (576p),http://92.114.85.72:8000/play/a0la,,,,TalkingPicturesTV.uk@SD,,,,https://i.imgur.com/S1zoIp7.png,Undefined,,iptv-org-all.txt,322,403
Sistema Michoacano de TV (1080p) [Not 24/7],https://s5.mexside.net:1936/enlinea/enlinea/playlist.m3u8,,,,SistemaMichoacanodeTV.mx@SD,,,,https://i.imgur.com/7MXF4Fd.png,Undefined,,iptv-org-all.txt,396,200
TeleM Botosani (540p) [Not 24/7],http://89.137.197.15:8080/testing/pl5/playlist/ram/playlist.m3u8,,,,TeleMBotosani.ro@SD,,,,https://i.imgur.com/3EZ8CmJ.png,General,,iptv-org-all.txt,415,200
Surena TV,https://vs20.live.opencaster.com/surenatv_187f915a/index.m3u8,,,,SurenaTV.cl@SD,,,,https://i.imgur.com/ZQRb3L3.png,General,,iptv-org-all.txt,472,200
Surf Cinema (1080p),https://amg13231-actve-amg13231c4-samsung-nz-3093.playouts.now.amagi.tv/playlist/amg13231-actvefast-surfer-samsungnz/playlist.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt,534,200
SURFER TV (1080p),https://dgwfm675921lp.cloudfront.net/playlist.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt,536,200
Surfing+ (1080p),https://dr4jwhk0sty71.cloudfront.net/scheduler/scheduleMaster/444.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt,565,200
Strawberry Shortcake (720p),https://d2tdny619yw5x1.cloudfront.net/master.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt,652,200
Strawberry Shortcake (720p),https://d10c3fwb9yju0h.cloudfront.net/master.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt,653,200
Siscom TV,https://video2.lhdserver.es/siscomtv/live.m3u8,,,,SiscomTV.pe@SD,,,,https://i.imgur.com/0JUlFZ4.png,General,,iptv-org-all.txt,668,200
StoryChannel TV (720p),https://136044159.r.cdnsun.net/storychannel.m3u8,,,,StoryChannelTV.ma@SD,,,,https://i.imgur.com/ZBV6xph.png,Culture,,iptv-org-all.txt,735,200
Surf Cinema (1080p),https://amg13231-actve-amg13231c4-samsung-au-2990.playouts.now.amagi.tv/playlist/amg13231-actvefast-surfer-samsungau/playlist.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt,872,200
Survivor (1080p),https://amg00627-amg00627c16-samsung-nz-2811.playouts.now.amagi.tv/playlist/amg00627-banijayfast-survivor-samsungnz/playlist.m3u8,,,,Survivor.us@SD,,,,https://i.imgur.com/Zz9SgY8.png,Series,,iptv-org-all.txt,923,200
